rank	feature_id	instability_count	instability_conditions	mean_SSI	mean_stability_deviation	max_stability_deviation
47	RvY_02959-1	3	des;lt;uv	0.6875	0.3125	0.5
48	RvY_05208-1	3	des;lt;uv	0.6875	0.3125	0.5
49	RvY_05501	3	des;lt;uv	0.6875	0.3125	0.5
50	RvY_07093	3	des;lt;uv	0.6875	0.3125	0.5
51	RvY_07136-1	3	des;lt;uv	0.6875	0.3125	0.5
52	RvY_08542	3	des;lt;uv	0.6875	0.3125	0.5
53	RvY_08915	3	des;lt;uv	0.6875	0.3125	0.5
54	RvY_09773-1	3	des;lt;uv	0.6875	0.3125	0.5
55	RvY_14845-1	3	des;lt;uv	0.6875	0.3125	0.5
56	RvY_16065-1	3	des;lt;uv	0.6875	0.3125	0.5
57	RvY_19360-1	3	des;lt;uv	0.6875	0.3125	0.5
58	RvY_00400-1	3	des;gam;lt	0.6904761904761905	0.30952380952380953	0.5
59	RvY_01223-1	3	des;gam;lt	0.6904761904761905	0.30952380952380953	0.5
60	RvY_03425-1	3	des;gam;lt	0.6904761904761905	0.30952380952380953	0.5
61	RvY_04899-1	3	des;gam;lt	0.6904761904761905	0.30952380952380953	0.5
62	RvY_07268-1	3	des;gam;lt	0.6904761904761905	0.30952380952380953	0.5
63	RvY_12877-1	3	des;gam;lt	0.6904761904761905	0.30952380952380953	0.5
64	RvY_14940-1	3	des;gam;lt	0.6904761904761905	0.30952380952380953	0.5
65	RvY_15307-1	3	des;gam;lt	0.6904761904761905	0.30952380952380953	0.5
66	RvY_18019-1	3	des;gam;lt	0.6904761904761905	0.30952380952380953	0.5
67	RvY_18662-1	3	des;gam;lt	0.6904761904761905	0.30952380952380953	0.5
68	RvY_04898-1	3	des;gam;lt	0.6934523809523809	0.30654761904761907	0.625
69	RvY_15912-1	3	des;gam;lt	0.6934523809523809	0.30654761904761907	0.625
70	RvY_17139-4	3	des;gam;lt	0.6934523809523809	0.30654761904761907	0.625
71	RvY_02792	3	des;lt;uv	0.6964285714285714	0.30357142857142855	0.5714285714285714
72	RvY_03733-1	3	des;lt;uv	0.6964285714285714	0.30357142857142855	0.5714285714285714
73	RvY_07363	3	des;lt;uv	0.6964285714285714	0.30357142857142855	0.5714285714285714
