artifact_name	artifact_role	bytes	sha256	git_policy	scientific_identity	local_persistent_locator	publication_status
current_fsf_stable_signal_annotated_catalog.tsv	current Stable/Highly Stable FSF candidate catalog joined to authoritative biological annotation	965459032	2002148dcaa38a1b4e84c173d78e8aa34495a2dbb98f0fe5738b1ef0445fabdc	EXTERNAL_LARGE_ARTIFACT_NOT_GIT_BLOB	current_fsf_stable_signal_annotated_catalog.tsv + SHA-256 + validated 49-column schema and frozen-authority provenance	/media/saji/5E06441D0643F5152/FSF_R_PACKAGE_ARTIFACTS/current_fsf_v1/representative_features/current_fsf_stable_signal_annotated_catalog.tsv	LOCAL_PERSISTENT_COPY_VALIDATED; PUBLIC_ARCHIVE_NOT_YET_ASSIGNED
