relative_repository_path	external_artifact_path	bytes	sha256	artifact_role	generator_script	package_tag	package_commit	scientific_lock_sha256
enrichment/go/go_enrichment_all.tsv	/media/saji/5E06441D0643F5152/FSF_R_PACKAGE_ARTIFACTS/current_fsf_v1/manuscript/enrichment/go/go_enrichment_all.tsv	306249266	1b991db9a178bead03adf3fd96246d9b8e4b08e40828af300d29aca75b260411	complete GO enrichment result authority	scripts/current/build_current_manuscript_enrichment_outputs.R	fsf-r-v0.1.0	ddb347a19e9877032a49aec2ebfeacc551b0b315	0c7a1462d210144c726041952cb4dfd7a59b386a7136d161090fa443d1d3b9d1
enrichment/kegg/kegg_enrichment_all.tsv	/media/saji/5E06441D0643F5152/FSF_R_PACKAGE_ARTIFACTS/current_fsf_v1/manuscript/enrichment/kegg/kegg_enrichment_all.tsv	35469610	bcf428a508975b0ffb81324852243adcf8cc24f136de5ff63bb266a10150fa32	complete combined KO/PATHWAY enrichment result authority	scripts/current/build_current_manuscript_enrichment_outputs.R	fsf-r-v0.1.0	ddb347a19e9877032a49aec2ebfeacc551b0b315	0c7a1462d210144c726041952cb4dfd7a59b386a7136d161090fa443d1d3b9d1
