theme_id	candidate_theme	source	term_id	official_term_name	condition	FSF_region	adjusted_p	enrichment_measure	mapping_basis	historical_theme_relation	evidence_status	author_decision	author_notes
H04	Cell cycle and division	GO	GO:0045930	negative regulation of mitotic cell cycle	GAM	Stable	1.69801814682391e-08	3.08508593864344	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0090068	positive regulation of cell cycle process	GAM	Stable	1.70986557798235e-08	2.79570966067766	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0000075	cell cycle checkpoint signaling	GAM	Stable	1.74003192508303e-08	3.34280195784885	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0000077	DNA damage checkpoint signaling	GAM	Stable	2.00023352615771e-08	4.02004800057314	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:1902850	microtubule cytoskeleton organization involved in mitosis	GAM	Stable	3.94276550777946e-08	3.31083953241233	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0051653	spindle localization	GAM	Stable	6.14636023961093e-08	3.94796438125252	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0031570	DNA integrity checkpoint signaling	GAM	Stable	6.85956929386055e-08	3.68411527656485	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0008356	asymmetric cell division	GAM	Stable	8.15870897778595e-08	3.45446883359595	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0051225	spindle assembly	GAM	Stable	2.06032231971325e-07	3.98544505575808	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0007143	female meiotic nuclear division	GAM	Stable	2.6419236341944e-07	4.45764011079946	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0017145	stem cell division	GAM	Stable	2.86425852441132e-07	3.65396703371244	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:1902806	regulation of cell cycle G1/S phase transition	GAM	Stable	4.29038061987142e-07	3.4736337092331	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0005819	spindle	GAM	Stable	4.44123502518779e-07	2.63996161901716	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0007064	mitotic sister chromatid cohesion	GAM	Stable	5.18311368515702e-07	7.49643236678306	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0040001	establishment of mitotic spindle localization	GAM	Stable	1.27502173375774e-06	4.05844845908608	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0007088	regulation of mitotic nuclear division	GAM	Stable	3.83514582065177e-06	2.88286607695777	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:2000045	regulation of G1/S transition of mitotic cell cycle	GAM	Stable	3.96192262930134e-06	3.3854855849988	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0051307	meiotic chromosome separation	GAM	Stable	4.28247083862383e-06	6.29700318809777	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0051294	establishment of spindle orientation	GAM	Stable	4.67642190910753e-06	4.320413851182	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:1901988	negative regulation of cell cycle phase transition	GAM	Stable	7.9280397184541e-06	3.0667223318658	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:1901991	negative regulation of mitotic cell cycle phase transition	GAM	Stable	8.91544065524503e-06	3.13487171701837	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0098722	asymmetric stem cell division	GAM	Stable	1.02141086567199e-05	4.08896310915439	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0044770	cell cycle phase transition	GAM	Stable	3.45482314121364e-05	2.48174061538273	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0044772	mitotic cell cycle phase transition	GAM	Stable	4.24217164402351e-05	2.50017925047693	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0045931	positive regulation of mitotic cell cycle	GAM	Stable	7.69742367427561e-05	2.56617684781414	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0007131	reciprocal meiotic recombination	GAM	Stable	8.01040371472108e-05	4.13439603258944	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0090224	regulation of spindle organization	GAM	Stable	8.60075091909344e-05	4.4034987329355	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0007093	mitotic cell cycle checkpoint signaling	GAM	Stable	0.000129824613841329	2.8087737245126	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0007052	mitotic spindle organization	GAM	Stable	0.000201203553636976	2.99540320786892	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0061640	cytoskeleton-dependent cytokinesis	GAM	Stable	0.000205670428677833	2.3705951767797	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0051302	regulation of cell division	GAM	Stable	0.00021612560332091	2.57157445536663	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0016330	second mitotic wave involved in compound eye morphogenesis	GAM	Stable	0.000273411934603144	10.222407772886	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0051177	meiotic sister chromatid cohesion	GAM	Stable	0.000273411934603144	10.222407772886	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0000910	cytokinesis	GAM	Stable	0.000277254066118241	2.32775309527163	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0000212	meiotic spindle organization	GAM	Stable	0.000331076209815727	4.14276525532748	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0090307	mitotic spindle assembly	GAM	Stable	0.000331076209815727	4.14276525532748	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0000281	mitotic cytokinesis	GAM	Stable	0.000356123846349141	2.6133807697639	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0072686	mitotic spindle	GAM	Stable	0.000413323896019448	3.05309245483528	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0007050	regulation of cell cycle	GAM	Stable	0.000446392635132019	3.51033625408538	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:1902749	regulation of cell cycle G2/M phase transition	GAM	Stable	0.000518364225061451	2.69223808672047	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:2000134	negative regulation of G1/S transition of mitotic cell cycle	GAM	Stable	0.000541337516580275	3.44533002715787	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0000132	establishment of mitotic spindle orientation	GAM	Stable	0.000551439253104621	3.65396703371244	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:1901989	positive regulation of cell cycle phase transition	GAM	Stable	0.000555185204766405	2.86227417640808	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0032465	regulation of cytokinesis	GAM	Stable	0.000556757460458621	2.97379135211229	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0007141	male meiosis I	GAM	Stable	0.000593014653924075	5.2041348661965	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0040038	polar body extrusion after meiotic divisions	GAM	Stable	0.000593014653924075	5.2041348661965	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0051255	spindle midzone assembly	GAM	Stable	0.000593950334733674	7.15568544102019	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0032155	obsolete cell division site part	GAM	Stable	0.000627161798447423	3.0667223318658	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	REQUIRES_AUTHOR_REVIEW		
H04	Cell cycle and division	GO	GO:0044774	mitotic DNA integrity checkpoint signaling	GAM	Stable	0.000734560770952049	2.89850549509679	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:1902807	negative regulation of cell cycle G1/S phase transition	GAM	Stable	0.000762149556708732	3.32228252618795	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0051231	spindle elongation	GAM	Stable	0.000970921142310964	5.56553312079348	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0000922	spindle pole	GAM	Stable	0.00113932770007389	2.90095355717035	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0032153	cell division site	GAM	Stable	0.00113932770007389	2.90095355717035	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0060236	regulation of mitotic spindle organization	GAM	Stable	0.00138904859633114	4.15491412704398	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0000022	mitotic spindle elongation	GAM	Stable	0.00152598778107669	6.13344466373159	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0048103	somatic stem cell division	GAM	Stable	0.0016677742669564	3.2403103883865	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:1901992	positive regulation of mitotic cell cycle phase transition	GAM	Stable	0.00173660248250364	2.78792939260527	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0042078	germ-line stem cell division	GAM	Stable	0.00184368875378482	3.66958227744625	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0005876	spindle microtubule	GAM	Stable	0.00196727620403522	3.18030464045342	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0000019	regulation of mitotic recombination	GAM	Stable	0.00213551118734688	7.15568544102019	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0007091	metaphase/anaphase transition of mitotic cell cycle	GAM	Stable	0.00213551118734688	7.15568544102019	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0045144	meiotic sister chromatid segregation	GAM	Stable	0.00213551118734688	7.15568544102019	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0010389	regulation of G2/M transition of mitotic cell cycle	GAM	Stable	0.00218700400329194	2.53430526036132	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0007129	homologous chromosome pairing at meiosis	GAM	Stable	0.00247580861903373	4.24040618727122	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0033047	regulation of mitotic sister chromatid segregation	GAM	Stable	0.00402728722136843	2.77683315621679	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:1902808	positive regulation of cell cycle G1/S phase transition	GAM	Stable	0.00402728722136843	3.5778427205101	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0045950	negative regulation of mitotic recombination	GAM	Stable	0.00426982795529826	8.17792621830879	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:1900087	positive regulation of G1/S transition of mitotic cell cycle	GAM	Stable	0.00482260479259525	3.8163655685441	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0010032	meiotic chromosome condensation	GAM	Stable	0.00509153448872696	5.96307120085016	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0044773	mitotic DNA damage checkpoint signaling	GAM	Stable	0.0069347615825403	2.72597540610293	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0034990	mitotic cohesin complex	GAM	Stable	0.00719833940014471	10.7335281615303	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0007079	mitotic chromosome movement towards spindle pole	GAM	Stable	0.00723128545361299	7.15568544102019	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0090169	regulation of spindle assembly	GAM	Stable	0.00765270938475805	4.51938027853907	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0036445	neuronal stem cell division	GAM	Stable	0.00927856530502594	3.14152043752106	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0000082	G1/S transition of mitotic cell cycle	GAM	Stable	0.0100995200543065	2.38522848034006	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0007135	meiosis II	GAM	Stable	0.0101093133053522	5.11120388644299	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:1902750	negative regulation of cell cycle G2/M phase transition	GAM	Stable	0.0108456847356003	3.0667223318658	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0044843	cell cycle G1/S phase transition	GAM	Stable	0.011160250950841	2.35716696880665	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0032467	positive regulation of cytokinesis	GAM	Stable	0.0126104718603719	2.99540320786892	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0071158	regulation of cell cycle	GAM	Stable	0.0145207174413132	2.92732586223553	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0010972	negative regulation of G2/M transition of mitotic cell cycle	GAM	Stable	0.0164700262735631	3.0943504609817	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0007060	male meiosis chromosome segregation	GAM	Stable	0.0167547172328349	5.72454835281615	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0044784	metaphase/anaphase transition of cell cycle	GAM	Stable	0.0167547172328349	5.72454835281615	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0051256	mitotic spindle midzone assembly	GAM	Stable	0.0167547172328349	5.72454835281615	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0045836	positive regulation of meiotic nuclear division	GAM	Stable	0.0176881694158641	4.47230340063762	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0097431	mitotic spindle pole	GAM	Stable	0.0176881694158641	4.47230340063762	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0010965	regulation of mitotic sister chromatid separation	GAM	Stable	0.0187608713777308	2.80005082474703	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0051781	positive regulation of cell division	GAM	Stable	0.0198455569375815	2.26887587154299	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0005824	outer plaque of spindle pole body	GAM	Stable	0.0215462167401415	14.3113708820404	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0007065	male meiosis sister chromatid cohesion	GAM	Stable	0.0215462167401415	14.3113708820404	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0051309	female meiosis chromosome separation	GAM	Stable	0.0215462167401415	14.3113708820404	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0061781	obsolete mitotic cohesin unloading	GAM	Stable	0.0215462167401415	14.3113708820404	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	REQUIRES_AUTHOR_REVIEW		
H04	Cell cycle and division	GO	GO:0061867	establishment of mitotic spindle asymmetry	GAM	Stable	0.0215462167401415	14.3113708820404	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:1904289	regulation of mitotic DNA damage checkpoint	GAM	Stable	0.0215462167401415	14.3113708820404	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:1904290	negative regulation of mitotic DNA damage checkpoint	GAM	Stable	0.0215462167401415	14.3113708820404	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0033206	meiotic cytokinesis	GAM	Stable	0.0220697048196933	2.42192430311453	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0009794	regulation of mitotic cell cycle, embryonic	GAM	Stable	0.0226339193857145	3.5778427205101	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0033048	negative regulation of mitotic sister chromatid segregation	GAM	Stable	0.0226339193857145	3.5778427205101	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0044818	mitotic G2/M transition checkpoint	GAM	Stable	0.0226339193857145	3.5778427205101	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0051295	establishment of meiotic spindle localization	GAM	Stable	0.0226445275923442	5.2041348661965	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0051315	attachment of mitotic spindle microtubules to kinetochore	GAM	Stable	0.0226445275923442	5.2041348661965	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0046602	regulation of mitotic centrosome separation	GAM	Stable	0.0243575131935248	7.15568544102019	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0060903	positive regulation of meiosis I	GAM	Stable	0.0243575131935248	7.15568544102019	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0008608	attachment of spindle microtubules to kinetochore	GAM	Stable	0.0273125950311191	3.97538080056677	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0000086	G2/M transition of mitotic cell cycle	GAM	Stable	0.0294671413915126	2.31507470150653	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0033314	mitotic DNA replication checkpoint signaling	GAM	Stable	0.0303412078356074	4.77045696068013	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:2000001	regulation of DNA damage checkpoint	GAM	Stable	0.0335706138948963	3.76615023211589	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0044839	cell cycle G2/M phase transition	GAM	Stable	0.0352473879496255	2.24892971003492	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0031571	mitotic G1 DNA damage checkpoint signaling	GAM	Stable	0.0372791194861247	2.86227417640808	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0044783	mitotic G1 DNA damage checkpoint signaling	GAM	Stable	0.0372791194861247	2.86227417640808	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0044819	mitotic G1/S transition checkpoint signaling	GAM	Stable	0.0372791194861247	2.86227417640808	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
H04	Cell cycle and division	GO	GO:0051257	meiotic spindle midzone assembly	GAM	Stable	0.0372791194861247	6.13344466373159	HISTORICAL_HYPOTHESIS_SUPPORTED	HISTORICAL_HYPOTHESIS	CURRENT_TERM_SUPPORT		
