condition	FSF_region	significant_GO_terms	significant_KEGG_terms	strongest_GO_adjusted_p	strongest_KEGG_adjusted_p	GO_namespaces	official_GO_names	official_KEGG_names	GO_redundancy_groups	GO_terms_in_multiterm_groups	obsolete_GO_terms	unresolved_KEGG_identifiers
DES	Low Stability	45	2	0.00277334537030011	0.044312372626188	biological_process; cellular_component	adherens junction; anchoring junction; animal organ morphogenesis; appendage development; appendage morphogenesis; axon development; axon guidance; axonogenesis; cell adhesion; cell morphogenesis involved in neuron differentiation; cell motility; cell projection morphogenesis; cell recognition; cell-cell adhesion; chemotaxis; circulatory system development; digestive system development; digestive tract morphogenesis; embryonic morphogenesis; epithelial tube morphogenesis; exocrine system development; extracellular matrix; homophilic cell-cell adhesion; localization of cell; locomotion; megakaryocyte development; megakaryocyte differentiation; morphogenesis of an epithelium; motor neuron axon guidance; neuron projection guidance; neuron recognition; obsolete biological adhesion; obsolete cell morphogenesis involved in differentiation; obsolete extracellular region part; obsolete movement of cell or subcellular component; open tracheal system development; positive regulation of reproductive process; regulation of axon guidance; regulation of chemotaxis; respiratory system development; skeletal system development; taxis; tissue morphogenesis; tube morphogenesis	ECM-receptor interaction	18	34	4	
DES	Highly Stable	703	103	1.03796535357006e-53	1.86229703426214e-46	biological_process; cellular_component; molecular_function	17-beta-hydroxysteroid dehydrogenase (NADP+) activity; 3'-phosphoadenosine 5'-phosphosulfate metabolic process; A band; acylglycerol catabolic process; aerobic electron transport chain; aerobic respiration; alcohol sulfotransferase activity; amine metabolic process; amino acid activation; amino sugar catabolic process; amino sugar metabolic process; aminoacyl-tRNA ligase activity; aminoglycan catabolic process; animal organ regeneration; anterograde trans-synaptic signaling; antioxidant activity; aromatic amino acid metabolic process; aryl sulfotransferase activity; ATP biosynthetic process; ATP metabolic process; ATP synthesis coupled electron transport; autophagy; beta-N-acetylhexosaminidase activity; binding; biological regulation; biological_process; C-terminal protein amino acid modification; calcium ion binding; calcium ion transmembrane transport; carbohydrate catabolic process; carboxylic acid biosynthetic process; carboxylic acid metabolic process; cardiac muscle contraction; catabolic process; catalytic activity, acting on a protein; catalytic activity, acting on a tRNA; catalytic activity, acting on DNA; catalytic activity, acting on RNA; catalytic complex; catalytic step 2 spliceosome; cell communication; cell communication by electrical coupling; cell cycle; cell cycle checkpoint signaling; cell cycle DNA replication; cell cycle G1/S phase transition; cell cycle G2/M phase transition; cell cycle phase transition; cell cycle process; cell division; cell fate determination; cell-cell signaling; cellular component disassembly; cellular detoxification; cellular oxidant detoxification; cellular pigmentation; cellular process; cellular process involved in reproduction in multicellular organism; cellular respiration; cellular response to glycoprotein; cellular response to interleukin-12; cellular response to light stimulus; cellular response to magnesium ion; cellular response to stimulus; cellular response to stress; cellular response to Thyroid stimulating hormone; cellular response to toxic substance; cellular response to xenobiotic stimulus; cellular_component; chemical synaptic transmission; chitin binding; chitin catabolic process; chitin deacetylase activity; chitin metabolic process; chitinase activity; chromatin; chromatin organization; chromatoid body; chromosomal region; chromosome; chromosome condensation; chromosome organization; chromosome organization involved in meiotic cell cycle; chromosome segregation; chromosome, telomeric region; compound eye photoreceptor cell differentiation; condensed chromosome; condensed nuclear chromosome; contractile muscle fiber; copper ion binding; cotranslational protein targeting to membrane; cristae formation; cyclooxygenase pathway; cysteine-type deubiquitinase activity; cysteine-type endopeptidase inhibitor activity; cytochrome complex; cytochrome-c oxidase activity; cytokinesis; cytoplasm; cytoplasmic ribonucleoprotein granule; cytoplasmic side of endoplasmic reticulum membrane; cytoplasmic side of rough endoplasmic reticulum membrane; cytoplasmic translation; cytoplasmic vesicle; cytoskeleton organization; cytoskeleton-dependent cytokinesis; cytosol; cytosolic large ribosomal subunit; cytosolic ribosome; cytosolic small ribosomal subunit; detoxification; developmental process involved in reproduction; DNA amplification; DNA biosynthetic process; DNA conformation change; DNA damage response; DNA geometric change; DNA helicase activity; DNA integrity checkpoint signaling; DNA metabolic process; DNA modification; DNA polymerase binding; DNA repair; DNA replication; DNA replication checkpoint signaling; DNA replication initiation; DNA replication preinitiation complex; DNA strand elongation; DNA strand elongation involved in DNA replication; DNA-templated DNA replication; DNA-templated transcription; double-strand break repair; double-strand break repair via homologous recombination; eating behavior; eggshell chorion gene amplification; electron transfer activity; electron transport chain; electron transport coupled proton transport; endomembrane system; endopeptidase inhibitor activity; endopeptidase regulator activity; endoplasmic reticulum to Golgi vesicle-mediated transport; endosomal transport; energy coupled proton transport, down electrochemical gradient; energy derivation by oxidation of organic compounds; ERAD pathway; establishment of localization in cell; establishment of protein localization to endoplasmic reticulum; establishment of protein localization to membrane; establishment of protein localization to organelle; establishment of synaptic vesicle localization; establishment of vesicle localization; extracellular matrix; extracellular region; eye photoreceptor cell differentiation; fatty acid binding; fatty acid biosynthetic process; fatty acid derivative biosynthetic process; fatty acid derivative metabolic process; fatty acid metabolic process; female gamete generation; female meiotic nuclear division; fibrillar center; G1/S transition of mitotic cell cycle; gamete generation; ganglioside catabolic process; ganglioside metabolic process; gene expression; generation of precursor metabolites and energy; germ cell development; germ plasm; global genome nucleotide-excision repair; glucosamine-containing compound catabolic process; glutathione binding; glutathione dehydrogenase (ascorbate) activity; glutathione derivative biosynthetic process; glutathione metabolic process; glutathione peroxidase activity; glutathione transferase activity; Golgi vesicle transport; heart contraction; heart process; heterochromatin; heterochromatin formation; homologous chromosome pairing at meiosis; homologous chromosome segregation; hydrolase activity, acting on glycosyl bonds; I band; icosanoid biosynthetic process; icosanoid metabolic process; inner mitochondrial membrane protein complex; interleukin-12-mediated signaling pathway; intracellular anatomical structure; intracellular membrane-bounded organelle; intracellular organelle; intracellular organelle lumen; intracellular transport; intracellular vesicle; intramolecular oxidoreductase activity; iron ion binding; isomerase activity; isoprenoid biosynthetic process; isoprenoid metabolic process; kinetochore; L-ascorbic acid biosynthetic process; large ribosomal subunit; large ribosomal subunit rRNA binding; ligase activity; ligase activity, forming carbon-oxygen bonds; lipid carrier activity; lipid metabolic process; lipoprotein biosynthetic process; lipoprotein metabolic process; long-chain fatty acid binding; long-chain fatty acid transmembrane transporter activity; long-chain fatty acid transport; lysosomal transport; macromolecule metabolic process; macromolecule methylation; macromolecule modification; mammary gland epithelial cell differentiation; meiosis I; meiosis I cell cycle process; meiotic cell cycle; meiotic cell cycle process; meiotic chromosome segregation; meiotic cytokinesis; meiotic nuclear division; membrane-bounded organelle; membrane-enclosed lumen; metabolic process; metal ion transmembrane transporter activity; metal ion transport; metalloendopeptidase activity; metallopeptidase activity; methylarsonate reductase activity; microbody; microtubule cytoskeleton organization; microtubule cytoskeleton organization involved in mitosis; microtubule nucleation by microtubule organizing center; mitochondrial ATP synthesis coupled electron transport; mitochondrial electron transport, cytochrome c to oxygen; mitochondrial electron transport, ubiquinol to cytochrome c; mitochondrial envelope; mitochondrial inner membrane; mitochondrial membrane; mitochondrial protein-containing complex; mitotic cell cycle; mitotic cell cycle phase transition; mitotic cell cycle process; mitotic cytokinesis; mitotic DNA replication; mitotic G2 DNA damage checkpoint signaling; mitotic nuclear division; mitotic sister chromatid segregation; mitotic spindle midzone; mitotic spindle midzone assembly; mitotic spindle organization; modification-dependent macromolecule catabolic process; modification-dependent protein catabolic process; modified amino acid metabolic process; molecular_function; monocarboxylic acid binding; monocarboxylic acid biosynthetic process; monocarboxylic acid metabolic process; mRNA binding; mRNA catabolic process; mRNA metabolic process; mRNA processing; mRNA splicing, via spliceosome; multicellular organismal reproductive process; myelin maintenance; myelin sheath; myofibril; NADH dehydrogenase activity; NADH dehydrogenase complex; negative regulation of autophagy; negative regulation of biosynthetic process; negative regulation of cell cycle; negative regulation of cell cycle G2/M phase transition; negative regulation of cell cycle phase transition; negative regulation of cell cycle process; negative regulation of chromosome segregation; negative regulation of endopeptidase activity; negative regulation of gene expression; negative regulation of gene expression, epigenetic; negative regulation of germ cell proliferation; negative regulation of macromolecule biosynthetic process; negative regulation of macromolecule metabolic process; negative regulation of male germ cell proliferation; negative regulation of mitotic cell cycle; negative regulation of mitotic cell cycle phase transition; negative regulation of nucleobase-containing compound metabolic process; negative regulation of peptidase activity; negative regulation of RNA metabolic process; negative regulation of translation; nematode pharyngeal pumping; neurotransmitter secretion; neutral lipid catabolic process; nuclear body; nuclear chromosome; nuclear chromosome segregation; nuclear division; nuclear DNA replication; nuclear lumen; nuclear speck; nuclear-transcribed mRNA catabolic process; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay; nucleic acid metabolic process; nucleobase-containing compound biosynthetic process; nucleobase-containing compound catabolic process; nucleobase-containing compound metabolic process; nucleobase-containing small molecule metabolic process; nucleolus; nucleoplasm; nucleoside monophosphate biosynthetic process; nucleoside monophosphate metabolic process; nucleoside phosphate metabolic process; nucleoside triphosphate biosynthetic process; nucleoside triphosphate metabolic process; nucleosomal DNA binding; nucleosome; nucleotide metabolic process; nucleotide-excision repair; nucleotide-excision repair, DNA damage recognition; nucleotide-excision repair, preincision complex assembly; nucleus; obsolete 17-beta-ketosteroid reductase (NADPH) activity; obsolete amide biosynthetic process; obsolete amide metabolic process; obsolete aromatic compound catabolic process; obsolete cell; obsolete cell part; obsolete cellular aromatic compound metabolic process; obsolete cellular catabolic process; obsolete cellular lipid metabolic process; obsolete cellular macromolecule biosynthetic process; obsolete cellular macromolecule metabolic process; obsolete cellular metabolic process; obsolete cellular nitrogen compound biosynthetic process; obsolete cellular nitrogen compound catabolic process; obsolete cellular nitrogen compound metabolic process; obsolete chromosomal part; obsolete coenzyme biosynthetic process; obsolete coenzyme metabolic process; obsolete cofactor biosynthetic process; obsolete cofactor metabolic process; obsolete contractile fiber part; obsolete cytoplasmic part; obsolete cytosolic part; obsolete DNA alkylation; obsolete DNA duplex unwinding; obsolete DNA methylation; obsolete DNA methylation or demethylation; obsolete DNA packaging complex; obsolete DNA unwinding involved in DNA replication; obsolete endosomal part; obsolete extracellular region part; obsolete extracellular space; obsolete gene silencing; obsolete glucosamine-containing compound metabolic process; obsolete glutathione derivative metabolic process; obsolete heme-copper terminal oxidase activity; obsolete heterocycle catabolic process; obsolete heterocycle metabolic process; obsolete inositol phosphate-mediated signaling; obsolete intracellular organelle part; obsolete intracellular part; obsolete mitochondrial membrane part; obsolete mitochondrial proton-transporting ATP synthase complex; obsolete mitochondrial proton-transporting ATP synthase complex, catalytic sector F(1); obsolete mitochondrial proton-transporting ATP synthase complex, coupling factor F(o); obsolete mitochondrial respirasome; obsolete mitochondrial respiratory chain complex I; obsolete mitochondrial respiratory chain complex III; obsolete mitochondrial respiratory chain complex IV; obsolete modulation of apoptotic process in another organism; obsolete multicellular organism reproduction; obsolete ncRNA metabolic process; obsolete ncRNA processing; obsolete negative regulation of cellular biosynthetic process; obsolete negative regulation of cellular macromolecule biosynthetic process; obsolete negative regulation of cellular metabolic process; obsolete negative regulation of nitrogen compound metabolic process; obsolete nitrogen compound metabolic process; obsolete nuclear chromosome part; obsolete nuclear part; obsolete nucleic acid-templated transcription; obsolete nucleolar part; obsolete nucleoplasm part; obsolete nucleotide-excision repair, DNA incision, 5'-to lesion; obsolete organelle part; obsolete organic acid biosynthetic process; obsolete organic acid metabolic process; obsolete organic cyclic compound catabolic process; obsolete organic cyclic compound metabolic process; obsolete organic substance catabolic process; obsolete organic substance metabolic process; obsolete organonitrogen compound biosynthetic process; obsolete organonitrogen compound metabolic process; obsolete oxidation-reduction process; obsolete oxidoreductase activity, acting on a heme group of donors, oxygen as acceptor; obsolete oxidoreductase activity, acting on diphenols and related substances as donors, cytochrome as acceptor; obsolete pole plasm; obsolete polysomal ribosome; obsolete polysome; obsolete positive regulation of nucleic acid-templated transcription; obsolete positive regulation of ryanodine-sensitive calcium-release channel activity; obsolete positive regulation of sequestering of calcium ion; obsolete proteolysis involved in protein catabolic process; obsolete proton-transporting ATP synthase complex, catalytic core F(1); obsolete proton-transporting ATP synthase complex, coupling factor F(o); obsolete regulation of cellular biosynthetic process; obsolete regulation of cellular catabolic process; obsolete regulation of cellular macromolecule biosynthetic process; obsolete regulation of cellular metabolic process; obsolete regulation of nitrogen compound metabolic process; obsolete regulation of nucleic acid-templated transcription; obsolete respirasome; obsolete ribonucleoside monophosphate metabolic process; obsolete ribonucleoside triphosphate metabolic process; obsolete synapse part; oocyte differentiation; oogenesis; organelle; organelle fission; organelle fusion; organelle inner membrane; organelle lumen; organelle organization; organelle subcompartment; organophosphate metabolic process; oxidative phosphorylation; oxidoreductase activity; oxidoreductase activity, acting on a heme group of donors; oxidoreductase activity, acting on a sulfur group of donors, quinone or similar compound as acceptor; oxidoreductase activity, acting on CH-OH group of donors; oxidoreductase activity, acting on diphenols and related substances as donors; oxidoreductase activity, acting on NAD(P)H; oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor; oxidoreductase activity, acting on peroxide as acceptor; oxidoreductase activity, acting on phosphorus or arsenic in donors; oxidoreductase activity, acting on phosphorus or arsenic in donors, disulfide as acceptor; oxidoreductase activity, acting on superoxide radicals as acceptor; oxidoreductase activity, acting on the CH-NH group of donors, disulfide as acceptor; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor; oxidoreductase complex; oxoacid metabolic process; P granule; pentose catabolic process; peptidase inhibitor activity; peptidase regulator activity; peptide biosynthetic process; peptide metabolic process; peptidyl-dipeptidase activity; peroxisome; phosphopantetheine binding; photoreceptor cell differentiation; pigment biosynthetic process; pigment metabolic process; polar body extrusion after meiotic divisions; pole cell development; positive regulation of biological process; positive regulation of cellular process; positive regulation of DNA-templated transcription; positive regulation of intracellular transport; positive regulation of macromolecule metabolic process; positive regulation of metabolic process; positive regulation of RNA biosynthetic process; positive regulation of RNA metabolic process; positive regulation of skeletal muscle contraction by regulation of release of sequestered calcium ion; positive regulation of transcription by RNA polymerase I; positive regulation of voltage-gated potassium channel activity; post-translational protein modification; presynapse; primary metabolic process; process utilizing autophagic mechanism; prostaglandin biosynthetic process; prostaglandin metabolic process; prostaglandin-D synthase activity; prostanoid biosynthetic process; prostanoid metabolic process; proteasomal protein catabolic process; proteasome-mediated ubiquitin-dependent protein catabolic process; protection from natural killer cell mediated cytotoxicity; protein catabolic process; protein deubiquitination; protein folding; protein lipidation; protein lipoylation; protein localization to endoplasmic reticulum; protein localization to membrane; protein localization to organelle; protein metabolic process; protein modification by small protein conjugation; protein modification by small protein conjugation or removal; protein modification by small protein removal; protein modification process; protein targeting; protein targeting to ER; protein targeting to membrane; protein-containing complex; protein-containing complex disassembly; protein-containing complex organization; protein-disulfide reductase activity; protein-DNA complex; proton motive force-driven ATP synthesis; proton motive force-driven mitochondrial ATP synthesis; proton transmembrane transport; proton transmembrane transporter activity; proton-transporting ATP synthase activity, rotational mechanism; proton-transporting ATP synthase complex; proton-transporting two-sector ATPase complex; proton-transporting two-sector ATPase complex, catalytic domain; proton-transporting two-sector ATPase complex, proton-transporting domain; purine nucleoside monophosphate biosynthetic process; purine nucleoside monophosphate metabolic process; purine nucleoside triphosphate biosynthetic process; purine nucleoside triphosphate metabolic process; purine nucleotide metabolic process; purine ribonucleoside monophosphate biosynthetic process; purine ribonucleoside monophosphate metabolic process; purine ribonucleoside triphosphate biosynthetic process; purine ribonucleoside triphosphate metabolic process; purine ribonucleotide metabolic process; purine-containing compound metabolic process; pyrimidodiazepine synthase activity; quinol-cytochrome-c reductase activity; recombinational repair; regulation of alcohol biosynthetic process; regulation of autophagosome assembly; regulation of autophagy; regulation of biological process; regulation of cardiac muscle contraction by calcium ion signaling; regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion; regulation of catabolic process; regulation of cell cycle phase transition; regulation of cell cycle process; regulation of cellular component biogenesis; regulation of cellular localization; regulation of cellular process; regulation of cholesterol biosynthetic process; regulation of cholesterol metabolic process; regulation of chromosome separation; regulation of development, heterochronic; regulation of DNA metabolic process; regulation of DNA-templated transcription; regulation of gene expression; regulation of intracellular transport; regulation of killing of cells of another organism; regulation of macromolecule biosynthetic process; regulation of macromolecule metabolic process; regulation of male germ cell proliferation; regulation of metabolic process; regulation of metaphase/anaphase transition of cell cycle; regulation of mitotic cell cycle phase transition; regulation of mitotic metaphase/anaphase transition; regulation of mitotic nuclear division; regulation of mitotic sister chromatid separation; regulation of muscle contraction; regulation of muscle system process; regulation of nuclear division; regulation of nucleobase-containing compound metabolic process; regulation of primary metabolic process; regulation of retrograde trans-synaptic signaling by endocanabinoid; regulation of RNA biosynthetic process; regulation of RNA metabolic process; regulation of skeletal muscle contraction by calcium ion signaling; regulation of skeletal muscle contraction by regulation of release of sequestered calcium ion; regulation of sterol biosynthetic process; regulation of striated muscle contraction; regulation of synapse assembly; regulation of synapse structure or activity; regulation of transport; regulation of vacuole organization; regulation of vesicle-mediated transport; replication fork; respiratory chain complex; respiratory chain complex I; respiratory chain complex III; respiratory chain complex IV; respiratory electron transport chain; response to corticosteroid; response to endoplasmic reticulum stress; response to glucocorticoid; response to interleukin-12; response to methylmercury; response to stilbenoid; response to Thyroid stimulating hormone; response to toxic substance; response to xenobiotic stimulus; ribonucleoprotein complex; ribonucleoprotein granule; ribonucleoside monophosphate biosynthetic process; ribonucleoside triphosphate biosynthetic process; ribonucleotide metabolic process; ribose phosphate metabolic process; ribosomal large subunit assembly; ribosomal large subunit biogenesis; ribosomal small subunit assembly; ribosomal small subunit biogenesis; ribosomal subunit; ribosome; ribosome assembly; ribosome biogenesis; RNA 3'-end processing; RNA biosynthetic process; RNA catabolic process; RNA metabolic process; RNA modification; RNA processing; RNA splicing; RNA splicing, via transesterification reactions; RNA splicing, via transesterification reactions with bulged adenosine as nucleophile; rough endoplasmic reticulum; rough endoplasmic reticulum membrane; rRNA binding; sarcomere; septin cytoskeleton; serine-type endopeptidase activity; serine-type endopeptidase inhibitor activity; sesquiterpenoid metabolic process; sexual reproduction; signal release; signal release from synapse; signaling; silent mating-type cassette heterochromatin formation; sister chromatid segregation; Sm-like protein family complex; small molecule biosynthetic process; small molecule metabolic process; small nuclear ribonucleoprotein complex; small ribosomal subunit; sphingolipid activator protein activity; spindle elongation; spindle midzone; spindle organization; spliceosomal complex; SRP-dependent cotranslational protein targeting to membrane; steroid biosynthetic process; steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor; steroid metabolic process; structural constituent of chromatin; structural constituent of ribosome; structural molecule activity; sulfation; sulfotransferase activity; sulfur compound metabolic process; superoxide dismutase activity; symbiont-mediated perturbation of host programmed cell death; synaptic signaling; synaptic vesicle; synaptic vesicle cycle; synaptic vesicle localization; synaptic vesicle recycling; synaptic vesicle transport; telomere maintenance; telomere organization; terminal bouton; terpenoid metabolic process; toxin catabolic process; trans-synaptic signaling; transcription by RNA polymerase II; transcription regulator activity; transcription-coupled nucleotide-excision repair; transferase activity, transferring alkyl or aryl (other than methyl) groups; transferase activity, transferring sulphur-containing groups; transferase complex; transferase complex, transferring phosphorus-containing groups; translation; translational initiation; triglyceride catabolic process; tRNA aminoacylation; tRNA aminoacylation for protein translation; tRNA binding; tRNA metabolic process; tRNA processing; troponin I binding; U2-type spliceosomal complex; ubiquinone binding; ubiquitin-dependent protein catabolic process; unsaturated fatty acid biosynthetic process; unsaturated fatty acid metabolic process; urease activity; UV-damage excision repair; vacuolar transport; vesicle fusion; vesicle localization; vesicle organization; vesicle-mediated transport; vesicle-mediated transport in synapse; visual perception; xenobiotic catabolic process; xenobiotic metabolic process; Z disc	Alzheimer disease; Aminoacyl-tRNA biosynthesis; Arachidonic acid metabolism; ARSD_F_H; Atrazine degradation; Autophagy - animal; Autophagy - other; Autophagy - yeast; Cardiac muscle contraction; Cell cycle; Cell cycle - yeast; Chemical carcinogenesis - DNA adducts; CSTA_B; DNA replication; Dorso-ventral axis formation; Drug metabolism - cytochrome P450; Drug metabolism - other enzymes; E3.4.24.21; Endocytosis; Epstein-Barr virus infection; FABP3; FABP7; Fluid shear stress and atherosclerosis; FOHSDR; Folate biosynthesis; Glutathione metabolism; GM2A; GST, gst; H1_5; HPGDS; Human T-cell leukemia virus 1 infection; Huntington disease; Hypertrophic cardiomyopathy; Insect hormone biosynthesis; Meiosis - yeast; Metabolic pathways; Metabolism of xenobiotics by cytochrome P450; MMP13; MMP14; Non-alcoholic fatty liver disease; Nucleotide excision repair; Oxidative phosphorylation; PAPD5_7, TRF4; Parkinson disease; Peroxisome; Proteasome; Protein digestion and absorption; RACGAP1, Tum; Ribosome; SE; SERPINB; SETD2; SOD1; Spliceosome; Steroid hormone biosynthesis; SULT1; SULT1E1, STE; TAGLN; Terpenoid backbone biosynthesis; TMPRSS9; TNF signaling pathway; TTP; URE; ZFP36L	181	556	95	
GAM	Low Stability	4	64	0.00226568613497886	0.00585121203678078	cellular_component; molecular_function	chitin binding; extracellular region; metalloendopeptidase activity; metallopeptidase activity	ALP, phoA, phoB; ANKLE1, LEM3; APOB; AQP12; AQPN; ATP13A3_4_5; BMP1, TLD; CAMK2; Circadian rhythm - fly; CPA1; CPA2; CPA3; CPA4; CPA5; CPB1; CPB2; cpbD; CSF1R, FMS, CD115; CTRL; CTSB; DCHS1_2, PCDH16_23; DNASE1; DNASE1L; E3.4.24.21; ELF1_2_4; ETV6_7, yan; FAT1_3; FAT4; FBLN1_2; GABRB; GABRD; GPR45; GT; HLF; HTR3; INMT, TEMT; KLK1_2; LAMA3_5; MMP1; MMP12; MMP13; MMP14; MMP20; MMP3; MMP8; MTNR1A; MTNR1B; NFIL3, E4BP4; NNMT; PLG; PNLIP, PL; PNLIPRP1, PLRP1; PNLIPRP2, PLRP2; PRSS27; SKP1, CBF3D; SLC39A10, ZIP10; SLC39A5, ZIP5; SOD1; STON; TLL1; TLL2; tok; VRI	3	2	0	
