redundancy_group_id	representative_term_id	representative_term_name	member_term_ids	member_count	condition	FSF_region	selection_basis
GR_DES_Highly_Stable_0001	GO:0000028	ribosomal small subunit assembly	GO:0000027;GO:0000028	2	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0002	GO:0070180	large ribosomal subunit rRNA binding	GO:0000049;GO:0003729;GO:0019843;GO:0070180	4	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0003	GO:0000275	obsolete mitochondrial proton-transporting ATP synthase complex, catalytic sector F(1)	GO:0000275	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0004	GO:0000276	obsolete mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)	GO:0000276	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0005	GO:0022626	cytosolic ribosome	GO:0000228;GO:0000777;GO:0000793;GO:0000794;GO:0005694;GO:0005730;GO:0005840;GO:0016604;GO:0022626;GO:0030016;GO:0033391;GO:0035770;GO:0036464;GO:0043186;GO:0043292	15	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0006	GO:0043231	intracellular membrane-bounded organelle	GO:0000781;GO:0000784;GO:0000785;GO:0000792;GO:0001650;GO:0005576;GO:0005622;GO:0005634;GO:0005654;GO:0005657;GO:0005737;GO:0005777;GO:0005829;GO:0012505;GO:0030017;GO:0030018;GO:0031410;GO:0031672;GO:0031674;GO:0031974;GO:0031981;GO:0031984;GO:0042579;GO:0043195;GO:0043209;GO:0043226;GO:0043227;GO:0043229;GO:0043231;GO:0043233;GO:0051233;GO:0060293;GO:0070013;GO:0097708;GO:0098687;GO:0098793;GO:1990023	37	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0007	GO:0001709	cell fate determination	GO:0001709	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0008	GO:0001751	compound eye photoreceptor cell differentiation	GO:0001751;GO:0001754;GO:0046530	3	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0009	GO:0003678	DNA helicase activity	GO:0003678	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0010	GO:0009039	urease activity	GO:0004099;GO:0009039	2	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0011	GO:0008237	metallopeptidase activity	GO:0004222;GO:0004252;GO:0008237	3	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0012	GO:0004364	glutathione transferase activity	GO:0004027;GO:0004062;GO:0004364;GO:0008146;GO:0016765;GO:0016782	6	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0013	GO:0004563	beta-N-acetylhexosaminidase activity	GO:0004563	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0014	GO:0004568	chitinase activity	GO:0004568	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0015	GO:0004602	glutathione peroxidase activity	GO:0004602	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0016	GO:0004734	pyrimidodiazepine synthase activity	GO:0004734;GO:0016648	2	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0017	GO:0004843	cysteine-type deubiquitinase activity	GO:0004843	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0018	GO:0030414	peptidase inhibitor activity	GO:0004866;GO:0004867;GO:0004869;GO:0030414;GO:0061134;GO:0061135	6	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0019	GO:0005319	lipid carrier activity	GO:0005319	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0020	GO:0005324	long-chain fatty acid transmembrane transporter activity	GO:0005324	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0021	GO:0005506	iron ion binding	GO:0005506;GO:0005507	2	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0022	GO:0005509	calcium ion binding	GO:0005509	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0023	GO:0005615	obsolete extracellular space	GO:0005615	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0024	GO:0005623	obsolete cell	GO:0005623	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0025	GO:0005740	mitochondrial envelope	GO:0005740	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0026	GO:0005743	mitochondrial inner membrane	GO:0005743;GO:0019866;GO:0031966	3	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0027	GO:0005746	obsolete mitochondrial respirasome	GO:0005746	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0028	GO:0005747	obsolete mitochondrial respiratory chain complex I	GO:0005747	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0029	GO:0005750	obsolete mitochondrial respiratory chain complex III	GO:0005750	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0030	GO:0005751	obsolete mitochondrial respiratory chain complex IV	GO:0005751	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0031	GO:0005753	obsolete mitochondrial proton-transporting ATP synthase complex	GO:0005753	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0032	GO:0005791	rough endoplasmic reticulum	GO:0005791	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0033	GO:0005844	obsolete polysome	GO:0005844	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0034	GO:0006082	obsolete organic acid metabolic process	GO:0006082	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0035	GO:0006268	obsolete DNA unwinding involved in DNA replication	GO:0006268	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0036	GO:0006294	nucleotide-excision repair, preincision complex assembly	GO:0006294	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0037	GO:0006296	obsolete nucleotide-excision repair, DNA incision, 5'-to lesion	GO:0006296	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0038	GO:0006305	obsolete DNA alkylation	GO:0006305	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0039	GO:0006306	obsolete DNA methylation	GO:0006306	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0040	GO:0001573	ganglioside metabolic process	GO:0001573;GO:0006689	2	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0041	GO:0006725	obsolete cellular aromatic compound metabolic process	GO:0006725	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0042	GO:0006732	obsolete coenzyme metabolic process	GO:0006732	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0043	GO:0006807	obsolete nitrogen compound metabolic process	GO:0006807	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0044	GO:0006937	regulation of muscle contraction	GO:0006937;GO:0006942;GO:0090257	3	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0045	GO:0007601	visual perception	GO:0007601	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0046	GO:0008021	synaptic vesicle	GO:0008021	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0047	GO:0008061	chitin binding	GO:0008061	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0048	GO:0008241	peptidyl-dipeptidase activity	GO:0008241	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0049	GO:0009108	obsolete coenzyme biosynthetic process	GO:0009108	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0050	GO:0009161	obsolete ribonucleoside monophosphate metabolic process	GO:0009161	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0051	GO:0009199	obsolete ribonucleoside triphosphate metabolic process	GO:0009199	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0052	GO:0009249	protein lipoylation	GO:0009249	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0053	GO:0014722	regulation of skeletal muscle contraction by calcium ion signaling	GO:0010881;GO:0010882;GO:0014722;GO:0014809;GO:0014810	5	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0054	GO:0010466	negative regulation of peptidase activity	GO:0010466;GO:0010951	2	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0055	GO:0015002	obsolete heme-copper terminal oxidase activity	GO:0015002	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0056	GO:0015909	long-chain fatty acid transport	GO:0015909	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0057	GO:0015990	electron transport coupled proton transport	GO:0015990	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0058	GO:0016053	obsolete organic acid biosynthetic process	GO:0016053	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0059	GO:0016458	obsolete gene silencing	GO:0016458	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0060	GO:0016607	nuclear speck	GO:0016607	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0061	GO:0016676	obsolete oxidoreductase activity, acting on a heme group of donors, oxygen as acceptor	GO:0016676	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0062	GO:0016681	obsolete oxidoreductase activity, acting on diphenols and related substances as donors, cytochrome as acceptor	GO:0016681	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0063	GO:0016798	hydrolase activity, acting on glycosyl bonds	GO:0016798	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0064	GO:0019323	pentose catabolic process	GO:0019323	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0065	GO:0019371	cyclooxygenase pathway	GO:0019371	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0066	GO:0019433	triglyceride catabolic process	GO:0019433;GO:0046461;GO:0046464	3	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0067	GO:0019439	obsolete aromatic compound catabolic process	GO:0019439	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0068	GO:0030001	metal ion transport	GO:0030001	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0069	GO:0030290	sphingolipid activator protein activity	GO:0030290	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0070	GO:0030466	silent mating-type cassette heterochromatin formation	GO:0030466	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0071	GO:0030867	rough endoplasmic reticulum membrane	GO:0030867	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0072	GO:0031012	extracellular matrix	GO:0031012	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0073	GO:0031013	troponin I binding	GO:0031013	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0074	GO:0031100	animal organ regeneration	GO:0031100	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0075	GO:0031177	phosphopantetheine binding	GO:0031177;GO:0043295	2	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0076	GO:0031323	obsolete regulation of cellular metabolic process	GO:0031323	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0077	GO:0031324	obsolete negative regulation of cellular metabolic process	GO:0031324	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0078	GO:0031326	obsolete regulation of cellular biosynthetic process	GO:0031326	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0079	GO:0031327	obsolete negative regulation of cellular biosynthetic process	GO:0031327	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0080	GO:0031329	obsolete regulation of cellular catabolic process	GO:0031329	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0081	GO:0031492	nucleosomal DNA binding	GO:0031492	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0082	GO:0032156	septin cytoskeleton	GO:0032156	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0083	GO:0032504	obsolete multicellular organism reproduction	GO:0032504	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0084	GO:0032508	obsolete DNA duplex unwinding	GO:0032508	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0085	GO:0034470	obsolete ncRNA processing	GO:0034470	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0086	GO:0034641	obsolete cellular nitrogen compound metabolic process	GO:0034641	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0087	GO:0034645	obsolete cellular macromolecule biosynthetic process	GO:0034645	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0088	GO:0034660	obsolete ncRNA metabolic process	GO:0034660	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0089	GO:0035722	interleukin-12-mediated signaling pathway	GO:0035722	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0090	GO:0005504	fatty acid binding	GO:0005504;GO:0033293;GO:0036041	3	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0091	GO:0040034	regulation of development, heterochronic	GO:0040034	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0092	GO:0042274	ribosomal small subunit biogenesis	GO:0042254;GO:0042273;GO:0042274	3	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0093	GO:0042255	ribosome assembly	GO:0042255	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0094	GO:0042270	protection from natural killer cell mediated cytotoxicity	GO:0042270	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0095	GO:0042407	cristae formation	GO:0042407	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0096	GO:0042788	obsolete polysomal ribosome	GO:0042788	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0097	GO:0042755	eating behavior	GO:0042755;GO:0043050	2	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0098	GO:0043217	myelin maintenance	GO:0043217	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0099	GO:0043603	obsolete amide metabolic process	GO:0043603	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0100	GO:0043604	obsolete amide biosynthetic process	GO:0043604	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0101	GO:0044237	obsolete cellular metabolic process	GO:0044237	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0102	GO:0044248	obsolete cellular catabolic process	GO:0044248	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0103	GO:0044255	obsolete cellular lipid metabolic process	GO:0044255	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0104	GO:0044260	obsolete cellular macromolecule metabolic process	GO:0044260	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0105	GO:0044270	obsolete cellular nitrogen compound catabolic process	GO:0044270	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0106	GO:0044271	obsolete cellular nitrogen compound biosynthetic process	GO:0044271	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0107	GO:0044421	obsolete extracellular region part	GO:0044421	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0108	GO:0044422	obsolete organelle part	GO:0044422	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0109	GO:0044424	obsolete intracellular part	GO:0044424	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0110	GO:0044427	obsolete chromosomal part	GO:0044427	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0111	GO:0044428	obsolete nuclear part	GO:0044428	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0112	GO:0044440	obsolete endosomal part	GO:0044440	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0113	GO:0044444	obsolete cytoplasmic part	GO:0044444	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0114	GO:0044445	obsolete cytosolic part	GO:0044445	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0115	GO:0044446	obsolete intracellular organelle part	GO:0044446	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0116	GO:0044449	obsolete contractile fiber part	GO:0044449	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0117	GO:0044451	obsolete nucleoplasm part	GO:0044451	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0118	GO:0044452	obsolete nucleolar part	GO:0044452	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0119	GO:0044454	obsolete nuclear chromosome part	GO:0044454	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0120	GO:0044455	obsolete mitochondrial membrane part	GO:0044455	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0121	GO:0044456	obsolete synapse part	GO:0044456	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0122	GO:0044464	obsolete cell part	GO:0044464	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0123	GO:0044531	regulation of killing of cells of another organism	GO:0044531;GO:0052248;GO:0052433	3	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0124	GO:0044532	obsolete modulation of apoptotic process in another organism	GO:0044532	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0125	GO:0044728	obsolete DNA methylation or demethylation	GO:0044728	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0126	GO:0044815	obsolete DNA packaging complex	GO:0044815	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0127	GO:0045261	obsolete proton-transporting ATP synthase complex, catalytic core F(1)	GO:0045261	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0128	GO:0045263	obsolete proton-transporting ATP synthase complex, coupling factor F(o)	GO:0045263	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0129	GO:0045495	obsolete pole plasm	GO:0045495	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0130	GO:0046483	obsolete heterocycle metabolic process	GO:0046483	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0131	GO:0046700	obsolete heterocycle catabolic process	GO:0046700	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0132	GO:0048016	obsolete inositol phosphate-mediated signaling	GO:0048016	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0133	GO:0048039	ubiquinone binding	GO:0048039	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0134	GO:0050803	regulation of synapse structure or activity	GO:0050803	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0135	GO:0051171	obsolete regulation of nitrogen compound metabolic process	GO:0051171	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0136	GO:0051172	obsolete negative regulation of nitrogen compound metabolic process	GO:0051172	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0137	GO:0051186	obsolete cofactor metabolic process	GO:0051186	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0138	GO:0051188	obsolete cofactor biosynthetic process	GO:0051188	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0139	GO:0051284	obsolete positive regulation of sequestering of calcium ion	GO:0051284	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0140	GO:0031960	response to corticosteroid	GO:0031960;GO:0051384	2	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0141	GO:0051418	microtubule nucleation by microtubule organizing center	GO:0051418	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0142	GO:0051603	obsolete proteolysis involved in protein catabolic process	GO:0051603	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
