redundancy_group_id	representative_term_id	representative_term_name	member_term_ids	member_count	condition	FSF_region	selection_basis
GR_GAM_Stable_0307	GO:0060048	cardiac muscle contraction	GO:0006936;GO:0006941;GO:0060048	3	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0308	GO:0060075	regulation of resting membrane potential	GO:0060075	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0309	GO:0044557	relaxation of smooth muscle	GO:0044557;GO:0060087	2	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0310	GO:0060088	auditory receptor cell stereocilium organization	GO:0060088	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0311	GO:0060101	negative regulation of phagocytosis, engulfment	GO:0060101	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0312	GO:0060117	auditory receptor cell development	GO:0060117	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0313	GO:0060318	definitive erythrocyte differentiation	GO:0060318	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0314	GO:0060509	type I pneumocyte differentiation	GO:0060509	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0315	GO:0060548	obsolete negative regulation of cell death	GO:0060548	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0316	GO:0060968	obsolete regulation of gene silencing	GO:0060968	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0317	GO:0060969	obsolete negative regulation of gene silencing	GO:0060969	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0318	GO:0061174	type I terminal bouton	GO:0061174	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0319	GO:0061392	obsolete regulation of transcription from RNA polymerase II promoter in response to osmotic stress	GO:0061392	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0320	GO:0061393	obsolete positive regulation of transcription from RNA polymerase II promoter in response to osmotic stress	GO:0061393	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0321	GO:0061404	obsolete positive regulation of transcription from RNA polymerase II promoter in response to increased salt	GO:0061404	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0322	GO:0061416	obsolete regulation of transcription from RNA polymerase II promoter in response to salt stress	GO:0061416	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0323	GO:0061647	obsolete histone H3-K9 modification	GO:0061647	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0324	GO:0061774	obsolete cohesin unloading	GO:0061774	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0325	GO:0061781	obsolete mitotic cohesin unloading	GO:0061781	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0326	GO:0070035	obsolete purine NTP-dependent helicase activity	GO:0070035	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0327	GO:0070209	obsolete ASTRA complex	GO:0070209	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0328	GO:0070413	obsolete trehalose metabolism in response to stress	GO:0070413	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0329	GO:0070469	obsolete respirasome	GO:0070469	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0330	GO:0070577	obsolete lysine-acetylated histone binding	GO:0070577	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0331	GO:0070727	obsolete cellular macromolecule localization	GO:0070727	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0332	GO:0070734	obsolete histone H3-K27 methylation	GO:0070734	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0333	GO:0070830	bicellular tight junction assembly	GO:0070830	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0334	GO:0070868	obsolete heterochromatin organization involved in chromatin silencing	GO:0070868	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0335	GO:0070647	protein modification by small protein conjugation or removal	GO:0000209;GO:0006513;GO:0016567;GO:0016579;GO:0032446;GO:0070646;GO:0070647;GO:0071108	8	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0336	GO:0071241	obsolete cellular response to inorganic substance	GO:0071241	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0337	GO:0071310	obsolete cellular response to organic substance	GO:0071310	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0338	GO:0071407	obsolete cellular response to organic cyclic compound	GO:0071407	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0339	GO:0071417	obsolete cellular response to organonitrogen compound	GO:0071417	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0340	GO:0071426	obsolete ribonucleoprotein complex export from nucleus	GO:0071426	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0341	GO:0071427	obsolete mRNA-containing ribonucleoprotein complex export from nucleus	GO:0071427	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0342	GO:0071450	cellular response to oxygen radical	GO:0000303;GO:0000305;GO:0071450;GO:0071451	4	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0343	GO:0071539	protein localization to centrosome	GO:0071539;GO:1905508	2	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0344	GO:0071702	obsolete organic substance transport	GO:0071702	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0345	GO:0071704	obsolete organic substance metabolic process	GO:0071704	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0346	GO:0071733	obsolete transcriptional activation by promoter-enhancer looping	GO:0071733	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0347	GO:0071847	obsolete TNFSF11-mediated signaling pathway	GO:0071847	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0348	GO:0071922	obsolete regulation of cohesin loading	GO:0071922	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0349	GO:0071923	obsolete negative regulation of cohesin loading	GO:0071923	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0350	GO:0072367	obsolete regulation of lipid transport by regulation of transcription from RNA polymerase II promoter	GO:0072367	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0351	GO:0072368	obsolete regulation of lipid transport by negative regulation of transcription from RNA polymerase II promoter	GO:0072368	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0352	GO:0072511	obsolete inorganic cation transmembrane transport	GO:0072511	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0353	GO:0080182	obsolete histone H3-K4 trimethylation	GO:0080182	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0354	GO:0086037	obsolete P-type sodium:potassium-exchanging transporter activity involved in regulation of cardiac muscle cell membrane potential	GO:0086037	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0355	GO:0089717	obsolete spanning component of membrane	GO:0089717	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0356	GO:0090202	obsolete gene looping	GO:0090202	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0357	GO:0090305	obsolete nucleic acid phosphodiester bond hydrolysis	GO:0090305	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0358	GO:0090501	obsolete RNA phosphodiester bond hydrolysis	GO:0090501	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0359	GO:0090502	obsolete RNA phosphodiester bond hydrolysis, endonucleolytic	GO:0090502	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0360	GO:0090579	obsolete dsDNA loop formation	GO:0090579	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0361	GO:0097159	obsolete organic cyclic compound binding	GO:0097159	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0362	GO:0097458	obsolete neuron part	GO:0097458	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0363	GO:0097549	obsolete chromatin organization involved in negative regulation of transcription	GO:0097549	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0364	GO:0097659	obsolete nucleic acid-templated transcription	GO:0097659	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0365	GO:0098532	obsolete histone H3-K27 trimethylation	GO:0098532	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0366	GO:0098556	cytoplasmic side of rough endoplasmic reticulum membrane	GO:0009898;GO:0098554;GO:0098556;GO:0098562	4	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0367	GO:0098742	obsolete cell-cell adhesion via plasma-membrane adhesion molecules	GO:0098742	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0368	GO:0098781	obsolete ncRNA transcription	GO:0098781	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0369	GO:0098885	modification of postsynaptic actin cytoskeleton	GO:0098885	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0370	GO:0120038	obsolete plasma membrane bounded cell projection part	GO:0120038	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0371	GO:0140018	regulation of cytoplasmic translational fidelity	GO:0140018	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0372	GO:0198738	obsolete cell-cell signaling by wnt	GO:0198738	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0373	GO:1900111	obsolete positive regulation of histone H3-K9 dimethylation	GO:1900111	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0374	GO:1900363	obsolete regulation of mRNA polyadenylation	GO:1900363	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0375	GO:1900364	obsolete negative regulation of mRNA polyadenylation	GO:1900364	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0376	GO:1901214	obsolete regulation of neuron death	GO:1901214	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0377	GO:1901215	obsolete negative regulation of neuron death	GO:1901215	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0378	GO:1901216	obsolete positive regulation of neuron death	GO:1901216	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0379	GO:1901360	obsolete organic cyclic compound metabolic process	GO:1901360	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0380	GO:1901361	obsolete organic cyclic compound catabolic process	GO:1901361	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0381	GO:1901362	obsolete organic cyclic compound biosynthetic process	GO:1901362	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0382	GO:1901537	obsolete positive regulation of DNA demethylation	GO:1901537	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0383	GO:1901564	obsolete organonitrogen compound metabolic process	GO:1901564	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0384	GO:1901566	obsolete organonitrogen compound biosynthetic process	GO:1901566	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0385	GO:1901576	obsolete organic substance biosynthetic process	GO:1901576	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0386	GO:1901674	obsolete regulation of histone H3-K27 acetylation	GO:1901674	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0387	GO:1902038	positive regulation of hematopoietic stem cell differentiation	GO:1902038	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0388	GO:1902177	positive regulation of oxidative stress-induced intrinsic apoptotic signaling pathway	GO:1902177	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0389	GO:1902186	obsolete regulation of viral release from host cell	GO:1902186	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0390	GO:1902287	semaphorin-plexin signaling pathway involved in axon guidance	GO:1902287	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0391	GO:1903320	regulation of protein modification by small protein conjugation or removal	GO:0031396;GO:1902498;GO:1903320	3	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0392	GO:1902579	obsolete multi-organism localization	GO:1902579	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0393	GO:1903050	obsolete regulation of proteolysis involved in protein catabolic process	GO:1903050	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0394	GO:1903051	obsolete negative regulation of proteolysis involved in protein catabolic process	GO:1903051	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0395	GO:1903052	obsolete positive regulation of proteolysis involved in protein catabolic process	GO:1903052	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0396	GO:1903209	obsolete positive regulation of oxidative stress-induced cell death	GO:1903209	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0397	GO:1903280	obsolete negative regulation of calcium:sodium antiporter activity	GO:1903280	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0398	GO:1903286	regulation of potassium ion import	GO:1903286	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0399	GO:1903506	obsolete regulation of nucleic acid-templated transcription	GO:1903506	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0400	GO:1903507	obsolete negative regulation of nucleic acid-templated transcription	GO:1903507	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0401	GO:1903508	obsolete positive regulation of nucleic acid-templated transcription	GO:1903508	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0402	GO:1905114	obsolete cell surface receptor signaling pathway involved in cell-cell signaling	GO:1905114	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0403	GO:1905462	obsolete regulation of DNA duplex unwinding	GO:1905462	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0404	GO:1905463	obsolete negative regulation of DNA duplex unwinding	GO:1905463	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0405	GO:1905503	regulation of motile cilium assembly	GO:1905503	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0406	GO:1905616	obsolete regulation of miRNA-mediated gene silencing by inhibition of translation	GO:1905616	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0407	GO:1905618	obsolete positive regulation of miRNA-mediated gene silencing by inhibition of translation	GO:1905618	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0408	GO:1990239	steroid hormone binding	GO:1990239	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0409	GO:1990636	reproductive senescence	GO:1990636	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0410	GO:0005575	cellular_component	GO:0000118;GO:0000123;GO:0000151;GO:0000347;GO:0000428;GO:0000445;GO:0000796;GO:0000798;GO:0000799;GO:0005575;GO:0005643;GO:0005665;GO:0005667;GO:0005875;GO:0008023;GO:0008091;GO:0008278;GO:0008623;GO:0009330;GO:0015934;GO:0015935;GO:0016442;GO:0016459;GO:0016469;GO:0016514;GO:0016586;GO:0016589;GO:0016590;GO:0016591;GO:0017053;GO:0022625;GO:0022627;GO:0030014;GO:0030877;GO:0030880;GO:0030892;GO:0030893;GO:0031010;GO:0031213;GO:0031248;GO:0031332;GO:0031931;GO:0031932;GO:0032039;GO:0032991;GO:0033177;GO:0034702;GO:0034703;GO:0034708;GO:0034750;GO:0034990;GO:0034991;GO:0035059;GO:0035060;GO:0035068;GO:0035097;GO:0038201;GO:0042555;GO:0044391;GO:0044611;GO:0044798;GO:0045259;GO:0045271;GO:0045277;GO:0055029;GO:0061695;GO:0070069;GO:0070603;GO:0070775;GO:0070776;GO:0070822;GO:0071564;GO:0071565;GO:0090537;GO:0090568;GO:0097149;GO:0098798;GO:0098800;GO:0098803;GO:0106068;GO:0120103;GO:1902493;GO:1902494;GO:1902495;GO:1902562;GO:1904949;GO:1990234;GO:1990904;GO:1990909;GO:1990923	90	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0411	GO:2000112	obsolete regulation of cellular macromolecule biosynthetic process	GO:2000112	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0412	GO:2000113	obsolete negative regulation of cellular macromolecule biosynthetic process	GO:2000113	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0413	GO:0060964	regulation of miRNA-mediated gene silencing	GO:0060964;GO:2000637	2	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0414	GO:2000650	obsolete negative regulation of sodium ion transmembrane transporter activity	GO:2000650	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0415	GO:1902305	regulation of sodium ion transmembrane transport	GO:0002028;GO:0010766;GO:1902305;GO:1902306;GO:1902307;GO:2000649;GO:2000651	7	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0416	GO:2000653	obsolete regulation of genetic imprinting	GO:2000653	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0417	GO:2000790	obsolete regulation of mesenchymal cell proliferation involved in lung development	GO:2000790	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0418	GO:2000864	regulation of estradiol secretion	GO:2000864	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0419	GO:2001020	obsolete regulation of response to DNA damage stimulus	GO:2001020	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0420	GO:2001021	obsolete negative regulation of response to DNA damage stimulus	GO:2001021	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0421	GO:2001022	obsolete positive regulation of response to DNA damage stimulus	GO:2001022	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0422	GO:2001273	obsolete regulation of glucose import in response to insulin stimulus	GO:2001273	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0423	GO:2001275	obsolete positive regulation of glucose import in response to insulin stimulus	GO:2001275	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Transitional_0001	GO:0000003	obsolete reproduction	GO:0000003	1	GAM	Transitional	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Transitional_0002	GO:0031981	nuclear lumen	GO:0000228;GO:0000781;GO:0000784;GO:0000785;GO:0005622;GO:0005634;GO:0005654;GO:0005694;GO:0005737;GO:0005829;GO:0012505;GO:0031974;GO:0031981;GO:0036063;GO:0043226;GO:0043227;GO:0043228;GO:0043229;GO:0043231;GO:0043232;GO:0043233;GO:0070013;GO:0098687	23	GAM	Transitional	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Transitional_0003	GO:0000904	obsolete cell morphogenesis involved in differentiation	GO:0000904	1	GAM	Transitional	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Transitional_0004	GO:0000916	actomyosin contractile ring contraction	GO:0000916;GO:0036213	2	GAM	Transitional	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Transitional_0005	GO:0000987	cis-regulatory region sequence-specific DNA binding	GO:0000987	1	GAM	Transitional	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Transitional_0006	GO:0001706	endoderm formation	GO:0001706	1	GAM	Transitional	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Transitional_0007	GO:0004467	long-chain fatty acid-CoA ligase activity	GO:0004467	1	GAM	Transitional	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Transitional_0008	GO:0005623	obsolete cell	GO:0005623	1	GAM	Transitional	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Transitional_0009	GO:0005668	RNA polymerase transcription factor SL1 complex	GO:0005668;GO:0070860	2	GAM	Transitional	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Transitional_0010	GO:0006338	chromatin remodeling	GO:0006338	1	GAM	Transitional	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Transitional_0011	GO:0034504	protein localization to nucleus	GO:0006606;GO:0034504	2	GAM	Transitional	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Transitional_0012	GO:0006807	obsolete nitrogen compound metabolic process	GO:0006807	1	GAM	Transitional	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Transitional_0013	GO:0006891	intra-Golgi vesicle-mediated transport	GO:0006891	1	GAM	Transitional	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Transitional_0014	GO:0006928	obsolete movement of cell or subcellular component	GO:0006928	1	GAM	Transitional	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Transitional_0015	GO:0007472	wing disc morphogenesis	GO:0007472	1	GAM	Transitional	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Transitional_0016	GO:0016405	CoA-ligase activity	GO:0008026;GO:0015645;GO:0016405	3	GAM	Transitional	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Transitional_0017	GO:0014877	obsolete response to muscle inactivity involved in regulation of muscle adaptation	GO:0014877	1	GAM	Transitional	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Transitional_0018	GO:0014894	response to denervation involved in regulation of muscle adaptation	GO:0014894	1	GAM	Transitional	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Transitional_0019	GO:0098590	plasma membrane region	GO:0016327;GO:0098590	2	GAM	Transitional	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Transitional_0020	GO:0098877	neurotransmitter receptor transport to plasma membrane	GO:0017038;GO:0098877;GO:0098969;GO:0099637;GO:1903540	5	GAM	Transitional	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Transitional_0021	GO:0030137	COPI-coated vesicle	GO:0030137	1	GAM	Transitional	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Transitional_0022	GO:0030174	regulation of DNA-templated DNA replication initiation	GO:0030174	1	GAM	Transitional	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
