evidence_row_id	condition	FSF_region	source	term_id	official_term_name	official_namespace_or_identifier_type	adjusted_p	enrichment_measure	significant_term_count_context	mapping_status	candidate_theme_ids	candidate_themes	theme_assignment_status
SEMANTIC_EVIDENCE_05061	HT	Highly Stable	GO	GO:0030964	NADH dehydrogenase complex	cellular_component	0.0023035543384171	2.65168023103177	1046	mapped	H05	Metabolism and redox processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05062	HT	Highly Stable	GO	GO:0043169	cation binding	molecular_function	0.00233900496693348	1.32119415803707	1046	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_05063	HT	Highly Stable	GO	GO:0072330	monocarboxylic acid biosynthetic process	biological_process	0.00233900496693348	1.85478420359571	1046	mapped	H05	Metabolism and redox processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05064	HT	Highly Stable	GO	GO:0051168	nuclear export	biological_process	0.0023526843664461	1.87552627350153	1046	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_05065	HT	Highly Stable	GO	GO:0015038	glutathione disulfide oxidoreductase activity	molecular_function	0.00243147041012555	5.02714377133106	1046	mapped	H05	Metabolism and redox processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05066	HT	Highly Stable	GO	GO:0000785	chromatin	cellular_component	0.00247597881491932	1.48560397131826	1046	mapped	H03	Chromosome and nuclear organization	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05067	HT	Highly Stable	GO	GO:0007281	germ cell development	biological_process	0.00247597881491932	1.33654059961935	1046	mapped	H09	Development and morphogenesis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05068	HT	Highly Stable	GO	GO:0006812	monoatomic cation transport	biological_process	0.00248608915741544	1.39246948518876	1046	mapped	C01	Membrane transport and ion homeostasis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05069	HT	Highly Stable	GO	GO:0061064	negative regulation of nematode larval development	biological_process	0.00251729632981803	2.79199222546161	1046	mapped	H09;H13	Broad regulatory and signaling processes; Development and morphogenesis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05070	HT	Highly Stable	GO	GO:0048285	organelle fission	biological_process	0.00252022848003805	1.18243048826414	1046	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_05071	HT	Highly Stable	GO	GO:0003954	NADH dehydrogenase activity	molecular_function	0.00256559063839208	2.71306171786121	1046	mapped	H05	Metabolism and redox processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05072	HT	Highly Stable	GO	GO:0070647	protein modification by small protein conjugation or removal	biological_process	0.0025761805032732	1.44539040674274	1046	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_05073	HT	Highly Stable	GO	GO:0046822	regulation of nucleocytoplasmic transport	biological_process	0.00263934429815567	1.95900397895007	1046	mapped	C01;H13	Broad regulatory and signaling processes; Membrane transport and ion homeostasis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05074	HT	Highly Stable	GO	GO:0045165	cell fate commitment	biological_process	0.00265671801849569	1.46214056694997	1046	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_05075	HT	Highly Stable	GO	GO:1903706	regulation of hemopoiesis	biological_process	0.00268302880572654	1.68267388588088	1046	mapped	H13	Broad regulatory and signaling processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05076	HT	Highly Stable	GO	GO:0016569	obsolete covalent chromatin modification	biological_process	0.00274650776838233	1.61822198965056	1046	obsolete	H03	Chromosome and nuclear organization	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05077	HT	Highly Stable	GO	GO:0016570	obsolete histone modification	biological_process	0.00274650776838233	1.61822198965056	1046	obsolete	H03	Chromosome and nuclear organization	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05078	HT	Highly Stable	GO	GO:0034968	obsolete histone lysine methylation	biological_process	0.00274650776838233	2.17526791538533	1046	obsolete	H03	Chromosome and nuclear organization	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05079	HT	Highly Stable	GO	GO:0034605	cellular response to heat	biological_process	0.00275068371846742	2.52265601892931	1046	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_05080	HT	Highly Stable	GO	GO:1902532	negative regulation of intracellular signal transduction	biological_process	0.0029233935446678	1.50421687963019	1046	mapped	H11;H13	Broad regulatory and signaling processes; Stress response and signaling	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05081	HT	Highly Stable	GO	GO:0031399	regulation of protein modification process	biological_process	0.00297316086122899	1.30112850728184	1046	mapped	H13	Broad regulatory and signaling processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05082	HT	Highly Stable	GO	GO:0009081	branched-chain amino acid metabolic process	biological_process	0.00303869826806952	3.51102104664391	1046	mapped	H05	Metabolism and redox processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05083	HT	Highly Stable	GO	GO:0034470	obsolete ncRNA processing	biological_process	0.00304318972761835	1.54250423718976	1046	obsolete	C02	RNA processing and expression	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05084	HT	Highly Stable	GO	GO:0030016	myofibril	cellular_component	0.00314720312177572	1.69167377701934	1046	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_05085	HT	Highly Stable	GO	GO:1901136	carbohydrate derivative catabolic process	biological_process	0.00314720312177572	1.9151023890785	1046	mapped	H05	Metabolism and redox processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05086	HT	Highly Stable	GO	GO:0000902	cell morphogenesis	biological_process	0.00317392855116164	1.34310175779078	1046	mapped	H09	Development and morphogenesis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05087	HT	Highly Stable	GO	GO:0072002	Malpighian tubule development	biological_process	0.0032040418314021	2.37513227513228	1046	mapped	H09	Development and morphogenesis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05088	HT	Highly Stable	GO	GO:0140030	modification-dependent protein binding	molecular_function	0.0032155559788738	2.05950007910141	1046	mapped	H13	Broad regulatory and signaling processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05089	HT	Highly Stable	GO	GO:0030003	intracellular monoatomic cation homeostasis	biological_process	0.00325704808200475	1.4398215041977	1046	mapped	C01	Membrane transport and ion homeostasis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05090	HT	Highly Stable	GO	GO:0045271	respiratory chain complex I	cellular_component	0.00330155338877838	2.58538822525597	1046	mapped	H06	Energy and core metabolism	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05091	HT	Highly Stable	GO	GO:0007165	signal transduction	biological_process	0.00331343807603992	1.1859190278053	1046	mapped	H11;H13	Broad regulatory and signaling processes; Stress response and signaling	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05092	HT	Highly Stable	GO	GO:0051056	regulation of small GTPase mediated signal transduction	biological_process	0.00338523954804769	1.72446578631453	1046	mapped	H11;H13	Broad regulatory and signaling processes; Stress response and signaling	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05093	HT	Highly Stable	GO	GO:0044085	cellular component biogenesis	biological_process	0.00353170691773424	1.19066397772858	1046	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_05094	HT	Highly Stable	GO	GO:0032989	cellular anatomical entity morphogenesis	biological_process	0.00360909187648392	1.30243914433243	1046	mapped	H09	Development and morphogenesis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05095	HT	Highly Stable	GO	GO:0009636	response to toxic substance	biological_process	0.00361589075567916	1.4057666473023	1046	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_05096	HT	Highly Stable	GO	GO:0008589	regulation of smoothened signaling pathway	biological_process	0.00363150921951258	1.99296813462227	1046	mapped	H11;H13	Broad regulatory and signaling processes; Stress response and signaling	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05097	HT	Highly Stable	GO	GO:0030062	obsolete mitochondrial tricarboxylic acid cycle enzyme complex	cellular_component	0.00367250120101108	3.97752034654765	1046	obsolete			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_05098	HT	Highly Stable	GO	GO:0045277	respiratory chain complex IV	cellular_component	0.00367250120101108	3.97752034654765	1046	mapped	H06	Energy and core metabolism	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05099	HT	Highly Stable	GO	GO:0072234	metanephric nephron tubule development	biological_process	0.00367250120101108	3.97752034654765	1046	mapped	H09	Development and morphogenesis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05100	HT	Highly Stable	GO	GO:0007010	cytoskeleton organization	biological_process	0.00370405617366627	1.31921632653061	1046	mapped	C05	Cytoskeleton and cell motility	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05101	HT	Highly Stable	GO	GO:0055082	intracellular chemical homeostasis	biological_process	0.00372430130373726	1.39528888347148	1046	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_05102	HT	Highly Stable	GO	GO:0007368	determination of left/right symmetry	biological_process	0.00372839121294889	1.92272612748803	1046	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_05103	HT	Highly Stable	GO	GO:0032446	protein modification by small protein conjugation	biological_process	0.00377876105983817	1.51701996927803	1046	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_05104	HT	Highly Stable	GO	GO:0004601	peroxidase activity	molecular_function	0.0038642227186595	2.3657147159205	1046	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_05105	HT	Highly Stable	GO	GO:0098655	monoatomic cation transmembrane transport	biological_process	0.00386826918053335	1.41682914305129	1046	mapped	C01	Membrane transport and ion homeostasis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05106	HT	Highly Stable	GO	GO:0000398	mRNA splicing, via spliceosome	biological_process	0.0038987602225172	1.55504179531591	1046	mapped	C02	RNA processing and expression	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05107	HT	Highly Stable	GO	GO:0009855	determination of bilateral symmetry	biological_process	0.00391002763174524	1.87922553636839	1046	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_05108	HT	Highly Stable	GO	GO:0003712	transcription coregulator activity	molecular_function	0.00392418569728853	1.54899930986888	1046	mapped	C02	RNA processing and expression	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05109	HT	Highly Stable	GO	GO:0019220	obsolete regulation of phosphate metabolic process	biological_process	0.00397023204265307	1.30495288798749	1046	obsolete	H05;H13	Broad regulatory and signaling processes; Metabolism and redox processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05110	HT	Highly Stable	GO	GO:0051174	regulation of phosphorus metabolic process	biological_process	0.00397023204265307	1.30495288798749	1046	mapped	H05;H13	Broad regulatory and signaling processes; Metabolism and redox processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05111	HT	Highly Stable	GO	GO:0055080	monoatomic cation homeostasis	biological_process	0.00397312573244269	1.41090507867951	1046	mapped	C01	Membrane transport and ion homeostasis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05112	HT	Highly Stable	GO	GO:0006807	obsolete nitrogen compound metabolic process	biological_process	0.00401843046825243	1.112064699972	1046	obsolete	H05	Metabolism and redox processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05113	HT	Highly Stable	GO	GO:0035065	obsolete regulation of histone acetylation	biological_process	0.0040695471793501	2.59568027210884	1046	obsolete	H03;H13	Broad regulatory and signaling processes; Chromosome and nuclear organization	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05114	HT	Highly Stable	GO	GO:0006637	acyl-CoA metabolic process	biological_process	0.00409006907344689	2.17625271486193	1046	mapped	H05	Metabolism and redox processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05115	HT	Highly Stable	GO	GO:0035383	obsolete thioester metabolic process	biological_process	0.00409006907344689	2.17625271486193	1046	obsolete	H05	Metabolism and redox processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05116	HT	Highly Stable	GO	GO:0051240	positive regulation of multicellular organismal process	biological_process	0.00414824257277096	1.2673630717109	1046	mapped	H13	Broad regulatory and signaling processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05117	HT	Highly Stable	GO	GO:0005694	chromosome	cellular_component	0.0041774800694283	1.33687034034003	1046	mapped	H03	Chromosome and nuclear organization	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05118	HT	Highly Stable	GO	GO:0009127	purine nucleoside monophosphate biosynthetic process	biological_process	0.00428388415207708	2.13397123354461	1046	mapped	H05	Metabolism and redox processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05119	HT	Highly Stable	GO	GO:0009168	purine ribonucleoside monophosphate biosynthetic process	biological_process	0.00428388415207708	2.13397123354461	1046	mapped	H05	Metabolism and redox processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05120	HT	Highly Stable	GO	GO:0009790	embryo development	biological_process	0.00429685405187791	1.24937975190076	1046	mapped	H09	Development and morphogenesis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05121	HT	Highly Stable	GO	GO:0090087	regulation of peptide transport	biological_process	0.0043281318901386	1.41780855199223	1046	mapped	C01;H13	Broad regulatory and signaling processes; Membrane transport and ion homeostasis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05122	HT	Highly Stable	GO	GO:0008152	metabolic process	biological_process	0.00439461818042112	1.10014563935678	1046	mapped	H05	Metabolism and redox processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05123	HT	Highly Stable	GO	GO:2000113	obsolete negative regulation of cellular macromolecule biosynthetic process	biological_process	0.00452790116529347	1.31162019485001	1046	obsolete	H05;H13	Broad regulatory and signaling processes; Metabolism and redox processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05124	HT	Highly Stable	GO	GO:0009072	aromatic amino acid metabolic process	biological_process	0.00457933228546815	2.52232997585949	1046	mapped	H05	Metabolism and redox processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05125	HT	Highly Stable	GO	GO:0009986	cell surface	cellular_component	0.00460706170309912	1.51502962971621	1046	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_05126	HT	Highly Stable	GO	GO:0048666	neuron development	biological_process	0.00463600089971395	1.30272535613995	1046	mapped	H09;H10	Development and morphogenesis; Neural, projection and behavior processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05127	HT	Highly Stable	GO	GO:0006468	protein phosphorylation	biological_process	0.00489733359618739	1.39142253675664	1046	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_05128	HT	Highly Stable	GO	GO:0010454	negative regulation of cell fate commitment	biological_process	0.00489981528541659	2.64107372678801	1046	mapped	H13	Broad regulatory and signaling processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05129	HT	Highly Stable	GO	GO:0031935	obsolete regulation of chromatin silencing	biological_process	0.00489981528541659	2.64107372678801	1046	obsolete	H03;H13	Broad regulatory and signaling processes; Chromosome and nuclear organization	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05130	HT	Highly Stable	GO	GO:0044427	obsolete chromosomal part	cellular_component	0.00489981528541659	1.3644376899696	1046	obsolete	H03	Chromosome and nuclear organization	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05131	HT	Highly Stable	GO	GO:0048729	tissue morphogenesis	biological_process	0.00489981528541659	1.31405926375963	1046	mapped	H09	Development and morphogenesis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05132	HT	Highly Stable	GO	GO:0030097	hemopoiesis	biological_process	0.00493732383419823	1.4896299983408	1046	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_05133	HT	Highly Stable	GO	GO:0051384	response to glucocorticoid	biological_process	0.00499443299188843	1.76463005850804	1046	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_05134	HT	Highly Stable	GO	GO:0098662	obsolete inorganic cation transmembrane transport	biological_process	0.00502020464316508	1.44787901801645	1046	obsolete	C01	Membrane transport and ion homeostasis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05135	HT	Highly Stable	GO	GO:0008395	steroid hydroxylase activity	molecular_function	0.00508133937601791	2.87265358361775	1046	mapped	H12	Endocrine and physiological regulation	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05136	HT	Highly Stable	GO	GO:1902807	negative regulation of cell cycle G1/S phase transition	biological_process	0.00530464325664791	2.29030612244898	1046	mapped	H04;H13	Broad regulatory and signaling processes; Cell cycle and division	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05137	HT	Highly Stable	GO	GO:0019889	pteridine metabolic process	biological_process	0.00535349787026911	4.1784052125349	1046	mapped	H05	Metabolism and redox processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05138	HT	Highly Stable	GO	GO:0072235	metanephric distal tubule development	biological_process	0.00535349787026911	4.1784052125349	1046	mapped	H09	Development and morphogenesis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05139	HT	Highly Stable	GO	GO:0005743	mitochondrial inner membrane	cellular_component	0.00540243616132589	1.48616778458458	1046	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_05140	HT	Highly Stable	GO	GO:0002064	epithelial cell development	biological_process	0.00548163501786105	1.43004479840717	1046	mapped	H09	Development and morphogenesis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05141	HT	Highly Stable	GO	GO:0042325	regulation of phosphorylation	biological_process	0.00548163501786105	1.32124632087792	1046	mapped	H13	Broad regulatory and signaling processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05142	HT	Highly Stable	GO	GO:0009110	vitamin biosynthetic process	biological_process	0.00548287417772825	3.13380390940118	1046	mapped	H05	Metabolism and redox processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05143	HT	Highly Stable	GO	GO:0006378	obsolete mRNA polyadenylation	biological_process	0.00550033451018215	2.53237099717936	1046	obsolete	C02	RNA processing and expression	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05144	HT	Highly Stable	GO	GO:0043550	regulation of lipid kinase activity	biological_process	0.00550033451018215	2.53237099717936	1046	mapped	H13	Broad regulatory and signaling processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05145	HT	Highly Stable	GO	GO:2000756	regulation of peptidyl-lysine acetylation	biological_process	0.00550033451018215	2.53237099717936	1046	mapped	H13	Broad regulatory and signaling processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05146	HT	Highly Stable	GO	GO:0007127	meiosis I	biological_process	0.00552637554813658	1.32345137091755	1046	mapped	H04	Cell cycle and division	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05147	HT	Highly Stable	GO	GO:0140014	mitotic nuclear division	biological_process	0.00552637554813658	1.2517867470875	1046	mapped	H04	Cell cycle and division	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05148	HT	Highly Stable	GO	GO:0043523	regulation of neuron apoptotic process	biological_process	0.00558547693918938	1.68482289467511	1046	mapped	H10;H13	Broad regulatory and signaling processes; Neural, projection and behavior processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05149	HT	Highly Stable	GO	GO:0016772	transferase activity, transferring phosphorus-containing groups	molecular_function	0.00574177149235292	1.38920207427233	1046	mapped	H05	Metabolism and redox processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05150	HT	Highly Stable	GO	GO:0046620	regulation of organ growth	biological_process	0.00576615798103895	1.91607309590503	1046	mapped	H09;H13	Broad regulatory and signaling processes; Development and morphogenesis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05151	HT	Highly Stable	GO	GO:0051130	positive regulation of cellular component organization	biological_process	0.00576615798103895	1.30529319907382	1046	mapped	H13	Broad regulatory and signaling processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05152	HT	Highly Stable	GO	GO:0042307	positive regulation of protein import into nucleus	biological_process	0.00582999962945273	2.69447779111645	1046	mapped	H13	Broad regulatory and signaling processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05153	HT	Highly Stable	GO	GO:0051223	regulation of protein transport	biological_process	0.00582999962945273	1.42656537067382	1046	mapped	C01;H13	Broad regulatory and signaling processes; Membrane transport and ion homeostasis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05154	HT	Highly Stable	GO	GO:0051020	GTPase binding	molecular_function	0.00583128681548583	1.49731841123546	1046	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_05155	HT	Highly Stable	GO	GO:0015291	secondary active transmembrane transporter activity	molecular_function	0.00605941064471442	1.76133504397001	1046	mapped	C01	Membrane transport and ion homeostasis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05156	HT	Highly Stable	GO	GO:1900271	regulation of long-term synaptic potentiation	biological_process	0.00605941064471442	2.62642613359337	1046	mapped	H10;H13	Broad regulatory and signaling processes; Neural, projection and behavior processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05157	HT	Highly Stable	GO	GO:0008652	amino acid biosynthetic process	biological_process	0.00606820301622279	2.34502333356551	1046	mapped	H05	Metabolism and redox processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05158	HT	Highly Stable	GO	GO:0000377	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	biological_process	0.0060795251453342	1.54442098678552	1046	mapped	C02	RNA processing and expression	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05159	HT	Highly Stable	GO	GO:0030030	cell projection organization	biological_process	0.00614323680697256	1.28465270949743	1046	mapped	H10	Neural, projection and behavior processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05160	HT	Highly Stable	GO	GO:0006974	DNA damage response	biological_process	0.00622233488666698	1.40215945097686	1046	mapped	H02	DNA repair and genome maintenance	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05161	HT	Highly Stable	GO	GO:0048569	obsolete post-embryonic animal organ development	biological_process	0.00622233488666698	1.42068549242239	1046	obsolete	H09	Development and morphogenesis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05162	HT	Highly Stable	GO	GO:0000976	transcription cis-regulatory region binding	molecular_function	0.00639234092731694	1.48003422227787	1046	mapped	C02;H13	Broad regulatory and signaling processes; RNA processing and expression	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05163	HT	Highly Stable	GO	GO:0080135	regulation of cellular response to stress	biological_process	0.00639234092731694	1.4281179138322	1046	mapped	H11;H13	Broad regulatory and signaling processes; Stress response and signaling	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05164	HT	Highly Stable	GO	GO:0050801	monoatomic ion homeostasis	biological_process	0.00641111939325453	1.37338019933916	1046	mapped	C01	Membrane transport and ion homeostasis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05165	HT	Highly Stable	GO	GO:0035064	obsolete methylated histone binding	molecular_function	0.00649621506456553	2.30471056347067	1046	obsolete	H03	Chromosome and nuclear organization	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05166	HT	Highly Stable	GO	GO:0048878	chemical homeostasis	biological_process	0.00650686341051449	1.29980844881231	1046	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_05167	HT	Highly Stable	GO	GO:0006611	protein export from nucleus	biological_process	0.00663205507180569	1.80781496598639	1046	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_05168	HT	Highly Stable	GO	GO:0046824	positive regulation of nucleocytoplasmic transport	biological_process	0.00663205507180569	2.25012531328321	1046	mapped	C01;H13	Broad regulatory and signaling processes; Membrane transport and ion homeostasis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05169	HT	Highly Stable	GO	GO:0048534	hematopoietic or lymphoid organ development	biological_process	0.00667626046980786	1.44782294389145	1046	mapped	H09	Development and morphogenesis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05170	HT	Highly Stable	GO	GO:0050658	RNA transport	biological_process	0.00667626046980786	1.71165128471771	1046	mapped	C01	Membrane transport and ion homeostasis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05171	HT	Highly Stable	GO	GO:0051236	establishment of RNA localization	biological_process	0.00667626046980786	1.71165128471771	1046	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_05172	HT	Highly Stable	GO	GO:0060562	epithelial tube morphogenesis	biological_process	0.00667626046980786	1.36751991119028	1046	mapped	H09	Development and morphogenesis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05173	HT	Highly Stable	GO	GO:0032386	regulation of intracellular transport	biological_process	0.00678713629743316	1.51604187774401	1046	mapped	C01;C03;H13	Broad regulatory and signaling processes; Membrane transport and ion homeostasis; Vesicle trafficking and organelle organization	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05174	HT	Highly Stable	GO	GO:0001012	RNA polymerase II transcription regulatory region sequence-specific DNA binding	molecular_function	0.00683369608831813	1.50595471065138	1046	alternate_id	C02;H13	Broad regulatory and signaling processes; RNA processing and expression	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05175	HT	Highly Stable	GO	GO:0034660	obsolete ncRNA metabolic process	biological_process	0.00690762043505906	1.40725414589799	1046	obsolete	C02;H05	Metabolism and redox processes; RNA processing and expression	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05176	HT	Highly Stable	GO	GO:0009886	post-embryonic animal morphogenesis	biological_process	0.00691949785836605	1.42974156583753	1046	mapped	H09	Development and morphogenesis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_05177	HT	Highly Stable	GO	GO:0051338	regulation of transferase activity	biological_process	0.00696279192327537	1.39409937888199	1046	mapped	H05;H13	Broad regulatory and signaling processes; Metabolism and redox processes	CANDIDATE_MAPPING_AVAILABLE
