condition	feature_id	p_up	p_down	p_const	ssi	dominant_state	stability_region	signal_class
GAM	RvY_15309-1	0.125	0	0.875	0.875	constant	Stable	Stable Constant
GAM	RvY_15312-1	0.25	0	0.75	0.75	constant	Stable	Stable Constant
GAM	RvY_15318-1	0.25	0	0.75	0.75	constant	Stable	Stable Constant
GAM	RvY_15319	0	0.375	0.625	0.625	constant	Transitional	Transitional Constant
GAM	RvY_15320	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15321-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15322	0	0.5	0.5	0.5	tied	Low Stability	Low Stability
GAM	RvY_15323	0	0.75	0.25	0.75	down	Stable	Stable Down
GAM	RvY_15324-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15325-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15327-1	0	0.5	0.5	0.5	tied	Low Stability	Low Stability
GAM	RvY_15328-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15329-1	0	0.375	0.625	0.625	constant	Transitional	Transitional Constant
GAM	RvY_15331-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15332-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15333-1	0	0.75	0.25	0.75	down	Stable	Stable Down
GAM	RvY_15334-1	0	0.125	0.875	0.875	constant	Stable	Stable Constant
GAM	RvY_15335-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15336-1	0	0.875	0.125	0.875	down	Stable	Stable Down
GAM	RvY_15338-1	0.25	0	0.75	0.75	constant	Stable	Stable Constant
GAM	RvY_15341	0.875	0	0.125	0.875	up	Stable	Stable Up
GAM	RvY_15342-1	0	0.5	0.5	0.5	tied	Low Stability	Low Stability
GAM	RvY_15343-1	0.875	0	0.125	0.875	up	Stable	Stable Up
GAM	RvY_15344-1	0.875	0	0.125	0.875	up	Stable	Stable Up
GAM	RvY_15345-1	0	0.875	0.125	0.875	down	Stable	Stable Down
GAM	RvY_15346-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15348-1	0.875	0	0.125	0.875	up	Stable	Stable Up
GAM	RvY_15353-1	0.75	0	0.25	0.75	up	Stable	Stable Up
GAM	RvY_15354-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15355-1	0	0.125	0.875	0.875	constant	Stable	Stable Constant
GAM	RvY_15356	0	0.25	0.75	0.75	constant	Stable	Stable Constant
GAM	RvY_15357-1	0	0.125	0.875	0.875	constant	Stable	Stable Constant
GAM	RvY_15359-1	0	0.375	0.625	0.625	constant	Transitional	Transitional Constant
GAM	RvY_15360-1	0	0.5	0.5	0.5	tied	Low Stability	Low Stability
GAM	RvY_15361-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15363-1	0	0.5	0.5	0.5	tied	Low Stability	Low Stability
GAM	RvY_15364-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15366-1	0	0.25	0.75	0.75	constant	Stable	Stable Constant
GAM	RvY_15368-1	0.875	0	0.125	0.875	up	Stable	Stable Up
GAM	RvY_15369-1	0.75	0	0.25	0.75	up	Stable	Stable Up
GAM	RvY_15370-1	0	0.5	0.5	0.5	tied	Low Stability	Low Stability
GAM	RvY_15371-1	0	0.125	0.875	0.875	constant	Stable	Stable Constant
GAM	RvY_15372-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15373-1	0	0.75	0.25	0.75	down	Stable	Stable Down
GAM	RvY_15374-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15375-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15376-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15377-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15378-1	0.875	0	0.125	0.875	up	Stable	Stable Up
GAM	RvY_15379-1	0.125	0	0.875	0.875	constant	Stable	Stable Constant
GAM	RvY_15380	0	0.875	0.125	0.875	down	Stable	Stable Down
GAM	RvY_15381-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15382-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15385-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15386-1	0	1	0	1	down	Highly Stable	Highly Stable Down
GAM	RvY_15387-1	0	0.625	0.375	0.625	down	Transitional	Transitional Down
GAM	RvY_15388-1	0	0.375	0.625	0.625	constant	Transitional	Transitional Constant
GAM	RvY_15389	0	0.25	0.75	0.75	constant	Stable	Stable Constant
GAM	RvY_15390-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15391-1	0	0.75	0.25	0.75	down	Stable	Stable Down
GAM	RvY_15392-1	0	0.375	0.625	0.625	constant	Transitional	Transitional Constant
GAM	RvY_15393-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15394-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15395-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15396-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15397-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15398	0	0.125	0.875	0.875	constant	Stable	Stable Constant
GAM	RvY_15399-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15400-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15402	0	0.375	0.625	0.625	constant	Transitional	Transitional Constant
GAM	RvY_15403-1	0	0.75	0.25	0.75	down	Stable	Stable Down
GAM	RvY_15404-1	0	0.125	0.875	0.875	constant	Stable	Stable Constant
GAM	RvY_15405-1	0	0.875	0.125	0.875	down	Stable	Stable Down
GAM	RvY_15406-1	0	0.25	0.75	0.75	constant	Stable	Stable Constant
GAM	RvY_15407-1	0	0.625	0.375	0.625	down	Transitional	Transitional Down
GAM	RvY_15409-1	0	0.625	0.375	0.625	down	Transitional	Transitional Down
GAM	RvY_15410-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15411-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15412-1	0	1	0	1	down	Highly Stable	Highly Stable Down
GAM	RvY_15413-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15414-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15416	0.875	0	0.125	0.875	up	Stable	Stable Up
GAM	RvY_15418-1	0	0.875	0.125	0.875	down	Stable	Stable Down
GAM	RvY_15419-1	0	0.75	0.25	0.75	down	Stable	Stable Down
GAM	RvY_15420-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15421-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15422-1	0	0.125	0.875	0.875	constant	Stable	Stable Constant
GAM	RvY_15423	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15424-1	0	0.75	0.25	0.75	down	Stable	Stable Down
GAM	RvY_15425-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15426	0.125	0	0.875	0.875	constant	Stable	Stable Constant
GAM	RvY_15427	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15428-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15429-1	0.25	0	0.75	0.75	constant	Stable	Stable Constant
GAM	RvY_15430-1	0	0.375	0.625	0.625	constant	Transitional	Transitional Constant
GAM	RvY_15431-1	0.25	0	0.75	0.75	constant	Stable	Stable Constant
GAM	RvY_15432-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15433-1	0	0.375	0.625	0.625	constant	Transitional	Transitional Constant
GAM	RvY_15434-1	0	0.375	0.625	0.625	constant	Transitional	Transitional Constant
GAM	RvY_15435-1	0.125	0	0.875	0.875	constant	Stable	Stable Constant
GAM	RvY_15436-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15437-1	0	0.125	0.875	0.875	constant	Stable	Stable Constant
GAM	RvY_15439-1	0	0.5	0.5	0.5	tied	Low Stability	Low Stability
GAM	RvY_15440-1	0	0.25	0.75	0.75	constant	Stable	Stable Constant
GAM	RvY_15441-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15442-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15443-1	0	0.75	0.25	0.75	down	Stable	Stable Down
GAM	RvY_15444-1	0	0.75	0.25	0.75	down	Stable	Stable Down
GAM	RvY_15445-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15447-1	0	0.25	0.75	0.75	constant	Stable	Stable Constant
GAM	RvY_15448-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15449-1	1	0	0	1	up	Highly Stable	Highly Stable Up
GAM	RvY_15450-1	0	0.625	0.375	0.625	down	Transitional	Transitional Down
GAM	RvY_15451-1	0	0.75	0.25	0.75	down	Stable	Stable Down
GAM	RvY_15452-1	0	0.75	0.25	0.75	down	Stable	Stable Down
GAM	RvY_15453-1	0	0.25	0.75	0.75	constant	Stable	Stable Constant
GAM	RvY_15454-1	0	0.75	0.25	0.75	down	Stable	Stable Down
GAM	RvY_15455-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15456-1	0.5	0	0.5	0.5	tied	Low Stability	Low Stability
GAM	RvY_15457	0	0.5	0.5	0.5	tied	Low Stability	Low Stability
GAM	RvY_15458-1	0	0.125	0.875	0.875	constant	Stable	Stable Constant
GAM	RvY_15459-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15460-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15461-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15462-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15463-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15464	0	0.625	0.375	0.625	down	Transitional	Transitional Down
GAM	RvY_15465-1	0	0.375	0.625	0.625	constant	Transitional	Transitional Constant
GAM	RvY_15466-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15467-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15469-1	0	0.375	0.625	0.625	constant	Transitional	Transitional Constant
GAM	RvY_15470-1	0.125	0	0.875	0.875	constant	Stable	Stable Constant
GAM	RvY_15471	0.25	0	0.75	0.75	constant	Stable	Stable Constant
GAM	RvY_15472-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15473-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15474-1	0.25	0	0.75	0.75	constant	Stable	Stable Constant
GAM	RvY_15475-1	0.5	0	0.5	0.5	tied	Low Stability	Low Stability
GAM	RvY_15476-1	0.25	0	0.75	0.75	constant	Stable	Stable Constant
GAM	RvY_15478-1	0.375	0	0.625	0.625	constant	Transitional	Transitional Constant
GAM	RvY_15479-1	0.75	0	0.25	0.75	up	Stable	Stable Up
GAM	RvY_15481-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15482	0.5	0	0.5	0.5	tied	Low Stability	Low Stability
GAM	RvY_15483-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15484	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15486-1	0	0.25	0.75	0.75	constant	Stable	Stable Constant
GAM	RvY_15488	0	1	0	1	down	Highly Stable	Highly Stable Down
GAM	RvY_15489-1	0.125	0.125	0.75	0.75	constant	Stable	Stable Constant
GAM	RvY_15490-1	0	0.875	0.125	0.875	down	Stable	Stable Down
GAM	RvY_15491-1	0	0.125	0.875	0.875	constant	Stable	Stable Constant
GAM	RvY_15492-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15494-1	0.875	0	0.125	0.875	up	Stable	Stable Up
GAM	RvY_15495-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15496-1	0	0.25	0.75	0.75	constant	Stable	Stable Constant
GAM	RvY_15497-1	0	0.25	0.75	0.75	constant	Stable	Stable Constant
GAM	RvY_15500-1	0	0.625	0.375	0.625	down	Transitional	Transitional Down
GAM	RvY_15501-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15502-1	0	0.125	0.875	0.875	constant	Stable	Stable Constant
GAM	RvY_15503-1	0	0.625	0.375	0.625	down	Transitional	Transitional Down
GAM	RvY_15504-1	0	0.375	0.625	0.625	constant	Transitional	Transitional Constant
GAM	RvY_15505-1	0.625	0	0.375	0.625	up	Transitional	Transitional Up
GAM	RvY_15506-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15507-1	0.125	0.125	0.75	0.75	constant	Stable	Stable Constant
GAM	RvY_15508-1	0.125	0	0.875	0.875	constant	Stable	Stable Constant
GAM	RvY_15509-1	0	1	0	1	down	Highly Stable	Highly Stable Down
GAM	RvY_15510-1	0.75	0	0.25	0.75	up	Stable	Stable Up
GAM	RvY_15511-1	0	0.75	0.25	0.75	down	Stable	Stable Down
GAM	RvY_15512	0	0.25	0.75	0.75	constant	Stable	Stable Constant
GAM	RvY_15513-1	0	0.5	0.5	0.5	tied	Low Stability	Low Stability
GAM	RvY_15514-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15515-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15516-1	0	0.25	0.75	0.75	constant	Stable	Stable Constant
GAM	RvY_15517-1	0.875	0	0.125	0.875	up	Stable	Stable Up
GAM	RvY_15519-1	0.125	0	0.875	0.875	constant	Stable	Stable Constant
GAM	RvY_15520-1	0.875	0	0.125	0.875	up	Stable	Stable Up
GAM	RvY_15521-1	0.75	0	0.25	0.75	up	Stable	Stable Up
GAM	RvY_15522	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15523	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15524-1	0	0.75	0.25	0.75	down	Stable	Stable Down
GAM	RvY_15526-1	0.5	0	0.5	0.5	tied	Low Stability	Low Stability
GAM	RvY_15527-1	0.125	0	0.875	0.875	constant	Stable	Stable Constant
GAM	RvY_15529-1	0	0.125	0.875	0.875	constant	Stable	Stable Constant
GAM	RvY_15530-1	0.75	0	0.25	0.75	up	Stable	Stable Up
GAM	RvY_15531	0.375	0	0.625	0.625	constant	Transitional	Transitional Constant
GAM	RvY_15532-1	0	0.125	0.875	0.875	constant	Stable	Stable Constant
GAM	RvY_15533-1	0	0.875	0.125	0.875	down	Stable	Stable Down
GAM	RvY_15534-1	0	0.875	0.125	0.875	down	Stable	Stable Down
GAM	RvY_15535-1	0	1	0	1	down	Highly Stable	Highly Stable Down
GAM	RvY_15536-1	0	0.75	0.25	0.75	down	Stable	Stable Down
GAM	RvY_15537-1	0	1	0	1	down	Highly Stable	Highly Stable Down
GAM	RvY_15538-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15540-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15541-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15542-1	0	0.125	0.875	0.875	constant	Stable	Stable Constant
GAM	RvY_15543-1	0	0.875	0.125	0.875	down	Stable	Stable Down
GAM	RvY_15544-1	0	0.125	0.875	0.875	constant	Stable	Stable Constant
GAM	RvY_15545-1	0.125	0	0.875	0.875	constant	Stable	Stable Constant
GAM	RvY_15546	0	0.375	0.625	0.625	constant	Transitional	Transitional Constant
GAM	RvY_15547-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15548-1	0	0.125	0.875	0.875	constant	Stable	Stable Constant
GAM	RvY_15549-1	0	0.375	0.625	0.625	constant	Transitional	Transitional Constant
GAM	RvY_15550-1	0	0.5	0.5	0.5	tied	Low Stability	Low Stability
GAM	RvY_15551-1	0	0.125	0.875	0.875	constant	Stable	Stable Constant
GAM	RvY_15552	0	0.125	0.875	0.875	constant	Stable	Stable Constant
GAM	RvY_15553-1	0	0.125	0.875	0.875	constant	Stable	Stable Constant
GAM	RvY_15554-1	0.875	0	0.125	0.875	up	Stable	Stable Up
GAM	RvY_15555-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15556-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15557	0	0.375	0.625	0.625	constant	Transitional	Transitional Constant
GAM	RvY_15558-1	0	0.25	0.75	0.75	constant	Stable	Stable Constant
GAM	RvY_15559	0	0.375	0.625	0.625	constant	Transitional	Transitional Constant
GAM	RvY_15560-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15561-1	0	0.625	0.375	0.625	down	Transitional	Transitional Down
GAM	RvY_15562-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15563-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15564-1	0.875	0	0.125	0.875	up	Stable	Stable Up
GAM	RvY_15565-1	0	0.25	0.75	0.75	constant	Stable	Stable Constant
GAM	RvY_15566	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15567-1	0	0.125	0.875	0.875	constant	Stable	Stable Constant
GAM	RvY_15568-1	0	0.125	0.875	0.875	constant	Stable	Stable Constant
GAM	RvY_15569	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15571-1	0	0.125	0.875	0.875	constant	Stable	Stable Constant
GAM	RvY_15572-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15573-1	0	0.625	0.375	0.625	down	Transitional	Transitional Down
GAM	RvY_15574-1	0	0.375	0.625	0.625	constant	Transitional	Transitional Constant
GAM	RvY_15575	0.625	0	0.375	0.625	up	Transitional	Transitional Up
GAM	RvY_15576-1	0	0.375	0.625	0.625	constant	Transitional	Transitional Constant
GAM	RvY_15577	0	0.125	0.875	0.875	constant	Stable	Stable Constant
GAM	RvY_15578-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15579-1	0	0.125	0.875	0.875	constant	Stable	Stable Constant
GAM	RvY_15580-1	0	1	0	1	down	Highly Stable	Highly Stable Down
GAM	RvY_15581-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15583-1	0	0.125	0.875	0.875	constant	Stable	Stable Constant
GAM	RvY_15584-1	0	0.125	0.875	0.875	constant	Stable	Stable Constant
GAM	RvY_15585	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15586-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15587-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15588-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15589-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15590-1	0	0.375	0.625	0.625	constant	Transitional	Transitional Constant
GAM	RvY_15591-1	0	0.625	0.375	0.625	down	Transitional	Transitional Down
GAM	RvY_15592	0	0.125	0.875	0.875	constant	Stable	Stable Constant
GAM	RvY_15593-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15595	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15596-1	0	0.375	0.625	0.625	constant	Transitional	Transitional Constant
GAM	RvY_15599-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15600-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15601-1	0.75	0	0.25	0.75	up	Stable	Stable Up
GAM	RvY_15602	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15603-1	0.875	0	0.125	0.875	up	Stable	Stable Up
GAM	RvY_15604-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15605-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15606-1	0	0.125	0.875	0.875	constant	Stable	Stable Constant
GAM	RvY_15607-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15608	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15609	0.125	0	0.875	0.875	constant	Stable	Stable Constant
GAM	RvY_15610	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15611-1	0.625	0	0.375	0.625	up	Transitional	Transitional Up
GAM	RvY_15612-1	0	0.75	0.25	0.75	down	Stable	Stable Down
GAM	RvY_15613-1	0.75	0	0.25	0.75	up	Stable	Stable Up
GAM	RvY_15614-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15615-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15617-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15620-1	0	0.25	0.75	0.75	constant	Stable	Stable Constant
GAM	RvY_15621	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15622-1	0.75	0	0.25	0.75	up	Stable	Stable Up
GAM	RvY_15623	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15624-1	0	0.25	0.75	0.75	constant	Stable	Stable Constant
GAM	RvY_15625	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15626-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15627-1	0	0.375	0.625	0.625	constant	Transitional	Transitional Constant
GAM	RvY_15628-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15629-1	0.75	0	0.25	0.75	up	Stable	Stable Up
GAM	RvY_15633-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15634-1	0	0.25	0.75	0.75	constant	Stable	Stable Constant
GAM	RvY_15635-1	0.75	0	0.25	0.75	up	Stable	Stable Up
GAM	RvY_15636-1	0.25	0	0.75	0.75	constant	Stable	Stable Constant
GAM	RvY_15637	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15638-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15639-1	0	0.625	0.375	0.625	down	Transitional	Transitional Down
GAM	RvY_15640-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15641	0	0.25	0.75	0.75	constant	Stable	Stable Constant
GAM	RvY_15642-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15645-1	0.375	0	0.625	0.625	constant	Transitional	Transitional Constant
GAM	RvY_15646-1	0	0.25	0.75	0.75	constant	Stable	Stable Constant
GAM	RvY_15647-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15648-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15649-1	0	0.125	0.875	0.875	constant	Stable	Stable Constant
GAM	RvY_15650-1	0	0.375	0.625	0.625	constant	Transitional	Transitional Constant
GAM	RvY_15651-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15652-1	0.25	0	0.75	0.75	constant	Stable	Stable Constant
GAM	RvY_15653-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15654-1	0	0.875	0.125	0.875	down	Stable	Stable Down
GAM	RvY_15655-1	0	0.75	0.25	0.75	down	Stable	Stable Down
GAM	RvY_15656-1	0.375	0	0.625	0.625	constant	Transitional	Transitional Constant
GAM	RvY_15657-1	0.75	0	0.25	0.75	up	Stable	Stable Up
GAM	RvY_15658-1	0.75	0	0.25	0.75	up	Stable	Stable Up
GAM	RvY_15659-1	0.875	0	0.125	0.875	up	Stable	Stable Up
GAM	RvY_15660-1	0	0.25	0.75	0.75	constant	Stable	Stable Constant
GAM	RvY_15661-1	0	1	0	1	down	Highly Stable	Highly Stable Down
GAM	RvY_15662-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15663-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15664	0	0.5	0.5	0.5	tied	Low Stability	Low Stability
GAM	RvY_15665	0.25	0.125	0.625	0.625	constant	Transitional	Transitional Constant
GAM	RvY_15666-1	0	0.625	0.375	0.625	down	Transitional	Transitional Down
GAM	RvY_15668-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15669-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15670-1	0	0.125	0.875	0.875	constant	Stable	Stable Constant
GAM	RvY_15671-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15672-1	0.125	0	0.875	0.875	constant	Stable	Stable Constant
GAM	RvY_15673-1	0	0.5	0.5	0.5	tied	Low Stability	Low Stability
GAM	RvY_15674-1	0.125	0	0.875	0.875	constant	Stable	Stable Constant
GAM	RvY_15675-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15676-1	0	0.25	0.75	0.75	constant	Stable	Stable Constant
GAM	RvY_15677-1	0	0.75	0.25	0.75	down	Stable	Stable Down
GAM	RvY_15678	0.25	0.375	0.375	0.375	tied	Low Stability	Low Stability
GAM	RvY_15679-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15681-1	0	0.875	0.125	0.875	down	Stable	Stable Down
GAM	RvY_15682-1	0.125	0	0.875	0.875	constant	Stable	Stable Constant
GAM	RvY_15683-1	0.125	0	0.875	0.875	constant	Stable	Stable Constant
GAM	RvY_15684-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15685-1	0	0.375	0.625	0.625	constant	Transitional	Transitional Constant
GAM	RvY_15686	0	0.625	0.375	0.625	down	Transitional	Transitional Down
GAM	RvY_15687-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15690-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15691-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15696-1	0	0.25	0.75	0.75	constant	Stable	Stable Constant
GAM	RvY_15697-1	0.375	0	0.625	0.625	constant	Transitional	Transitional Constant
GAM	RvY_15698-1	0	0.375	0.625	0.625	constant	Transitional	Transitional Constant
GAM	RvY_15699-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15700-1	0.875	0	0.125	0.875	up	Stable	Stable Up
GAM	RvY_15701	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15702-1	0	0.625	0.375	0.625	down	Transitional	Transitional Down
GAM	RvY_15703-1	0.875	0	0.125	0.875	up	Stable	Stable Up
GAM	RvY_15705-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15709	0	0.25	0.75	0.75	constant	Stable	Stable Constant
GAM	RvY_15710-1	0.125	0	0.875	0.875	constant	Stable	Stable Constant
GAM	RvY_15711-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15713-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15717-1	0.125	0	0.875	0.875	constant	Stable	Stable Constant
GAM	RvY_15718-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
GAM	RvY_15719-1	0.5	0	0.5	0.5	tied	Low Stability	Low Stability
GAM	RvY_15720-1	0	1	0	1	down	Highly Stable	Highly Stable Down
GAM	RvY_15721-1	0	0.625	0.375	0.625	down	Transitional	Transitional Down
GAM	RvY_15722-1	0.25	0	0.75	0.75	constant	Stable	Stable Constant
