condition	feature_id	p_up	p_down	p_const	ssi	dominant_state	stability_region	signal_class
LT	RvY_06905-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
LT	RvY_06906-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
LT	RvY_06907-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
LT	RvY_06908-1	0	0.5	0.5	0.5	tied	Low Stability	Low Stability
LT	RvY_06909-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
LT	RvY_06910-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
LT	RvY_06911-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
LT	RvY_06912-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
LT	RvY_06914-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
LT	RvY_06915-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
LT	RvY_06916-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
LT	RvY_06918-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
LT	RvY_06919-1	0	0.5	0.5	0.5	tied	Low Stability	Low Stability
LT	RvY_06920-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
LT	RvY_06925-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
LT	RvY_06927-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
LT	RvY_06928-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
LT	RvY_06929-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
LT	RvY_06930-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
LT	RvY_06931-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
