kegg_term	enrichment_type	gene_set_id	gene_set_family	condition	stability_region	dominant_state	signal_class	query_size	background_size	query_overlap_count	background_term_count	query_fraction	background_fraction	enrichment_ratio	p_value	adjusted_p_value	significant	contributing_feature_ids	all_feature_count	annotated_feature_count	kegg_name	kegg_description_if_available	source_version	mapping_status
K01334	KO	GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	141	7178	1	1	0.00709219858156028	0.000139314572304263	50.9078014184397	0.0196433546949011	0.0488688336312173	TRUE	RvY_02126-1	377	318	CFD	complement factor D [EC:3.4.21.46]	KEGG KO 2026-09-18	mapped
K01350	KO	GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	141	7178	1	1	0.00709219858156028	0.000139314572304263	50.9078014184397	0.0196433546949011	0.0488688336312173	TRUE	RvY_02126-1	377	318	PRTN3	myeloblastin [EC:3.4.21.76]	KEGG KO 2026-09-18	mapped
K03381	KO	GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	141	7178	1	1	0.00709219858156028	0.000139314572304263	50.9078014184397	0.0196433546949011	0.0488688336312173	TRUE	RvY_01300-1	377	318	catA	catechol 1,2-dioxygenase [EC:1.13.11.1]	KEGG KO 2026-09-18	mapped
K04147	KO	GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	141	7178	1	1	0.00709219858156028	0.000139314572304263	50.9078014184397	0.0196433546949011	0.0488688336312173	TRUE	RvY_15280-2	377	318	DRD4	dopamine receptor D4	KEGG KO 2026-09-18	mapped
K04357	KO	GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	141	7178	1	1	0.00709219858156028	0.000139314572304263	50.9078014184397	0.0196433546949011	0.0488688336312173	TRUE	RvY_04321-1	377	318	EGF	epidermal growth factor	KEGG KO 2026-09-18	mapped
K04465	KO	GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	141	7178	1	1	0.00709219858156028	0.000139314572304263	50.9078014184397	0.0196433546949011	0.0488688336312173	TRUE	RvY_05228-1	377	318	NR4A1, HMR	nuclear receptor subfamily 4 group A member 1	KEGG KO 2026-09-18	mapped
K04547	KO	GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	141	7178	1	1	0.00709219858156028	0.000139314572304263	50.9078014184397	0.0196433546949011	0.0488688336312173	TRUE	RvY_15926	377	318	GNG13	guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-13	KEGG KO 2026-09-18	mapped
K05242	KO	GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	141	7178	1	1	0.00709219858156028	0.000139314572304263	50.9078014184397	0.0196433546949011	0.0488688336312173	TRUE	RvY_04117-1	377	318	AVP	arginine vasopressin	KEGG KO 2026-09-18	mapped
K06236	KO	GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	141	7178	1	1	0.00709219858156028	0.000139314572304263	50.9078014184397	0.0196433546949011	0.0488688336312173	TRUE	RvY_01322-1	377	318	COL1A	collagen type I alpha	KEGG KO 2026-09-18	mapped
K06643	KO	GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	141	7178	1	1	0.00709219858156028	0.000139314572304263	50.9078014184397	0.0196433546949011	0.0488688336312173	TRUE	RvY_15927-1	377	318	MDM2	E3 ubiquitin-protein ligase Mdm2 [EC:2.3.2.27]	KEGG KO 2026-09-18	mapped
K07055	KO	GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	141	7178	1	1	0.00709219858156028	0.000139314572304263	50.9078014184397	0.0196433546949011	0.0488688336312173	TRUE	RvY_09398-1	377	318	TRM12, TYW2	tRNA wybutosine-synthesizing protein 2 [EC:2.5.1.114]	KEGG KO 2026-09-18	mapped
K07205	KO	GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	141	7178	1	1	0.00709219858156028	0.000139314572304263	50.9078014184397	0.0196433546949011	0.0488688336312173	TRUE	RvY_08826-1	377	318	EIF4EBP1	eukaryotic translation initiation factor 4E binding protein 1	KEGG KO 2026-09-18	mapped
K07342	KO	GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	141	7178	1	1	0.00709219858156028	0.000139314572304263	50.9078014184397	0.0196433546949011	0.0488688336312173	TRUE	RvY_13234-1	377	318	SEC61G, SSS1, secE	protein transport protein SEC61 subunit gamma and related proteins	KEGG KO 2026-09-18	mapped
K07535	KO	GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	141	7178	1	1	0.00709219858156028	0.000139314572304263	50.9078014184397	0.0196433546949011	0.0488688336312173	TRUE	RvY_15412-1	377	318	badH	2-hydroxycyclohexanecarboxyl-CoA dehydrogenase [EC:1.1.1.-]	KEGG KO 2026-09-18	mapped
K08198	KO	GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	141	7178	1	1	0.00709219858156028	0.000139314572304263	50.9078014184397	0.0196433546949011	0.0488688336312173	TRUE	RvY_17247-1	377	318	SLC22A1, OCT1	MFS transporter, OCT family, solute carrier family 22 (organic cation transporter), member 1	KEGG KO 2026-09-18	mapped
K08558	KO	GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	141	7178	1	1	0.00709219858156028	0.000139314572304263	50.9078014184397	0.0196433546949011	0.0488688336312173	TRUE	RvY_05228-1	377	318	NR4A2, NURR1	nuclear receptor subfamily 4 group A member 2	KEGG KO 2026-09-18	mapped
K09643	KO	GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	141	7178	1	1	0.00709219858156028	0.000139314572304263	50.9078014184397	0.0196433546949011	0.0488688336312173	TRUE	RvY_00888-1	377	318	TMPRSS13, TMPRSS11	transmembrane protease serine 13	KEGG KO 2026-09-18	mapped
K12132	KO	GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	141	7178	1	1	0.00709219858156028	0.000139314572304263	50.9078014184397	0.0196433546949011	0.0488688336312173	TRUE	RvY_16270-1	377	318	prkC, stkP	eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]	KEGG KO 2026-09-18	mapped
K12348	KO	GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	141	7178	1	1	0.00709219858156028	0.000139314572304263	50.9078014184397	0.0196433546949011	0.0488688336312173	TRUE	RvY_06066-1	377	318	ASAH1	acid ceramidase [EC:3.5.1.23]	KEGG KO 2026-09-18	mapped
K12350	KO	GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	141	7178	1	1	0.00709219858156028	0.000139314572304263	50.9078014184397	0.0196433546949011	0.0488688336312173	TRUE	RvY_15537-1	377	318	SMPD1, ASM	sphingomyelin phosphodiesterase [EC:3.1.4.12]	KEGG KO 2026-09-18	mapped
K12749	KO	GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	141	7178	1	1	0.00709219858156028	0.000139314572304263	50.9078014184397	0.0196433546949011	0.0488688336312173	TRUE	RvY_17053-1	377	318	MYL3	myosin light chain 3	KEGG KO 2026-09-18	mapped
K13269	KO	GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	141	7178	1	1	0.00709219858156028	0.000139314572304263	50.9078014184397	0.0196433546949011	0.0488688336312173	TRUE	RvY_14951-1	377	318	E2.4.1.234	kaempferol 3-O-beta-D-galactosyltransferase [EC:2.4.1.234]	KEGG KO 2026-09-18	mapped
K13349	KO	GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	141	7178	1	1	0.00709219858156028	0.000139314572304263	50.9078014184397	0.0196433546949011	0.0488688336312173	TRUE	RvY_11798-1	377	318	MPV17L	Mpv17-like protein	KEGG KO 2026-09-18	mapped
K13691	KO	GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	141	7178	1	1	0.00709219858156028	0.000139314572304263	50.9078014184397	0.0196433546949011	0.0488688336312173	TRUE	RvY_10429-1	377	318	SGT1	pathogen-inducible salicylic acid glucosyltransferase [EC:2.4.1.-]	KEGG KO 2026-09-18	mapped
K14525	KO	GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	141	7178	1	1	0.00709219858156028	0.000139314572304263	50.9078014184397	0.0196433546949011	0.0488688336312173	TRUE	RvY_05012-1	377	318	RPP25	ribonucleases P/MRP protein subunit RPP25 [EC:3.1.26.5]	KEGG KO 2026-09-18	mapped
K14851	KO	GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	141	7178	1	1	0.00709219858156028	0.000139314572304263	50.9078014184397	0.0196433546949011	0.0488688336312173	TRUE	RvY_14036-1	377	318	RRP17, NOL12	ribosomal RNA-processing protein 17	KEGG KO 2026-09-18	mapped
K16608	KO	GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	141	7178	1	1	0.00709219858156028	0.000139314572304263	50.9078014184397	0.0196433546949011	0.0488688336312173	TRUE	RvY_05016-1	377	318	TTLL3_8	tubulin monoglycylase TTLL3/8 [EC:6.3.2.-]	KEGG KO 2026-09-18	mapped
K16630	KO	GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	141	7178	1	1	0.00709219858156028	0.000139314572304263	50.9078014184397	0.0196433546949011	0.0488688336312173	TRUE	RvY_07760-1	377	318	COL22A	collagen type XXII alpha	KEGG KO 2026-09-18	mapped
K17089	KO	GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	141	7178	1	1	0.00709219858156028	0.000139314572304263	50.9078014184397	0.0196433546949011	0.0488688336312173	TRUE	RvY_06324	377	318	ANXA3	annexin A3	KEGG KO 2026-09-18	mapped
K17280	KO	GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	141	7178	1	1	0.00709219858156028	0.000139314572304263	50.9078014184397	0.0196433546949011	0.0488688336312173	TRUE	RvY_12278-1	377	318	CHRDL2	chordin-like protein 2	KEGG KO 2026-09-18	mapped
K17580	KO	GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	141	7178	1	1	0.00709219858156028	0.000139314572304263	50.9078014184397	0.0196433546949011	0.0488688336312173	TRUE	RvY_09138-1	377	318	CASC1	cancer susceptibility candidate protein 1	KEGG KO 2026-09-18	mapped
K18172	KO	GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	141	7178	1	1	0.00709219858156028	0.000139314572304263	50.9078014184397	0.0196433546949011	0.0488688336312173	TRUE	RvY_07205-1	377	318	CMC2	COX assembly mitochondrial protein 2	KEGG KO 2026-09-18	mapped
K18186	KO	GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	141	7178	1	1	0.00709219858156028	0.000139314572304263	50.9078014184397	0.0196433546949011	0.0488688336312173	TRUE	RvY_18508-1	377	318	PET100	protein PET100, animal type	KEGG KO 2026-09-18	mapped
K18644	KO	GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	141	7178	1	1	0.00709219858156028	0.000139314572304263	50.9078014184397	0.0196433546949011	0.0488688336312173	TRUE	RvY_08826-1	377	318	EIF4EBP2	eukaryotic translation initiation factor 4E binding protein 2	KEGG KO 2026-09-18	mapped
K18645	KO	GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	141	7178	1	1	0.00709219858156028	0.000139314572304263	50.9078014184397	0.0196433546949011	0.0488688336312173	TRUE	RvY_08826-1	377	318	EIF4EBP3	eukaryotic translation initiation factor 4E binding protein 3	KEGG KO 2026-09-18	mapped
K19013	KO	GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	141	7178	1	1	0.00709219858156028	0.000139314572304263	50.9078014184397	0.0196433546949011	0.0488688336312173	TRUE	RvY_04040-1	377	318	STAB2, HARE	stabilin-2	KEGG KO 2026-09-18	mapped
K19020	KO	GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	141	7178	1	1	0.00709219858156028	0.000139314572304263	50.9078014184397	0.0196433546949011	0.0488688336312173	TRUE	RvY_04040-1	377	318	STAB1	stabilin-1	KEGG KO 2026-09-18	mapped
K19362	KO	GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	141	7178	1	1	0.00709219858156028	0.000139314572304263	50.9078014184397	0.0196433546949011	0.0488688336312173	TRUE	RvY_18332-1	377	318	TMEM231	transmembrane protein 231	KEGG KO 2026-09-18	mapped
K20751	KO	GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	141	7178	1	1	0.00709219858156028	0.000139314572304263	50.9078014184397	0.0196433546949011	0.0488688336312173	TRUE	RvY_06842-1	377	318	E3.4.21.99	spermosin [EC:3.4.21.99]	KEGG KO 2026-09-18	mapped
K21893	KO	GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	141	7178	1	1	0.00709219858156028	0.000139314572304263	50.9078014184397	0.0196433546949011	0.0488688336312173	TRUE	RvY_09119-1	377	318	NGB	neuroglobin	KEGG KO 2026-09-18	mapped
ko05218	PATHWAY	GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	108	4680	8	40	0.0740740740740741	0.00854700854700855	8.66666666666667	2.58209453151024e-06	0.000617120593030947	TRUE	RvY_02154-1;RvY_04321-1;RvY_06686-1;RvY_06696;RvY_06697-1;RvY_08611-1;RvY_11881;RvY_15927-1	377	318	Melanoma		KEGG PATHWAY 2026-09-17	mapped
map05218	PATHWAY	GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	108	4680	8	40	0.0740740740740741	0.00854700854700855	8.66666666666667	2.58209453151024e-06	0.000617120593030947	TRUE	RvY_02154-1;RvY_04321-1;RvY_06686-1;RvY_06696;RvY_06697-1;RvY_08611-1;RvY_11881;RvY_15927-1	377	318	Melanoma		KEGG PATHWAY 2026-09-17	mapped
ko04974	PATHWAY	GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	108	4680	10	90	0.0925925925925926	0.0192307692307692	4.81481481481481	3.44493882749686e-05	0.00334655475145164	TRUE	RvY_00418-3;RvY_00889-1;RvY_01322-1;RvY_01727-1;RvY_06842-1;RvY_07760-1;RvY_10366-1;RvY_10521;RvY_15139-1;RvY_16604-1	377	318	Protein digestion and absorption		KEGG PATHWAY 2026-09-17	mapped
map04974	PATHWAY	GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	108	4680	10	90	0.0925925925925926	0.0192307692307692	4.81481481481481	3.44493882749686e-05	0.00334655475145164	TRUE	RvY_00418-3;RvY_00889-1;RvY_01322-1;RvY_01727-1;RvY_06842-1;RvY_07760-1;RvY_10366-1;RvY_10521;RvY_15139-1;RvY_16604-1	377	318	Protein digestion and absorption		KEGG PATHWAY 2026-09-17	mapped
ko05224	PATHWAY	GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	108	4680	9	74	0.0833333333333333	0.0158119658119658	5.27027027027027	4.20069634073428e-05	0.00334655475145164	TRUE	RvY_02154-1;RvY_04321-1;RvY_04384-1;RvY_06686-1;RvY_06696;RvY_06697-1;RvY_08611-1;RvY_11881;RvY_12385-1	377	318	Breast cancer		KEGG PATHWAY 2026-09-17	mapped
map05224	PATHWAY	GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	108	4680	9	74	0.0833333333333333	0.0158119658119658	5.27027027027027	4.20069634073428e-05	0.00334655475145164	TRUE	RvY_02154-1;RvY_04321-1;RvY_04384-1;RvY_06686-1;RvY_06696;RvY_06697-1;RvY_08611-1;RvY_11881;RvY_12385-1	377	318	Breast cancer		KEGG PATHWAY 2026-09-17	mapped
ko04142	PATHWAY	GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	108	4680	10	124	0.0925925925925926	0.0264957264957265	3.49462365591398	0.000510358160348721	0.0304939000808361	TRUE	RvY_06066-1;RvY_06822-1;RvY_09645-1;RvY_10480;RvY_11252;RvY_11680-1;RvY_11895-1;RvY_15041-1;RvY_15537-1;RvY_16499-1	377	318	Lysosome biogenesis		KEGG PATHWAY 2026-09-17	mapped
map04142	PATHWAY	GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	108	4680	10	124	0.0925925925925926	0.0264957264957265	3.49462365591398	0.000510358160348721	0.0304939000808361	TRUE	RvY_06066-1;RvY_06822-1;RvY_09645-1;RvY_10480;RvY_11252;RvY_11680-1;RvY_11895-1;RvY_15041-1;RvY_15537-1;RvY_16499-1	377	318	Lysosome biogenesis		KEGG PATHWAY 2026-09-17	mapped
ko05323	PATHWAY	GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	108	4680	5	35	0.0462962962962963	0.00747863247863248	6.19047619047619	0.00111511100661612	0.0323031684156336	TRUE	RvY_04384-1;RvY_06686-1;RvY_08611-1;RvY_11881;RvY_12385-1	377	318	Rheumatoid arthritis		KEGG PATHWAY 2026-09-17	mapped
map05323	PATHWAY	GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	108	4680	5	35	0.0462962962962963	0.00747863247863248	6.19047619047619	0.00111511100661612	0.0323031684156336	TRUE	RvY_04384-1;RvY_06686-1;RvY_08611-1;RvY_11881;RvY_12385-1	377	318	Rheumatoid arthritis		KEGG PATHWAY 2026-09-17	mapped
ko04151	PATHWAY	GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	108	4680	10	137	0.0925925925925926	0.0292735042735043	3.16301703163017	0.00111660999397043	0.0323031684156336	TRUE	RvY_01322-1;RvY_02154-1;RvY_04321-1;RvY_05228-1;RvY_06686-1;RvY_08611-1;RvY_08826-1;RvY_11881;RvY_15926;RvY_15927-1	377	318	PI3K-Akt signaling pathway		KEGG PATHWAY 2026-09-17	mapped
map04151	PATHWAY	GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	108	4680	10	137	0.0925925925925926	0.0292735042735043	3.16301703163017	0.00111660999397043	0.0323031684156336	TRUE	RvY_01322-1;RvY_02154-1;RvY_04321-1;RvY_05228-1;RvY_06686-1;RvY_08611-1;RvY_08826-1;RvY_11881;RvY_15926;RvY_15927-1	377	318	PI3K-Akt signaling pathway		KEGG PATHWAY 2026-09-17	mapped
ko01521	PATHWAY	GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	108	4680	6	52	0.0555555555555556	0.0111111111111111	5	0.00112886590234485	0.0323031684156336	TRUE	RvY_02154-1;RvY_04321-1;RvY_06686-1;RvY_08611-1;RvY_08826-1;RvY_11881	377	318	EGFR tyrosine kinase inhibitor resistance		KEGG PATHWAY 2026-09-17	mapped
map01521	PATHWAY	GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	108	4680	6	52	0.0555555555555556	0.0111111111111111	5	0.00112886590234485	0.0323031684156336	TRUE	RvY_02154-1;RvY_04321-1;RvY_06686-1;RvY_08611-1;RvY_08826-1;RvY_11881	377	318	EGFR tyrosine kinase inhibitor resistance		KEGG PATHWAY 2026-09-17	mapped
ko04010	PATHWAY	GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	108	4680	10	138	0.0925925925925926	0.0294871794871795	3.14009661835749	0.00118090013236532	0.0323031684156336	TRUE	RvY_02154-1;RvY_04321-1;RvY_04384-1;RvY_05228-1;RvY_06686-1;RvY_06696;RvY_06697-1;RvY_08611-1;RvY_11881;RvY_12385-1	377	318	MAPK signaling pathway		KEGG PATHWAY 2026-09-17	mapped
map04010	PATHWAY	GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	108	4680	10	138	0.0925925925925926	0.0294871794871795	3.14009661835749	0.00118090013236532	0.0323031684156336	TRUE	RvY_02154-1;RvY_04321-1;RvY_04384-1;RvY_05228-1;RvY_06686-1;RvY_06696;RvY_06697-1;RvY_08611-1;RvY_11881;RvY_12385-1	377	318	MAPK signaling pathway		KEGG PATHWAY 2026-09-17	mapped
ko04510	PATHWAY	GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	108	4680	9	115	0.0833333333333333	0.0245726495726496	3.39130434782609	0.0012164373043544	0.0323031684156336	TRUE	RvY_01322-1;RvY_04321-1;RvY_04384-1;RvY_06007-1;RvY_06686-1;RvY_08611-1;RvY_11881;RvY_12385-1;RvY_12834-1	377	318	Focal adhesion		KEGG PATHWAY 2026-09-17	mapped
map04510	PATHWAY	GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	108	4680	9	115	0.0833333333333333	0.0245726495726496	3.39130434782609	0.0012164373043544	0.0323031684156336	TRUE	RvY_01322-1;RvY_04321-1;RvY_04384-1;RvY_06007-1;RvY_06686-1;RvY_08611-1;RvY_11881;RvY_12385-1;RvY_12834-1	377	318	Focal adhesion		KEGG PATHWAY 2026-09-17	mapped
ko05418	PATHWAY	GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	108	4680	8	102	0.0740740740740741	0.0217948717948718	3.39869281045752	0.00225206545706526	0.0462750341706508	TRUE	RvY_04384-1;RvY_06007-1;RvY_06686-1;RvY_08611-1;RvY_10798-1;RvY_11881;RvY_12385-1;RvY_16968	377	318	Fluid shear stress and atherosclerosis		KEGG PATHWAY 2026-09-17	mapped
map05418	PATHWAY	GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	108	4680	8	102	0.0740740740740741	0.0217948717948718	3.39869281045752	0.00225206545706526	0.0462750341706508	TRUE	RvY_04384-1;RvY_06007-1;RvY_06686-1;RvY_08611-1;RvY_10798-1;RvY_11881;RvY_12385-1;RvY_16968	377	318	Fluid shear stress and atherosclerosis		KEGG PATHWAY 2026-09-17	mapped
ko05210	PATHWAY	GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	108	4680	6	60	0.0555555555555556	0.0128205128205128	4.33333333333333	0.00239140664770256	0.0462750341706508	TRUE	RvY_04321-1;RvY_04384-1;RvY_06007-1;RvY_06696;RvY_06697-1;RvY_12385-1	377	318	Colorectal cancer		KEGG PATHWAY 2026-09-17	mapped
map05210	PATHWAY	GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	108	4680	6	60	0.0555555555555556	0.0128205128205128	4.33333333333333	0.00239140664770256	0.0462750341706508	TRUE	RvY_04321-1;RvY_04384-1;RvY_06007-1;RvY_06696;RvY_06697-1;RvY_12385-1	377	318	Colorectal cancer		KEGG PATHWAY 2026-09-17	mapped
ko05226	PATHWAY	GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	108	4680	7	81	0.0648148148148148	0.0173076923076923	3.74485596707819	0.00244902847651039	0.0462750341706508	TRUE	RvY_02154-1;RvY_04321-1;RvY_06686-1;RvY_06696;RvY_06697-1;RvY_08611-1;RvY_11881	377	318	Gastric cancer		KEGG PATHWAY 2026-09-17	mapped
map05226	PATHWAY	GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	108	4680	7	81	0.0648148148148148	0.0173076923076923	3.74485596707819	0.00244902847651039	0.0462750341706508	TRUE	RvY_02154-1;RvY_04321-1;RvY_06686-1;RvY_06696;RvY_06697-1;RvY_08611-1;RvY_11881	377	318	Gastric cancer		KEGG PATHWAY 2026-09-17	mapped
ko05200	PATHWAY	GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	108	4680	15	293	0.138888888888889	0.0626068376068376	2.21843003412969	0.00269967783269816	0.0462750341706508	TRUE	RvY_01322-1;RvY_02154-1;RvY_04321-1;RvY_04384-1;RvY_06007-1;RvY_06686-1;RvY_06696;RvY_06697-1;RvY_08611-1;RvY_11881;RvY_12385-1;RvY_12834-1;RvY_15926;RvY_15927-1;RvY_16968	377	318	Pathways in cancer		KEGG PATHWAY 2026-09-17	mapped
map05200	PATHWAY	GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	108	4680	15	293	0.138888888888889	0.0626068376068376	2.21843003412969	0.00269967783269816	0.0462750341706508	TRUE	RvY_01322-1;RvY_02154-1;RvY_04321-1;RvY_04384-1;RvY_06007-1;RvY_06686-1;RvY_06696;RvY_06697-1;RvY_08611-1;RvY_11881;RvY_12385-1;RvY_12834-1;RvY_15926;RvY_15927-1;RvY_16968	377	318	Pathways in cancer		KEGG PATHWAY 2026-09-17	mapped
ko04979	PATHWAY	GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	108	4680	4	26	0.037037037037037	0.00555555555555556	6.66666666666667	0.00271067145769502	0.0462750341706508	TRUE	RvY_06375-1;RvY_11895-1;RvY_12626;RvY_15041-1	377	318	Cholesterol metabolism		KEGG PATHWAY 2026-09-17	mapped
map04979	PATHWAY	GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	108	4680	4	26	0.037037037037037	0.00555555555555556	6.66666666666667	0.00271067145769502	0.0462750341706508	TRUE	RvY_06375-1;RvY_11895-1;RvY_12626;RvY_15041-1	377	318	Cholesterol metabolism		KEGG PATHWAY 2026-09-17	mapped
K10798	KO	GAM__Highly_Stable__up__Highly_Stable_Up	main_class	GAM	Highly Stable	up	Highly Stable Up	26	7178	2	5	0.0769230769230769	0.000696572861521315	110.430769230769	0.000125331212937193	0.00438659245280177	TRUE	RvY_08263;RvY_18641	45	42	PARP3_4	protein mono-ADP-ribosyltransferase 3/4 [EC:2.4.2.-]	KEGG KO 2026-09-18	mapped
K01946	KO	GAM__Highly_Stable__up__Highly_Stable_Up	main_class	GAM	Highly Stable	up	Highly Stable Up	26	7178	1	1	0.0384615384615385	0.000139314572304263	276.076923076923	0.00362217887991079	0.00633881303984388	TRUE	RvY_18111-1	45	42	ACACB	acetyl-CoA carboxylase / biotin carboxylase 2 [EC:6.4.1.2 6.3.4.14 2.1.3.15]	KEGG KO 2026-09-18	mapped
