kegg_term	enrichment_type	gene_set_id	gene_set_family	condition	stability_region	dominant_state	signal_class	query_size	background_size	query_overlap_count	background_term_count	query_fraction	background_fraction	enrichment_ratio	p_value	adjusted_p_value	significant	contributing_feature_ids	all_feature_count	annotated_feature_count	kegg_name	kegg_description_if_available	source_version	mapping_status
K16796	KO	OSM__Highly_Stable__down__Highly_Stable_Down	main_class	OSM	Highly Stable	down	Highly Stable Down	97	7178	2	2	0.0206185567010309	0.000278629144608526	74	0.000180757600292225	0.0283076410560948	TRUE	RvY_00203-1;RvY_03313	238	213	SOX2	transcription factor SOX2 (SOX group B)	KEGG KO 2026-09-18	mapped
K09267	KO	OSM__Highly_Stable__down__Highly_Stable_Down	main_class	OSM	Highly Stable	down	Highly Stable Down	97	7178	2	3	0.0206185567010309	0.000417943716912789	49.3333333333333	0.00053748685549547	0.0283076410560948	TRUE	RvY_00203-1;RvY_03313	238	213	SOX1S	transcription factor SOX1/3/14/21 (SOX group B)	KEGG KO 2026-09-18	mapped
K21374	KO	OSM__Highly_Stable__down__Highly_Stable_Down	main_class	OSM	Highly Stable	down	Highly Stable Down	97	7178	2	3	0.0206185567010309	0.000417943716912789	49.3333333333333	0.00053748685549547	0.0283076410560948	TRUE	RvY_10489-1;RvY_10749-1	238	213	UGT85A23_24	7-deoxyloganetin glucosyltransferase [EC:2.4.1.324]	KEGG KO 2026-09-18	mapped
K15290	KO	OSM__Highly_Stable__down__Highly_Stable_Down	main_class	OSM	Highly Stable	down	Highly Stable Down	97	7178	2	4	0.0206185567010309	0.000557258289217052	37	0.00106549587155937	0.0420870869265951	TRUE	RvY_10563-1;RvY_18848-1	238	213	SYT1	synaptotagmin-1	KEGG KO 2026-09-18	mapped
K09628	KO	OSM__Highly_Stable__down__Highly_Stable_Down	main_class	OSM	Highly Stable	down	Highly Stable Down	97	7178	2	8	0.0206185567010309	0.0011145165784341	18.5	0.00479969315056025	0.0454284071305351	TRUE	RvY_04521;RvY_08546-1	238	213	PRSS27	serine protease 27 [EC:3.4.21.-]	KEGG KO 2026-09-18	mapped
K00490	KO	OSM__Highly_Stable__down__Highly_Stable_Down	main_class	OSM	Highly Stable	down	Highly Stable Down	97	7178	1	1	0.0103092783505155	0.000139314572304263	74	0.0135135135135136	0.0454284071305351	TRUE	RvY_08416-1	238	213	CYP4F	cytochrome P450 family 4 subfamily F [EC:1.14.14.1]	KEGG KO 2026-09-18	mapped
K01441	KO	OSM__Highly_Stable__down__Highly_Stable_Down	main_class	OSM	Highly Stable	down	Highly Stable Down	97	7178	1	1	0.0103092783505155	0.000139314572304263	74	0.0135135135135136	0.0454284071305351	TRUE	RvY_14686	238	213	ACER1_2, ASAH3	alkaline ceramidase [EC:3.5.1.23]	KEGG KO 2026-09-18	mapped
K01858	KO	OSM__Highly_Stable__down__Highly_Stable_Down	main_class	OSM	Highly Stable	down	Highly Stable Down	97	7178	1	1	0.0103092783505155	0.000139314572304263	74	0.0135135135135136	0.0454284071305351	TRUE	RvY_14948-1	238	213	INO1, ISYNA1	myo-inositol-1-phosphate synthase [EC:5.5.1.4]	KEGG KO 2026-09-18	mapped
K02934	KO	OSM__Highly_Stable__down__Highly_Stable_Down	main_class	OSM	Highly Stable	down	Highly Stable Down	97	7178	1	1	0.0103092783505155	0.000139314572304263	74	0.0135135135135136	0.0454284071305351	TRUE	RvY_14544-1	238	213	RP-L6e, RPL6	large subunit ribosomal protein L6e	KEGG KO 2026-09-18	mapped
K04130	KO	OSM__Highly_Stable__down__Highly_Stable_Down	main_class	OSM	Highly Stable	down	Highly Stable Down	97	7178	1	1	0.0103092783505155	0.000139314572304263	74	0.0135135135135136	0.0454284071305351	TRUE	RvY_13603-1	238	213	CHRM2	muscarinic acetylcholine receptor M2	KEGG KO 2026-09-18	mapped
K04372	KO	OSM__Highly_Stable__down__Highly_Stable_Down	main_class	OSM	Highly Stable	down	Highly Stable Down	97	7178	1	1	0.0103092783505155	0.000139314572304263	74	0.0135135135135136	0.0454284071305351	TRUE	RvY_13944-1	238	213	MKNK, MNK	MAP kinase interacting serine/threonine kinase [EC:2.7.11.1]	KEGG KO 2026-09-18	mapped
K04711	KO	OSM__Highly_Stable__down__Highly_Stable_Down	main_class	OSM	Highly Stable	down	Highly Stable Down	97	7178	1	1	0.0103092783505155	0.000139314572304263	74	0.0135135135135136	0.0454284071305351	TRUE	RvY_14686	238	213	ACER3, YDC1	dihydroceramidase [EC:3.5.1.-]	KEGG KO 2026-09-18	mapped
K07426	KO	OSM__Highly_Stable__down__Highly_Stable_Down	main_class	OSM	Highly Stable	down	Highly Stable Down	97	7178	1	1	0.0103092783505155	0.000139314572304263	74	0.0135135135135136	0.0454284071305351	TRUE	RvY_08416-1	238	213	CYP4B1	cytochrome P450 family 4 subfamily B1 [EC:1.14.14.1]	KEGG KO 2026-09-18	mapped
K08134	KO	OSM__Highly_Stable__down__Highly_Stable_Down	main_class	OSM	Highly Stable	down	Highly Stable Down	97	7178	1	1	0.0103092783505155	0.000139314572304263	74	0.0135135135135136	0.0454284071305351	TRUE	RvY_09872-1	238	213	P3H1	procollagen-proline 3-dioxygenase 1 [EC:1.14.11.7]	KEGG KO 2026-09-18	mapped
K08211	KO	OSM__Highly_Stable__down__Highly_Stable_Down	main_class	OSM	Highly Stable	down	Highly Stable Down	97	7178	1	1	0.0103092783505155	0.000139314572304263	74	0.0135135135135136	0.0454284071305351	TRUE	RvY_06091-1	238	213	SLC22A15	MFS transporter, OCT family, solute carrier family 22 (organic cation transporter), member 15	KEGG KO 2026-09-18	mapped
K08716	KO	OSM__Highly_Stable__down__Highly_Stable_Down	main_class	OSM	Highly Stable	down	Highly Stable Down	97	7178	1	1	0.0103092783505155	0.000139314572304263	74	0.0135135135135136	0.0454284071305351	TRUE	RvY_07604	238	213	SLC14A	solute carrier family 14 (urea transporter)	KEGG KO 2026-09-18	mapped
K08811	KO	OSM__Highly_Stable__down__Highly_Stable_Down	main_class	OSM	Highly Stable	down	Highly Stable Down	97	7178	1	1	0.0103092783505155	0.000139314572304263	74	0.0135135135135136	0.0454284071305351	TRUE	RvY_07987-1	238	213	TSSK, STK22	testis-specific serine kinase [EC:2.7.11.1]	KEGG KO 2026-09-18	mapped
K09103	KO	OSM__Highly_Stable__down__Highly_Stable_Down	main_class	OSM	Highly Stable	down	Highly Stable Down	97	7178	1	1	0.0103092783505155	0.000139314572304263	74	0.0135135135135136	0.0454284071305351	TRUE	RvY_11093	238	213	EBF, COE	early B-cell factor	KEGG KO 2026-09-18	mapped
K09203	KO	OSM__Highly_Stable__down__Highly_Stable_Down	main_class	OSM	Highly Stable	down	Highly Stable Down	97	7178	1	1	0.0103092783505155	0.000139314572304263	74	0.0135135135135136	0.0454284071305351	TRUE	RvY_04632	238	213	EGR1	early growth response protein 1	KEGG KO 2026-09-18	mapped
K09322	KO	OSM__Highly_Stable__down__Highly_Stable_Down	main_class	OSM	Highly Stable	down	Highly Stable Down	97	7178	1	1	0.0103092783505155	0.000139314572304263	74	0.0135135135135136	0.0454284071305351	TRUE	RvY_15592	238	213	MEOX, MOX	homeobox protein MOX	KEGG KO 2026-09-18	mapped
K09351	KO	OSM__Highly_Stable__down__Highly_Stable_Down	main_class	OSM	Highly Stable	down	Highly Stable Down	97	7178	1	1	0.0103092783505155	0.000139314572304263	74	0.0135135135135136	0.0454284071305351	TRUE	RvY_04437-1	238	213	NKX6-3	homeobox protein Nkx-6.3	KEGG KO 2026-09-18	mapped
K09368	KO	OSM__Highly_Stable__down__Highly_Stable_Down	main_class	OSM	Highly Stable	down	Highly Stable Down	97	7178	1	1	0.0103092783505155	0.000139314572304263	74	0.0135135135135136	0.0454284071305351	TRUE	RvY_12902	238	213	POU6F	POU domain transcription factor, class 6	KEGG KO 2026-09-18	mapped
K09615	KO	OSM__Highly_Stable__down__Highly_Stable_Down	main_class	OSM	Highly Stable	down	Highly Stable Down	97	7178	1	1	0.0103092783505155	0.000139314572304263	74	0.0135135135135136	0.0454284071305351	TRUE	RvY_08546-1	238	213	TPSG1	tryptase gamma 1 [EC:3.4.21.-]	KEGG KO 2026-09-18	mapped
K10446	KO	OSM__Highly_Stable__down__Highly_Stable_Down	main_class	OSM	Highly Stable	down	Highly Stable Down	97	7178	1	1	0.0103092783505155	0.000139314572304263	74	0.0135135135135136	0.0454284071305351	TRUE	RvY_16014	238	213	KLHL8	kelch-like protein 8	KEGG KO 2026-09-18	mapped
K10449	KO	OSM__Highly_Stable__down__Highly_Stable_Down	main_class	OSM	Highly Stable	down	Highly Stable Down	97	7178	1	1	0.0103092783505155	0.000139314572304263	74	0.0135135135135136	0.0454284071305351	TRUE	RvY_15678	238	213	KLHL11	kelch-like protein 11	KEGG KO 2026-09-18	mapped
K11487	KO	OSM__Highly_Stable__down__Highly_Stable_Down	main_class	OSM	Highly Stable	down	Highly Stable Down	97	7178	1	1	0.0103092783505155	0.000139314572304263	74	0.0135135135135136	0.0454284071305351	TRUE	RvY_11806-1	238	213	PCGF1, NSPC1	polycomb group RING finger protein 1	KEGG KO 2026-09-18	mapped
K12180	KO	OSM__Highly_Stable__down__Highly_Stable_Down	main_class	OSM	Highly Stable	down	Highly Stable Down	97	7178	1	1	0.0103092783505155	0.000139314572304263	74	0.0135135135135136	0.0454284071305351	TRUE	RvY_02381-1	238	213	COPS7, CSN7	COP9 signalosome complex subunit 7	KEGG KO 2026-09-18	mapped
K12497	KO	OSM__Highly_Stable__down__Highly_Stable_Down	main_class	OSM	Highly Stable	down	Highly Stable Down	97	7178	1	1	0.0103092783505155	0.000139314572304263	74	0.0135135135135136	0.0454284071305351	TRUE	RvY_04632	238	213	EGR3	early growth response protein 3	KEGG KO 2026-09-18	mapped
K13169	KO	OSM__Highly_Stable__down__Highly_Stable_Down	main_class	OSM	Highly Stable	down	Highly Stable Down	97	7178	1	1	0.0103092783505155	0.000139314572304263	74	0.0135135135135136	0.0454284071305351	TRUE	RvY_11778-1	238	213	AKAP17, SFRS17	A-kinase anchor protein 17	KEGG KO 2026-09-18	mapped
K13618	KO	OSM__Highly_Stable__down__Highly_Stable_Down	main_class	OSM	Highly Stable	down	Highly Stable Down	97	7178	1	1	0.0103092783505155	0.000139314572304263	74	0.0135135135135136	0.0454284071305351	TRUE	RvY_07269-1	238	213	PLA1A	phosphatidylserine sn-1 acylhydrolase [EC:3.1.1.111]	KEGG KO 2026-09-18	mapped
K13706	KO	OSM__Highly_Stable__down__Highly_Stable_Down	main_class	OSM	Highly Stable	down	Highly Stable Down	97	7178	1	1	0.0103092783505155	0.000139314572304263	74	0.0135135135135136	0.0454284071305351	TRUE	RvY_03544-1	238	213	ABHD14	[protein]-L-lysine N-acetyltransferase [EC:2.3.1.338]	KEGG KO 2026-09-18	mapped
K14387	KO	OSM__Highly_Stable__down__Highly_Stable_Down	main_class	OSM	Highly Stable	down	Highly Stable Down	97	7178	1	1	0.0103092783505155	0.000139314572304263	74	0.0135135135135136	0.0454284071305351	TRUE	RvY_01568-1	238	213	SLC5A7, CHT1	solute carrier family 5 (high affinity choline transporter), member 7	KEGG KO 2026-09-18	mapped
K15602	KO	OSM__Highly_Stable__down__Highly_Stable_Down	main_class	OSM	Highly Stable	down	Highly Stable Down	97	7178	1	1	0.0103092783505155	0.000139314572304263	74	0.0135135135135136	0.0454284071305351	TRUE	RvY_00773	238	213	PROM2	prominin 2	KEGG KO 2026-09-18	mapped
K15716	KO	OSM__Highly_Stable__down__Highly_Stable_Down	main_class	OSM	Highly Stable	down	Highly Stable Down	97	7178	1	1	0.0103092783505155	0.000139314572304263	74	0.0135135135135136	0.0454284071305351	TRUE	RvY_13604-1	238	213	ZSWIM2	E3 ubiquitin-protein ligase ZSWIM2 [EC:2.3.2.27]	KEGG KO 2026-09-18	mapped
K17233	KO	OSM__Highly_Stable__down__Highly_Stable_Down	main_class	OSM	Highly Stable	down	Highly Stable Down	97	7178	1	1	0.0103092783505155	0.000139314572304263	74	0.0135135135135136	0.0454284071305351	TRUE	RvY_11066	238	213	DUOXA1	dual oxidase maturation factor 1	KEGG KO 2026-09-18	mapped
K17726	KO	OSM__Highly_Stable__down__Highly_Stable_Down	main_class	OSM	Highly Stable	down	Highly Stable Down	97	7178	1	1	0.0103092783505155	0.000139314572304263	74	0.0135135135135136	0.0454284071305351	TRUE	RvY_08416-1	238	213	CYP4F2_3	phylloquinone omega-hydroxylase / docosahexaenoic acid omega-hydroxylase / leukotriene-B4 20-monooxygenase [EC:1.14.14.78 1.14.14.79 1.14.14.94]	KEGG KO 2026-09-18	mapped
K17731	KO	OSM__Highly_Stable__down__Highly_Stable_Down	main_class	OSM	Highly Stable	down	Highly Stable Down	97	7178	1	1	0.0103092783505155	0.000139314572304263	74	0.0135135135135136	0.0454284071305351	TRUE	RvY_08416-1	238	213	CYP4F22	ultra-long-chain fatty acid omega-hydroxylase [EC:1.14.14.177]	KEGG KO 2026-09-18	mapped
K17796	KO	OSM__Highly_Stable__down__Highly_Stable_Down	main_class	OSM	Highly Stable	down	Highly Stable Down	97	7178	1	1	0.0103092783505155	0.000139314572304263	74	0.0135135135135136	0.0454284071305351	TRUE	RvY_09420-1	238	213	TIM21	mitochondrial import inner membrane translocase subunit TIM21	KEGG KO 2026-09-18	mapped
K17868	KO	OSM__Highly_Stable__down__Highly_Stable_Down	main_class	OSM	Highly Stable	down	Highly Stable Down	97	7178	1	1	0.0103092783505155	0.000139314572304263	74	0.0135135135135136	0.0454284071305351	TRUE	RvY_17927-1	238	213	DPH7, RRT2	diphthine methyl ester acylhydrolase [EC:3.1.1.97]	KEGG KO 2026-09-18	mapped
K17952	KO	OSM__Highly_Stable__down__Highly_Stable_Down	main_class	OSM	Highly Stable	down	Highly Stable Down	97	7178	1	1	0.0103092783505155	0.000139314572304263	74	0.0135135135135136	0.0454284071305351	TRUE	RvY_08416-1	238	213	CYP29A	cytochrome P450 family 29 subfamily A	KEGG KO 2026-09-18	mapped
K19606	KO	OSM__Highly_Stable__down__Highly_Stable_Down	main_class	OSM	Highly Stable	down	Highly Stable Down	97	7178	1	1	0.0103092783505155	0.000139314572304263	74	0.0135135135135136	0.0454284071305351	TRUE	RvY_09872-1	238	213	CRTAP	cartilage-associated protein	KEGG KO 2026-09-18	mapped
K19828	KO	OSM__Highly_Stable__down__Highly_Stable_Down	main_class	OSM	Highly Stable	down	Highly Stable Down	97	7178	1	1	0.0103092783505155	0.000139314572304263	74	0.0135135135135136	0.0454284071305351	TRUE	RvY_03458-1	238	213	MTG1	mitochondrial GTPase 1	KEGG KO 2026-09-18	mapped
K19899	KO	OSM__Highly_Stable__down__Highly_Stable_Down	main_class	OSM	Highly Stable	down	Highly Stable Down	97	7178	1	1	0.0103092783505155	0.000139314572304263	74	0.0135135135135136	0.0454284071305351	TRUE	RvY_02759-1	238	213	GP2	pancreatic secretory granule membrane major glycoprotein GP2	KEGG KO 2026-09-18	mapped
K20671	KO	OSM__Highly_Stable__down__Highly_Stable_Down	main_class	OSM	Highly Stable	down	Highly Stable Down	97	7178	1	1	0.0103092783505155	0.000139314572304263	74	0.0135135135135136	0.0454284071305351	TRUE	RvY_04041-1	238	213	PSH	serine protease persephone [EC:3.4.21.-]	KEGG KO 2026-09-18	mapped
K20675	KO	OSM__Highly_Stable__down__Highly_Stable_Down	main_class	OSM	Highly Stable	down	Highly Stable Down	97	7178	1	1	0.0103092783505155	0.000139314572304263	74	0.0135135135135136	0.0454284071305351	TRUE	RvY_04041-1	238	213	SPIRIT	serine protease immune response integrator	KEGG KO 2026-09-18	mapped
K22459	KO	OSM__Highly_Stable__down__Highly_Stable_Down	main_class	OSM	Highly Stable	down	Highly Stable Down	97	7178	1	1	0.0103092783505155	0.000139314572304263	74	0.0135135135135136	0.0454284071305351	TRUE	RvY_09872-1	238	213	P3H2	procollagen-proline 3-dioxygenase 2 [EC:1.14.11.7]	KEGG KO 2026-09-18	mapped
K22460	KO	OSM__Highly_Stable__down__Highly_Stable_Down	main_class	OSM	Highly Stable	down	Highly Stable Down	97	7178	1	1	0.0103092783505155	0.000139314572304263	74	0.0135135135135136	0.0454284071305351	TRUE	RvY_09872-1	238	213	P3H3	procollagen-proline 3-dioxygenase 3 [EC:1.14.11.7]	KEGG KO 2026-09-18	mapped
ko04550	PATHWAY	OSM__Highly_Stable__down__Highly_Stable_Down	main_class	OSM	Highly Stable	down	Highly Stable Down	60	4680	7	95	0.116666666666667	0.0202991452991453	5.74736842105263	0.000182534914228244	0.022451794450074	TRUE	RvY_00203-1;RvY_03313;RvY_04177-1;RvY_10227-1;RvY_11806-1;RvY_13275-1;RvY_13464	238	213	Signaling pathways regulating pluripotency of stem cells		KEGG PATHWAY 2026-09-17	mapped
map04550	PATHWAY	OSM__Highly_Stable__down__Highly_Stable_Down	main_class	OSM	Highly Stable	down	Highly Stable Down	60	4680	7	95	0.116666666666667	0.0202991452991453	5.74736842105263	0.000182534914228244	0.022451794450074	TRUE	RvY_00203-1;RvY_03313;RvY_04177-1;RvY_10227-1;RvY_11806-1;RvY_13275-1;RvY_13464	238	213	Signaling pathways regulating pluripotency of stem cells		KEGG PATHWAY 2026-09-17	mapped
K04448	KO	OSM__Highly_Stable__up__Highly_Stable_Up	main_class	OSM	Highly Stable	up	Highly Stable Up	71	7178	2	2	0.028169014084507	0.000278629144608526	101.098591549296	9.64739340047634e-05	0.00933366547647759	TRUE	RvY_04384-1;RvY_12385-1	203	176	JUN	transcription factor AP-1	KEGG KO 2026-09-18	mapped
K14381	KO	OSM__Highly_Stable__up__Highly_Stable_Up	main_class	OSM	Highly Stable	up	Highly Stable Up	71	7178	2	3	0.028169014084507	0.000417943716912789	67.3990610328639	0.00028756653405266	0.00933366547647759	TRUE	RvY_11352-1;RvY_18462-1	203	176	SQSTM1	sequestosome 1	KEGG KO 2026-09-18	mapped
K19511	KO	OSM__Highly_Stable__up__Highly_Stable_Up	main_class	OSM	Highly Stable	up	Highly Stable Up	71	7178	3	16	0.0422535211267606	0.00222903315686821	18.955985915493	0.000473565869570986	0.00933366547647759	TRUE	RvY_04086;RvY_14293;RvY_18899	203	176	PXDN, VPO1	peroxidase [EC:1.11.1.7]	KEGG KO 2026-09-18	mapped
K03283	KO	OSM__Highly_Stable__up__Highly_Stable_Up	main_class	OSM	Highly Stable	up	Highly Stable Up	71	7178	2	4	0.028169014084507	0.000557258289217052	50.5492957746479	0.000571448906723118	0.00933366547647759	TRUE	RvY_12682-1;RvY_14004-1	203	176	HSPA1_6_8	heat shock 70kDa protein 1/6/8	KEGG KO 2026-09-18	mapped
K09542	KO	OSM__Highly_Stable__up__Highly_Stable_Up	main_class	OSM	Highly Stable	up	Highly Stable Up	71	7178	2	4	0.028169014084507	0.000557258289217052	50.5492957746479	0.000571448906723118	0.00933366547647759	TRUE	RvY_08665-1;RvY_15789-1	203	176	CRYAB	crystallin, alpha B	KEGG KO 2026-09-18	mapped
K09543	KO	OSM__Highly_Stable__up__Highly_Stable_Up	main_class	OSM	Highly Stable	up	Highly Stable Up	71	7178	2	4	0.028169014084507	0.000557258289217052	50.5492957746479	0.000571448906723118	0.00933366547647759	TRUE	RvY_08665-1;RvY_15789-1	203	176	HSPB2	heat shock protein beta-2	KEGG KO 2026-09-18	mapped
K08237	KO	OSM__Highly_Stable__up__Highly_Stable_Up	main_class	OSM	Highly Stable	up	Highly Stable Up	71	7178	2	6	0.028169014084507	0.000835887433825578	33.6995305164319	0.00141039730217814	0.019745562230494	TRUE	RvY_04707-1;RvY_17925-1	203	176	E2.4.1.218	hydroquinone glucosyltransferase [EC:2.4.1.218]	KEGG KO 2026-09-18	mapped
K01028	KO	OSM__Highly_Stable__up__Highly_Stable_Up	main_class	OSM	Highly Stable	up	Highly Stable Up	71	7178	1	1	0.0140845070422535	0.000139314572304263	101.098591549296	0.0098913346336027	0.0285103174733254	TRUE	RvY_14167-1	203	176	scoA	3-oxoacid CoA-transferase subunit A [EC:2.8.3.5]	KEGG KO 2026-09-18	mapped
K01296	KO	OSM__Highly_Stable__up__Highly_Stable_Up	main_class	OSM	Highly Stable	up	Highly Stable Up	71	7178	1	1	0.0140845070422535	0.000139314572304263	101.098591549296	0.0098913346336027	0.0285103174733254	TRUE	RvY_18700-1	203	176	CPM	carboxypeptidase M [EC:3.4.17.12]	KEGG KO 2026-09-18	mapped
K01396	KO	OSM__Highly_Stable__up__Highly_Stable_Up	main_class	OSM	Highly Stable	up	Highly Stable Up	71	7178	1	1	0.0140845070422535	0.000139314572304263	101.098591549296	0.0098913346336027	0.0285103174733254	TRUE	RvY_16290	203	176	MMP10	matrix metalloproteinase-10 (stromelysin 2) [EC:3.4.24.22]	KEGG KO 2026-09-18	mapped
K02104	KO	OSM__Highly_Stable__up__Highly_Stable_Up	main_class	OSM	Highly Stable	up	Highly Stable Up	71	7178	1	1	0.0140845070422535	0.000139314572304263	101.098591549296	0.0098913346336027	0.0285103174733254	TRUE	RvY_17449-1	203	176	AOS	protein giant-lens (argos)	KEGG KO 2026-09-18	mapped
K03791	KO	OSM__Highly_Stable__up__Highly_Stable_Up	main_class	OSM	Highly Stable	up	Highly Stable Up	71	7178	1	1	0.0140845070422535	0.000139314572304263	101.098591549296	0.0098913346336027	0.0285103174733254	TRUE	RvY_16177-1	203	176	K03791	putative chitinase	KEGG KO 2026-09-18	mapped
K03883	KO	OSM__Highly_Stable__up__Highly_Stable_Up	main_class	OSM	Highly Stable	up	Highly Stable Up	71	7178	1	1	0.0140845070422535	0.000139314572304263	101.098591549296	0.0098913346336027	0.0285103174733254	TRUE	nad5	203	176	ND5	NADH-ubiquinone oxidoreductase chain 5 [EC:7.1.1.2]	KEGG KO 2026-09-18	mapped
K03910	KO	OSM__Highly_Stable__up__Highly_Stable_Up	main_class	OSM	Highly Stable	up	Highly Stable Up	71	7178	1	1	0.0140845070422535	0.000139314572304263	101.098591549296	0.0098913346336027	0.0285103174733254	TRUE	RvY_13322	203	176	A2M	alpha-2-macroglobulin	KEGG KO 2026-09-18	mapped
K06100	KO	OSM__Highly_Stable__up__Highly_Stable_Up	main_class	OSM	Highly Stable	up	Highly Stable Up	71	7178	1	1	0.0140845070422535	0.000139314572304263	101.098591549296	0.0098913346336027	0.0285103174733254	TRUE	RvY_17409-1	203	176	SYMPK	symplekin	KEGG KO 2026-09-18	mapped
K06792	KO	OSM__Highly_Stable__up__Highly_Stable_Up	main_class	OSM	Highly Stable	up	Highly Stable Up	71	7178	1	1	0.0140845070422535	0.000139314572304263	101.098591549296	0.0098913346336027	0.0285103174733254	TRUE	RvY_03445-1	203	176	AGC1, CSPG1	aggrecan 1	KEGG KO 2026-09-18	mapped
K06793	KO	OSM__Highly_Stable__up__Highly_Stable_Up	main_class	OSM	Highly Stable	up	Highly Stable Up	71	7178	1	1	0.0140845070422535	0.000139314572304263	101.098591549296	0.0098913346336027	0.0285103174733254	TRUE	RvY_03445-1	203	176	VCAN, CSPG2	versican core protein	KEGG KO 2026-09-18	mapped
K08033	KO	OSM__Highly_Stable__up__Highly_Stable_Up	main_class	OSM	Highly Stable	up	Highly Stable Up	71	7178	1	1	0.0140845070422535	0.000139314572304263	101.098591549296	0.0098913346336027	0.0285103174733254	TRUE	RvY_08733-1	203	176	NEUROD1	neurogenic differentiation factor 1	KEGG KO 2026-09-18	mapped
K09078	KO	OSM__Highly_Stable__up__Highly_Stable_Up	main_class	OSM	Highly Stable	up	Highly Stable Up	71	7178	1	1	0.0140845070422535	0.000139314572304263	101.098591549296	0.0098913346336027	0.0285103174733254	TRUE	RvY_08733-1	203	176	NEUROD2	neurogenic differentiation factor 2	KEGG KO 2026-09-18	mapped
K10442	KO	OSM__Highly_Stable__up__Highly_Stable_Up	main_class	OSM	Highly Stable	up	Highly Stable Up	71	7178	1	1	0.0140845070422535	0.000139314572304263	101.098591549296	0.0098913346336027	0.0285103174733254	TRUE	RvY_06604-1	203	176	KLHL1_4_5	kelch-like protein 1/4/5	KEGG KO 2026-09-18	mapped
K11339	KO	OSM__Highly_Stable__up__Highly_Stable_Up	main_class	OSM	Highly Stable	up	Highly Stable Up	71	7178	1	1	0.0140845070422535	0.000139314572304263	101.098591549296	0.0098913346336027	0.0285103174733254	TRUE	RvY_07226-1	203	176	MORF4L1, MRG15, EAF3	mortality factor 4-like protein 1	KEGG KO 2026-09-18	mapped
K11450	KO	OSM__Highly_Stable__up__Highly_Stable_Up	main_class	OSM	Highly Stable	up	Highly Stable Up	71	7178	1	1	0.0140845070422535	0.000139314572304263	101.098591549296	0.0098913346336027	0.0285103174733254	TRUE	RvY_12826-1	203	176	KDM1A, AOF2, LSD1	[histone H3]-N6,N6-dimethyl-L-lysine4 FAD-dependent demethylase [EC:1.14.99.66]	KEGG KO 2026-09-18	mapped
K12132	KO	OSM__Highly_Stable__up__Highly_Stable_Up	main_class	OSM	Highly Stable	up	Highly Stable Up	71	7178	1	1	0.0140845070422535	0.000139314572304263	101.098591549296	0.0098913346336027	0.0285103174733254	TRUE	RvY_16270-1	203	176	prkC, stkP	eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]	KEGG KO 2026-09-18	mapped
K12192	KO	OSM__Highly_Stable__up__Highly_Stable_Up	main_class	OSM	Highly Stable	up	Highly Stable Up	71	7178	1	1	0.0140845070422535	0.000139314572304263	101.098591549296	0.0098913346336027	0.0285103174733254	TRUE	RvY_09389-1	203	176	CHMP2B	charged multivesicular body protein 2B	KEGG KO 2026-09-18	mapped
K13269	KO	OSM__Highly_Stable__up__Highly_Stable_Up	main_class	OSM	Highly Stable	up	Highly Stable Up	71	7178	1	1	0.0140845070422535	0.000139314572304263	101.098591549296	0.0098913346336027	0.0285103174733254	TRUE	RvY_14951-1	203	176	E2.4.1.234	kaempferol 3-O-beta-D-galactosyltransferase [EC:2.4.1.234]	KEGG KO 2026-09-18	mapped
K17572	KO	OSM__Highly_Stable__up__Highly_Stable_Up	main_class	OSM	Highly Stable	up	Highly Stable Up	71	7178	1	1	0.0140845070422535	0.000139314572304263	101.098591549296	0.0098913346336027	0.0285103174733254	TRUE	RvY_05437-1	203	176	ARFGEF3, KEPI	brefeldin A-inhibited guanine nucleotide-exchange protein 3	KEGG KO 2026-09-18	mapped
K17680	KO	OSM__Highly_Stable__up__Highly_Stable_Up	main_class	OSM	Highly Stable	up	Highly Stable Up	71	7178	1	1	0.0140845070422535	0.000139314572304263	101.098591549296	0.0098913346336027	0.0285103174733254	TRUE	RvY_08734-1	203	176	TWNK, PEO1	twinkle mtDNA helicase [EC:5.6.2.3]	KEGG KO 2026-09-18	mapped
K19872	KO	OSM__Highly_Stable__up__Highly_Stable_Up	main_class	OSM	Highly Stable	up	Highly Stable Up	71	7178	1	1	0.0140845070422535	0.000139314572304263	101.098591549296	0.0098913346336027	0.0285103174733254	TRUE	RvY_17109	203	176	FKTN	fukutin [EC:2.7.8.-]	KEGG KO 2026-09-18	mapped
K20285	KO	OSM__Highly_Stable__up__Highly_Stable_Up	main_class	OSM	Highly Stable	up	Highly Stable Up	71	7178	1	1	0.0140845070422535	0.000139314572304263	101.098591549296	0.0098913346336027	0.0285103174733254	TRUE	RvY_06604-1	203	176	RABEPK	Rab9 effector protein with kelch motifs	KEGG KO 2026-09-18	mapped
K20628	KO	OSM__Highly_Stable__up__Highly_Stable_Up	main_class	OSM	Highly Stable	up	Highly Stable Up	71	7178	1	1	0.0140845070422535	0.000139314572304263	101.098591549296	0.0098913346336027	0.0285103174733254	TRUE	RvY_16176-1	203	176	exlX	expansin	KEGG KO 2026-09-18	mapped
