gene_set_id	gene_set_family	condition	stability_region	dominant_state	signal_class	enrichment_type	kegg_term	query_size	background_size	query_overlap_count	background_term_count	query_fraction	background_fraction	enrichment_ratio	p_value	adjusted_p_value	significant	contributing_feature_ids	all_feature_count	annotated_feature_count
LT__Highly_Stable__down__Highly_Stable_Down	main_class	LT	Highly Stable	down	Highly Stable Down	KO	K10866	37	7178	1	1	0.02702702702702703	1.3931457230426304e-4	194	0.005154639175257825	0.01030927835051565	TRUE	RvY_02973-1	84	75
LT__Highly_Stable__down__Highly_Stable_Down	main_class	LT	Highly Stable	down	Highly Stable Down	KO	K12478	37	7178	1	1	0.02702702702702703	1.3931457230426304e-4	194	0.005154639175257825	0.01030927835051565	TRUE	RvY_16583-1	84	75
LT__Highly_Stable__down__Highly_Stable_Down	main_class	LT	Highly Stable	down	Highly Stable Down	KO	K12482	37	7178	1	1	0.02702702702702703	1.3931457230426304e-4	194	0.005154639175257825	0.01030927835051565	TRUE	RvY_17732-1	84	75
LT__Highly_Stable__down__Highly_Stable_Down	main_class	LT	Highly Stable	down	Highly Stable Down	KO	K13618	37	7178	1	1	0.02702702702702703	1.3931457230426304e-4	194	0.005154639175257825	0.01030927835051565	TRUE	RvY_07269-1	84	75
LT__Highly_Stable__down__Highly_Stable_Down	main_class	LT	Highly Stable	down	Highly Stable Down	KO	K14559	37	7178	1	1	0.02702702702702703	1.3931457230426304e-4	194	0.005154639175257825	0.01030927835051565	TRUE	RvY_18636-1	84	75
LT__Highly_Stable__down__Highly_Stable_Down	main_class	LT	Highly Stable	down	Highly Stable Down	KO	K14567	37	7178	1	1	0.02702702702702703	1.3931457230426304e-4	194	0.005154639175257825	0.01030927835051565	TRUE	RvY_14347-1	84	75
LT__Highly_Stable__down__Highly_Stable_Down	main_class	LT	Highly Stable	down	Highly Stable Down	KO	K14786	37	7178	1	1	0.02702702702702703	1.3931457230426304e-4	194	0.005154639175257825	0.01030927835051565	TRUE	RvY_13169-1	84	75
LT__Highly_Stable__down__Highly_Stable_Down	main_class	LT	Highly Stable	down	Highly Stable Down	KO	K14823	37	7178	1	1	0.02702702702702703	1.3931457230426304e-4	194	0.005154639175257825	0.01030927835051565	TRUE	RvY_00914-1	84	75
LT__Highly_Stable__down__Highly_Stable_Down	main_class	LT	Highly Stable	down	Highly Stable Down	KO	K14833	37	7178	1	1	0.02702702702702703	1.3931457230426304e-4	194	0.005154639175257825	0.01030927835051565	TRUE	RvY_17677-1	84	75
LT__Highly_Stable__down__Highly_Stable_Down	main_class	LT	Highly Stable	down	Highly Stable Down	KO	K15541	37	7178	1	1	0.02702702702702703	1.3931457230426304e-4	194	0.005154639175257825	0.01030927835051565	TRUE	RvY_15517-1	84	75
LT__Highly_Stable__down__Highly_Stable_Down	main_class	LT	Highly Stable	down	Highly Stable Down	KO	K16261	37	7178	1	1	0.02702702702702703	1.3931457230426304e-4	194	0.005154639175257825	0.01030927835051565	TRUE	RvY_00509-1	84	75
LT__Highly_Stable__down__Highly_Stable_Down	main_class	LT	Highly Stable	down	Highly Stable Down	KO	K16462	37	7178	1	1	0.02702702702702703	1.3931457230426304e-4	194	0.005154639175257825	0.01030927835051565	TRUE	RvY_14636	84	75
LT__Highly_Stable__down__Highly_Stable_Down	main_class	LT	Highly Stable	down	Highly Stable Down	KO	K20286	37	7178	1	1	0.02702702702702703	1.3931457230426304e-4	194	0.005154639175257825	0.01030927835051565	TRUE	RvY_15563-1	84	75
LT__Highly_Stable__down__Highly_Stable_Down	main_class	LT	Highly Stable	down	Highly Stable Down	KO	K01495	37	7178	1	2	0.02702702702702703	0.00027862914460852607	97	0.01028342255975212	0.015082353087636441	TRUE	RvY_06092-1	84	75
LT__Highly_Stable__down__Highly_Stable_Down	main_class	LT	Highly Stable	down	Highly Stable Down	KO	K04429	37	7178	1	2	0.02702702702702703	0.00027862914460852607	97	0.01028342255975212	0.015082353087636441	TRUE	RvY_15656-1	84	75
LT__Highly_Stable__down__Highly_Stable_Down	main_class	LT	Highly Stable	down	Highly Stable Down	KO	K08000	37	7178	1	2	0.02702702702702703	0.00027862914460852607	97	0.01028342255975212	0.015082353087636441	TRUE	RvY_02815-1	84	75
LT__Highly_Stable__down__Highly_Stable_Down	main_class	LT	Highly Stable	down	Highly Stable Down	KO	K10742	37	7178	1	2	0.02702702702702703	0.00027862914460852607	97	0.01028342255975212	0.015082353087636441	TRUE	RvY_17732-1	84	75
LT__Highly_Stable__down__Highly_Stable_Down	main_class	LT	Highly Stable	down	Highly Stable Down	KO	K12162	37	7178	1	2	0.02702702702702703	0.00027862914460852607	97	0.01028342255975212	0.015082353087636441	TRUE	RvY_08352-1	84	75
LT__Highly_Stable__down__Highly_Stable_Down	main_class	LT	Highly Stable	down	Highly Stable Down	KO	K12298	37	7178	1	2	0.02702702702702703	0.00027862914460852607	97	0.01028342255975212	0.015082353087636441	TRUE	RvY_08250-1	84	75
LT__Highly_Stable__down__Highly_Stable_Down	main_class	LT	Highly Stable	down	Highly Stable Down	KO	K17785	37	7178	1	2	0.02702702702702703	0.00027862914460852607	97	0.01028342255975212	0.015082353087636441	TRUE	RvY_13815-1	84	75
LT__Highly_Stable__down__Highly_Stable_Down	main_class	LT	Highly Stable	down	Highly Stable Down	KO	K22197	37	7178	1	2	0.02702702702702703	0.00027862914460852607	97	0.01028342255975212	0.015082353087636441	TRUE	RvY_06754-1	84	75
LT__Highly_Stable__down__Highly_Stable_Down	main_class	LT	Highly Stable	down	Highly Stable Down	KO	K06254	37	7178	1	3	0.02702702702702703	4.1794371691278906e-4	64.66666666666667	0.015386476261715298	0.020515301682287063	TRUE	RvY_07876-1	84	75
LT__Highly_Stable__down__Highly_Stable_Down	main_class	LT	Highly Stable	down	Highly Stable Down	KO	K06675	37	7178	1	3	0.02702702702702703	4.1794371691278906e-4	64.66666666666667	0.015386476261715298	0.020515301682287063	TRUE	RvY_09465-3	84	75
LT__Highly_Stable__down__Highly_Stable_Down	main_class	LT	Highly Stable	down	Highly Stable Down	KO	K08778	37	7178	1	3	0.02702702702702703	4.1794371691278906e-4	64.66666666666667	0.015386476261715298	0.020515301682287063	TRUE	RvY_08395-1	84	75
LT__Highly_Stable__down__Highly_Stable_Down	main_class	LT	Highly Stable	down	Highly Stable Down	KO	K18542	37	7178	1	4	0.02702702702702703	5.572582892170521e-4	48.5	0.020463925791794013	0.026482727495262842	TRUE	RvY_08395-1	84	75
LT__Highly_Stable__down__Highly_Stable_Down	main_class	LT	Highly Stable	down	Highly Stable Down	KO	K08471	37	7178	1	5	0.02702702702702703	6.965728615213151e-4	38.800000000000004	0.02551589606579785	0.03118609519153071	TRUE	RvY_07857-1	84	75
LT__Highly_Stable__down__Highly_Stable_Down	main_class	LT	Highly Stable	down	Highly Stable Down	KO	K08664	37	7178	1	5	0.02702702702702703	6.965728615213151e-4	38.800000000000004	0.02551589606579785	0.03118609519153071	TRUE	RvY_01282-1	84	75
LT__Highly_Stable__down__Highly_Stable_Down	main_class	LT	Highly Stable	down	Highly Stable Down	KO	K09630	37	7178	1	6	0.02702702702702703	8.358874338255781e-4	32.333333333333336	0.03054251140743558	0.03536501320860962	TRUE	RvY_01282-1	84	75
LT__Highly_Stable__down__Highly_Stable_Down	main_class	LT	Highly Stable	down	Highly Stable Down	KO	K18543	37	7178	1	6	0.02702702702702703	8.358874338255781e-4	32.333333333333336	0.03054251140743558	0.03536501320860962	TRUE	RvY_08395-1	84	75
LT__Highly_Stable__down__Highly_Stable_Down	main_class	LT	Highly Stable	down	Highly Stable Down	KO	K07378	37	7178	1	7	0.02702702702702703	9.752020061298412e-4	27.714285714285715	0.035543895551039206	0.040100805237069874	TRUE	RvY_08250-1	84	75
LT__Highly_Stable__down__Highly_Stable_Down	main_class	LT	Highly Stable	down	Highly Stable Down	KO	K09628	37	7178	1	8	0.02702702702702703	0.0011145165784341043	24.25	0.04052017164427757	0.04457218880870533	TRUE	RvY_01282-1	84	75
LT__Highly_Stable__up	directional_stable	LT	Highly Stable	up	NA	KO	K00503	18	7178	2	9	0.1111111111111111	0.0012538311507383673	88.61728395061728	2.1161985808404904e-4	0.0065602156006055205	TRUE	RvY_06866-1;RvY_13377-1	42	40
LT__Highly_Stable__up	directional_stable	LT	Highly Stable	up	NA	PATHWAY	ko00140	14	4680	3	61	0.21428571428571427	0.013034188034188035	16.440281030444964	6.925297562826269e-4	0.014467149468380062	TRUE	RvY_03557-1;RvY_04952-1;RvY_19256-1	42	40
LT__Highly_Stable__up	directional_stable	LT	Highly Stable	up	NA	PATHWAY	map00140	14	4680	3	61	0.21428571428571427	0.013034188034188035	16.440281030444964	6.925297562826269e-4	0.014467149468380062	TRUE	RvY_03557-1;RvY_04952-1;RvY_19256-1	42	40
LT__Highly_Stable__up	directional_stable	LT	Highly Stable	up	NA	PATHWAY	ko00982	14	4680	3	63	0.21428571428571427	0.013461538461538462	15.918367346938775	7.614289193884243e-4	0.014467149468380062	TRUE	RvY_04952-1;RvY_06044;RvY_19256-1	42	40
LT__Highly_Stable__up	directional_stable	LT	Highly Stable	up	NA	PATHWAY	map00982	14	4680	3	63	0.21428571428571427	0.013461538461538462	15.918367346938775	7.614289193884243e-4	0.014467149468380062	TRUE	RvY_04952-1;RvY_06044;RvY_19256-1	42	40
LT__Highly_Stable__up	directional_stable	LT	Highly Stable	up	NA	KO	K02934	18	7178	1	1	0.05555555555555555	1.3931457230426304e-4	398.7777777777777	0.0025076623014768096	0.019411365941625902	TRUE	RvY_14544-1	42	40
LT__Highly_Stable__up	directional_stable	LT	Highly Stable	up	NA	KO	K00485	18	7178	1	2	0.05555555555555555	0.00027862914460852607	199.38888888888886	0.005009384759129265	0.019411365941625902	TRUE	RvY_06044	42	40
LT__Highly_Stable__up	directional_stable	LT	Highly Stable	up	NA	KO	K01581	18	7178	1	2	0.05555555555555555	0.00027862914460852607	199.38888888888886	0.005009384759129265	0.019411365941625902	TRUE	RvY_06207	42	40
LT__Highly_Stable__up	directional_stable	LT	Highly Stable	up	NA	KO	K11994	18	7178	1	2	0.05555555555555555	0.00027862914460852607	199.38888888888886	0.005009384759129265	0.019411365941625902	TRUE	RvY_03237-1	42	40
LT__Highly_Stable__up	directional_stable	LT	Highly Stable	up	NA	KO	K11995	18	7178	1	2	0.05555555555555555	0.00027862914460852607	199.38888888888886	0.005009384759129265	0.019411365941625902	TRUE	RvY_03237-1	42	40
LT__Highly_Stable__up	directional_stable	LT	Highly Stable	up	NA	KO	K17712	18	7178	1	2	0.05555555555555555	0.00027862914460852607	199.38888888888886	0.005009384759129265	0.019411365941625902	TRUE	RvY_19256-1	42	40
