condition	feature_id	SSI	stability_level	stability_level_clean
gam	RvY_03458-1	0.75	stable	Stable
gam	RvY_03460-1	0.75	stable	Stable
gam	RvY_03462-1	0.75	stable	Stable
gam	RvY_03469	0.75	stable	Stable
gam	RvY_03482-1	0.75	stable	Stable
gam	RvY_03487-1	0.75	stable	Stable
gam	RvY_03488-1	0.75	stable	Stable
gam	RvY_03514-1	0.75	stable	Stable
gam	RvY_03518-1	0.75	stable	Stable
gam	RvY_03521-1	0.75	stable	Stable
gam	RvY_03526-1	0.75	stable	Stable
gam	RvY_03527-1	0.75	stable	Stable
gam	RvY_03530-1	0.75	stable	Stable
gam	RvY_03541-1	0.75	stable	Stable
gam	RvY_03544-1	0.75	stable	Stable
gam	RvY_03559-1	0.75	stable	Stable
gam	RvY_03560-1	0.75	stable	Stable
gam	RvY_03566-1	0.75	stable	Stable
gam	RvY_03573-1	0.75	stable	Stable
gam	RvY_03574-1	0.75	stable	Stable
gam	RvY_03584-1	0.75	stable	Stable
gam	RvY_03590-1	0.75	stable	Stable
gam	RvY_03598	0.75	stable	Stable
gam	RvY_03605-1	0.75	stable	Stable
gam	RvY_03607-1	0.75	stable	Stable
gam	RvY_03611-1	0.75	stable	Stable
gam	RvY_03634	0.75	stable	Stable
gam	RvY_03635	0.75	stable	Stable
gam	RvY_03638-1	0.75	stable	Stable
gam	RvY_03639-1	0.75	stable	Stable
gam	RvY_03644-1	0.75	stable	Stable
gam	RvY_03649-1	0.75	stable	Stable
gam	RvY_03666-1	0.75	stable	Stable
gam	RvY_03670-1	0.75	stable	Stable
gam	RvY_03672-1	0.75	stable	Stable
gam	RvY_03691-1	0.75	stable	Stable
gam	RvY_03705-1	0.75	stable	Stable
gam	RvY_03710-1	0.75	stable	Stable
gam	RvY_03717	0.75	stable	Stable
gam	RvY_03727-1	0.75	stable	Stable
gam	RvY_03733-1	0.75	stable	Stable
gam	RvY_03742-1	0.75	stable	Stable
gam	RvY_03744-1	0.75	stable	Stable
gam	RvY_03746-1	0.75	stable	Stable
gam	RvY_03751	0.75	stable	Stable
gam	RvY_03755-1	0.75	stable	Stable
gam	RvY_03775	0.75	stable	Stable
gam	RvY_03780-1	0.75	stable	Stable
gam	RvY_03783	0.75	stable	Stable
gam	RvY_03785-1	0.75	stable	Stable
gam	RvY_03804-1	0.75	stable	Stable
gam	RvY_03806-1	0.75	stable	Stable
gam	RvY_03821	0.75	stable	Stable
gam	RvY_03833-1	0.75	stable	Stable
gam	RvY_03834-1	0.75	stable	Stable
gam	RvY_03850	0.75	stable	Stable
gam	RvY_03854-1	0.75	stable	Stable
gam	RvY_03863-1	0.75	stable	Stable
gam	RvY_03889-1	0.75	stable	Stable
gam	RvY_03892-1	0.75	stable	Stable
gam	RvY_03898	0.75	stable	Stable
gam	RvY_03916-1	0.75	stable	Stable
gam	RvY_03924-1	0.75	stable	Stable
gam	RvY_03928	0.75	stable	Stable
gam	RvY_03931-1	0.75	stable	Stable
gam	RvY_03933-1	0.75	stable	Stable
gam	RvY_03938-1	0.75	stable	Stable
gam	RvY_03940-1	0.75	stable	Stable
gam	RvY_03942-1	0.75	stable	Stable
gam	RvY_03944	0.75	stable	Stable
gam	RvY_03955-1	0.75	stable	Stable
gam	RvY_03959-1	0.75	stable	Stable
gam	RvY_03961-1	0.75	stable	Stable
gam	RvY_03964-1	0.75	stable	Stable
gam	RvY_03989-1	0.75	stable	Stable
gam	RvY_03997-1	0.75	stable	Stable
gam	RvY_03998-1	0.75	stable	Stable
gam	RvY_04011-1	0.75	stable	Stable
gam	RvY_04017-1	0.75	stable	Stable
gam	RvY_04033	0.75	stable	Stable
gam	RvY_04042	0.75	stable	Stable
gam	RvY_04044-1	0.75	stable	Stable
gam	RvY_04045-1	0.75	stable	Stable
gam	RvY_04052-1	0.75	stable	Stable
gam	RvY_04061-1	0.75	stable	Stable
gam	RvY_04062	0.75	stable	Stable
gam	RvY_04089-1	0.75	stable	Stable
gam	RvY_04092	0.75	stable	Stable
gam	RvY_04102-1	0.75	stable	Stable
gam	RvY_04116-1	0.75	stable	Stable
gam	RvY_04118	0.75	stable	Stable
gam	RvY_04137-1	0.75	stable	Stable
gam	RvY_04153-1	0.75	stable	Stable
gam	RvY_04155	0.75	stable	Stable
gam	RvY_04184	0.75	stable	Stable
gam	RvY_04189-1	0.75	stable	Stable
gam	RvY_04193-1	0.75	stable	Stable
gam	RvY_04208	0.75	stable	Stable
gam	RvY_04218-1	0.75	stable	Stable
gam	RvY_04227-1	0.75	stable	Stable
gam	RvY_04232-1	0.75	stable	Stable
gam	RvY_04234-1	0.75	stable	Stable
gam	RvY_04255-1	0.75	stable	Stable
gam	RvY_04258-1	0.75	stable	Stable
gam	RvY_04262-1	0.75	stable	Stable
gam	RvY_04289-1	0.75	stable	Stable
gam	RvY_04291-1	0.75	stable	Stable
gam	RvY_04300-1	0.75	stable	Stable
gam	RvY_04310-1	0.75	stable	Stable
gam	RvY_04317-1	0.75	stable	Stable
gam	RvY_04319-1	0.75	stable	Stable
gam	RvY_04341-1	0.75	stable	Stable
gam	RvY_04347-1	0.75	stable	Stable
gam	RvY_04371-1	0.75	stable	Stable
gam	RvY_04393-1	0.75	stable	Stable
gam	RvY_04408-1	0.75	stable	Stable
gam	RvY_04416-1	0.75	stable	Stable
gam	RvY_04420-1	0.75	stable	Stable
gam	RvY_04438-1	0.75	stable	Stable
gam	RvY_04443-1	0.75	stable	Stable
gam	RvY_04446	0.75	stable	Stable
gam	RvY_04452-1	0.75	stable	Stable
gam	RvY_04456-1	0.75	stable	Stable
gam	RvY_04457-1	0.75	stable	Stable
gam	RvY_04472-1	0.75	stable	Stable
gam	RvY_04482	0.75	stable	Stable
gam	RvY_04483-1	0.75	stable	Stable
gam	RvY_04489-1	0.75	stable	Stable
gam	RvY_04503-1	0.75	stable	Stable
gam	RvY_04519	0.75	stable	Stable
gam	RvY_04540	0.75	stable	Stable
gam	RvY_04542-1	0.75	stable	Stable
gam	RvY_04557	0.75	stable	Stable
gam	RvY_04558-1	0.75	stable	Stable
gam	RvY_04560-1	0.75	stable	Stable
gam	RvY_04575-1	0.75	stable	Stable
gam	RvY_04582	0.75	stable	Stable
gam	RvY_04586-1	0.75	stable	Stable
gam	RvY_04597-1	0.75	stable	Stable
gam	RvY_04604-1	0.75	stable	Stable
gam	RvY_04632	0.75	stable	Stable
gam	RvY_04648-1	0.75	stable	Stable
gam	RvY_04650-1	0.75	stable	Stable
gam	RvY_04658-1	0.75	stable	Stable
gam	RvY_04664-1	0.75	stable	Stable
gam	RvY_04667-1	0.75	stable	Stable
gam	RvY_04671-1	0.75	stable	Stable
gam	RvY_04673	0.75	stable	Stable
gam	RvY_04686	0.75	stable	Stable
gam	RvY_04707-1	0.75	stable	Stable
gam	RvY_04709-1	0.75	stable	Stable
gam	RvY_04710-1	0.75	stable	Stable
gam	RvY_04712-1	0.75	stable	Stable
gam	RvY_04721-1	0.75	stable	Stable
gam	RvY_04727-1	0.75	stable	Stable
gam	RvY_04730-1	0.75	stable	Stable
gam	RvY_04739-1	0.75	stable	Stable
gam	RvY_04740-1	0.75	stable	Stable
gam	RvY_04742-1	0.75	stable	Stable
gam	RvY_04749-1	0.75	stable	Stable
gam	RvY_04751-1	0.75	stable	Stable
gam	RvY_04761-1	0.75	stable	Stable
gam	RvY_04767-1	0.75	stable	Stable
gam	RvY_04774-1	0.75	stable	Stable
gam	RvY_04778	0.75	stable	Stable
gam	RvY_04788-1	0.75	stable	Stable
gam	RvY_04790-1	0.75	stable	Stable
gam	RvY_04792-1	0.75	stable	Stable
gam	RvY_04793-1	0.75	stable	Stable
gam	RvY_04796-1	0.75	stable	Stable
gam	RvY_04803-1	0.75	stable	Stable
gam	RvY_04804	0.75	stable	Stable
gam	RvY_04810-1	0.75	stable	Stable
gam	RvY_04813-1	0.75	stable	Stable
gam	RvY_04816-1	0.75	stable	Stable
gam	RvY_04819-1	0.75	stable	Stable
gam	RvY_04820-1	0.75	stable	Stable
gam	RvY_04846-1	0.75	stable	Stable
gam	RvY_04848-1	0.75	stable	Stable
gam	RvY_04853-1	0.75	stable	Stable
gam	RvY_04859-1	0.75	stable	Stable
gam	RvY_04861-1	0.75	stable	Stable
gam	RvY_04867-1	0.75	stable	Stable
gam	RvY_04870	0.75	stable	Stable
gam	RvY_04881-1	0.75	stable	Stable
gam	RvY_04888-1	0.75	stable	Stable
gam	RvY_04900-1	0.75	stable	Stable
gam	RvY_04905	0.75	stable	Stable
gam	RvY_04907	0.75	stable	Stable
gam	RvY_04915-1	0.75	stable	Stable
gam	RvY_04916	0.75	stable	Stable
gam	RvY_04920-1	0.75	stable	Stable
gam	RvY_04923	0.75	stable	Stable
gam	RvY_04942-1	0.75	stable	Stable
gam	RvY_04945	0.75	stable	Stable
gam	RvY_04948-1	0.75	stable	Stable
gam	RvY_04951-1	0.75	stable	Stable
gam	RvY_04952-1	0.75	stable	Stable
gam	RvY_04956-1	0.75	stable	Stable
gam	RvY_04958-1	0.75	stable	Stable
gam	RvY_04959-1	0.75	stable	Stable
gam	RvY_04962-1	0.75	stable	Stable
gam	RvY_04969-1	0.75	stable	Stable
gam	RvY_04970-1	0.75	stable	Stable
gam	RvY_04980-1	0.75	stable	Stable
gam	RvY_04981	0.75	stable	Stable
gam	RvY_04983-1	0.75	stable	Stable
gam	RvY_04985-1	0.75	stable	Stable
gam	RvY_04994-1	0.75	stable	Stable
gam	RvY_04995-1	0.75	stable	Stable
gam	RvY_05002-1	0.75	stable	Stable
gam	RvY_05004-1	0.75	stable	Stable
gam	RvY_05006-1	0.75	stable	Stable
gam	RvY_05011-1	0.75	stable	Stable
gam	RvY_05017-1	0.75	stable	Stable
gam	RvY_05021-1	0.75	stable	Stable
gam	RvY_05023-1	0.75	stable	Stable
gam	RvY_05035	0.75	stable	Stable
gam	RvY_05038	0.75	stable	Stable
gam	RvY_05042-1	0.75	stable	Stable
gam	RvY_05043	0.75	stable	Stable
gam	RvY_05053-1	0.75	stable	Stable
gam	RvY_05055-1	0.75	stable	Stable
gam	RvY_05056-1	0.75	stable	Stable
gam	RvY_05065-1	0.75	stable	Stable
gam	RvY_05066-1	0.75	stable	Stable
gam	RvY_05070-1	0.75	stable	Stable
gam	RvY_05075-1	0.75	stable	Stable
gam	RvY_05077-1	0.75	stable	Stable
gam	RvY_05080-1	0.75	stable	Stable
gam	RvY_05086	0.75	stable	Stable
gam	RvY_05087-1	0.75	stable	Stable
gam	RvY_05103-1	0.75	stable	Stable
gam	RvY_05109-1	0.75	stable	Stable
gam	RvY_05116-1	0.75	stable	Stable
gam	RvY_05117-1	0.75	stable	Stable
gam	RvY_05119-1	0.75	stable	Stable
gam	RvY_05122-1	0.75	stable	Stable
gam	RvY_05135-1	0.75	stable	Stable
gam	RvY_05136-1	0.75	stable	Stable
gam	RvY_05162-1	0.75	stable	Stable
gam	RvY_05163-1	0.75	stable	Stable
gam	RvY_05167-1	0.75	stable	Stable
gam	RvY_05174-1	0.75	stable	Stable
gam	RvY_05180-1	0.75	stable	Stable
gam	RvY_05198	0.75	stable	Stable
gam	RvY_05210-1	0.75	stable	Stable
gam	RvY_05216-1	0.75	stable	Stable
gam	RvY_05220-1	0.75	stable	Stable
gam	RvY_05225-1	0.75	stable	Stable
gam	RvY_05229-1	0.75	stable	Stable
gam	RvY_05231-1	0.75	stable	Stable
gam	RvY_05236-1	0.75	stable	Stable
gam	RvY_05253-1	0.75	stable	Stable
gam	RvY_05255	0.75	stable	Stable
gam	RvY_05258	0.75	stable	Stable
gam	RvY_05272-1	0.75	stable	Stable
gam	RvY_05305-1	0.75	stable	Stable
gam	RvY_05315-1	0.75	stable	Stable
gam	RvY_05328	0.75	stable	Stable
gam	RvY_05329-1	0.75	stable	Stable
gam	RvY_05341-1	0.75	stable	Stable
gam	RvY_05353-1	0.75	stable	Stable
gam	RvY_05356-1	0.75	stable	Stable
gam	RvY_05359-1	0.75	stable	Stable
gam	RvY_05360-1	0.75	stable	Stable
gam	RvY_05367	0.75	stable	Stable
gam	RvY_05368-1	0.75	stable	Stable
gam	RvY_05369-1	0.75	stable	Stable
gam	RvY_05370	0.75	stable	Stable
gam	RvY_05378-1	0.75	stable	Stable
gam	RvY_05383-1	0.75	stable	Stable
gam	RvY_05384-1	0.75	stable	Stable
gam	RvY_05392-1	0.75	stable	Stable
gam	RvY_05393-1	0.75	stable	Stable
gam	RvY_05401	0.75	stable	Stable
gam	RvY_05403-1	0.75	stable	Stable
gam	RvY_05404-1	0.75	stable	Stable
gam	RvY_05411-1	0.75	stable	Stable
gam	RvY_05417-1	0.75	stable	Stable
gam	RvY_05421-1	0.75	stable	Stable
gam	RvY_05435-1	0.75	stable	Stable
gam	RvY_05441-1	0.75	stable	Stable
gam	RvY_05444-1	0.75	stable	Stable
gam	RvY_05445-1	0.75	stable	Stable
gam	RvY_05449	0.75	stable	Stable
gam	RvY_05451-1	0.75	stable	Stable
gam	RvY_05454-1	0.75	stable	Stable
gam	RvY_05461-1	0.75	stable	Stable
gam	RvY_05481-1	0.75	stable	Stable
gam	RvY_05482-1	0.75	stable	Stable
gam	RvY_05485-1	0.75	stable	Stable
gam	RvY_05486-1	0.75	stable	Stable
gam	RvY_05490-1	0.75	stable	Stable
gam	RvY_05492-1	0.75	stable	Stable
gam	RvY_05493	0.75	stable	Stable
gam	RvY_05495-1	0.75	stable	Stable
gam	RvY_05508	0.75	stable	Stable
gam	RvY_05509-1	0.75	stable	Stable
gam	RvY_05513-1	0.75	stable	Stable
gam	RvY_05519-1	0.75	stable	Stable
gam	RvY_05525-1	0.75	stable	Stable
gam	RvY_05530	0.75	stable	Stable
gam	RvY_05532	0.75	stable	Stable
gam	RvY_05547-1	0.75	stable	Stable
gam	RvY_05549-1	0.75	stable	Stable
gam	RvY_05551-1	0.75	stable	Stable
gam	RvY_05559-1	0.75	stable	Stable
gam	RvY_05560	0.75	stable	Stable
gam	RvY_05561-1	0.75	stable	Stable
gam	RvY_05565-1	0.75	stable	Stable
gam	RvY_05566-1	0.75	stable	Stable
gam	RvY_05572	0.75	stable	Stable
gam	RvY_05573-1	0.75	stable	Stable
gam	RvY_05575	0.75	stable	Stable
gam	RvY_05576-1	0.75	stable	Stable
gam	RvY_05579-1	0.75	stable	Stable
gam	RvY_05580	0.75	stable	Stable
gam	RvY_05595-1	0.75	stable	Stable
gam	RvY_05601-1	0.75	stable	Stable
gam	RvY_05609-1	0.75	stable	Stable
gam	RvY_05614	0.75	stable	Stable
gam	RvY_05622-1	0.75	stable	Stable
gam	RvY_05623-1	0.75	stable	Stable
gam	RvY_05624	0.75	stable	Stable
gam	RvY_05634	0.75	stable	Stable
gam	RvY_05646-1	0.75	stable	Stable
gam	RvY_05651-1	0.75	stable	Stable
gam	RvY_05653-1	0.75	stable	Stable
gam	RvY_05668-1	0.75	stable	Stable
gam	RvY_05673-1	0.75	stable	Stable
gam	RvY_05674-1	0.75	stable	Stable
gam	RvY_05677-1	0.75	stable	Stable
gam	RvY_05680-1	0.75	stable	Stable
gam	RvY_05705-1	0.75	stable	Stable
gam	RvY_05713-1	0.75	stable	Stable
gam	RvY_05731-1	0.75	stable	Stable
gam	RvY_05745-1	0.75	stable	Stable
gam	RvY_05746-1	0.75	stable	Stable
gam	RvY_05747-1	0.75	stable	Stable
gam	RvY_05748-1	0.75	stable	Stable
gam	RvY_05751	0.75	stable	Stable
gam	RvY_05756-1	0.75	stable	Stable
gam	RvY_05759-1	0.75	stable	Stable
gam	RvY_05776-1	0.75	stable	Stable
gam	RvY_05778-1	0.75	stable	Stable
gam	RvY_05785-1	0.75	stable	Stable
gam	RvY_05802-1	0.75	stable	Stable
gam	RvY_05804-1	0.75	stable	Stable
gam	RvY_05807	0.75	stable	Stable
gam	RvY_05810-1	0.75	stable	Stable
gam	RvY_05819-1	0.75	stable	Stable
gam	RvY_05822-1	0.75	stable	Stable
gam	RvY_05827-1	0.75	stable	Stable
gam	RvY_05831-1	0.75	stable	Stable
gam	RvY_05843-1	0.75	stable	Stable
gam	RvY_05846-1	0.75	stable	Stable
gam	RvY_05852-1	0.75	stable	Stable
gam	RvY_05857-1	0.75	stable	Stable
gam	RvY_05868-1	0.75	stable	Stable
gam	RvY_05880-1	0.75	stable	Stable
gam	RvY_05883-1	0.75	stable	Stable
gam	RvY_05885-1	0.75	stable	Stable
gam	RvY_05886-1	0.75	stable	Stable
gam	RvY_05890-1	0.75	stable	Stable
gam	RvY_05891-1	0.75	stable	Stable
gam	RvY_05895	0.75	stable	Stable
gam	RvY_05899-1	0.75	stable	Stable
gam	RvY_05900-1	0.75	stable	Stable
gam	RvY_05903-1	0.75	stable	Stable
gam	RvY_05913-1	0.75	stable	Stable
gam	RvY_05921-1	0.75	stable	Stable
gam	RvY_05922	0.75	stable	Stable
gam	RvY_05929-1	0.75	stable	Stable
gam	RvY_05931-1	0.75	stable	Stable
gam	RvY_05936	0.75	stable	Stable
gam	RvY_05942-1	0.75	stable	Stable
gam	RvY_05951-1	0.75	stable	Stable
gam	RvY_05962-1	0.75	stable	Stable
gam	RvY_05969-1	0.75	stable	Stable
gam	RvY_05981	0.75	stable	Stable
gam	RvY_05987-1	0.75	stable	Stable
gam	RvY_05992-1	0.75	stable	Stable
gam	RvY_05998-1	0.75	stable	Stable
gam	RvY_06004-1	0.75	stable	Stable
gam	RvY_06009	0.75	stable	Stable
gam	RvY_06018-1	0.75	stable	Stable
gam	RvY_06025	0.75	stable	Stable
gam	RvY_06031-1	0.75	stable	Stable
gam	RvY_06032-1	0.75	stable	Stable
gam	RvY_06033-1	0.75	stable	Stable
gam	RvY_06046-1	0.75	stable	Stable
gam	RvY_06051-1	0.75	stable	Stable
gam	RvY_06055-1	0.75	stable	Stable
gam	RvY_06056-1	0.75	stable	Stable
gam	RvY_06059-1	0.75	stable	Stable
gam	RvY_06061-1	0.75	stable	Stable
gam	RvY_06069-1	0.75	stable	Stable
gam	RvY_06071-1	0.75	stable	Stable
gam	RvY_06078-1	0.75	stable	Stable
gam	RvY_06079	0.75	stable	Stable
gam	RvY_06080-1	0.75	stable	Stable
gam	RvY_06083	0.75	stable	Stable
gam	RvY_06092-1	0.75	stable	Stable
gam	RvY_06094-1	0.75	stable	Stable
gam	RvY_06095-1	0.75	stable	Stable
gam	RvY_06106	0.75	stable	Stable
gam	RvY_06115	0.75	stable	Stable
gam	RvY_06120-1	0.75	stable	Stable
gam	RvY_06124-1	0.75	stable	Stable
gam	RvY_06126-1	0.75	stable	Stable
gam	RvY_06128	0.75	stable	Stable
gam	RvY_06131-1	0.75	stable	Stable
gam	RvY_06135	0.75	stable	Stable
gam	RvY_06137-1	0.75	stable	Stable
gam	RvY_06149	0.75	stable	Stable
gam	RvY_06150	0.75	stable	Stable
gam	RvY_06152-1	0.75	stable	Stable
gam	RvY_06157-1	0.75	stable	Stable
gam	RvY_06176-1	0.75	stable	Stable
gam	RvY_06178-1	0.75	stable	Stable
gam	RvY_06180-1	0.75	stable	Stable
gam	RvY_06181	0.75	stable	Stable
gam	RvY_06192-1	0.75	stable	Stable
gam	RvY_06199	0.75	stable	Stable
gam	RvY_06201-1	0.75	stable	Stable
gam	RvY_06203-1	0.75	stable	Stable
gam	RvY_06207	0.75	stable	Stable
gam	RvY_06210-1	0.75	stable	Stable
gam	RvY_06217-1	0.75	stable	Stable
gam	RvY_06218-1	0.75	stable	Stable
gam	RvY_06221-1	0.75	stable	Stable
gam	RvY_06223-1	0.75	stable	Stable
gam	RvY_06227-1	0.75	stable	Stable
gam	RvY_06252	0.75	stable	Stable
gam	RvY_06254-2	0.75	stable	Stable
gam	RvY_06260-1	0.75	stable	Stable
gam	RvY_06262-1	0.75	stable	Stable
gam	RvY_06266-1	0.75	stable	Stable
gam	RvY_06273	0.75	stable	Stable
gam	RvY_06279-1	0.75	stable	Stable
gam	RvY_06281-1	0.75	stable	Stable
gam	RvY_06303-1	0.75	stable	Stable
gam	RvY_06323-1	0.75	stable	Stable
gam	RvY_06344-1	0.75	stable	Stable
gam	RvY_06348	0.75	stable	Stable
gam	RvY_06361-1	0.75	stable	Stable
gam	RvY_06362	0.75	stable	Stable
gam	RvY_06391	0.75	stable	Stable
gam	RvY_06399-1	0.75	stable	Stable
gam	RvY_06406	0.75	stable	Stable
gam	RvY_06408-1	0.75	stable	Stable
gam	RvY_06424-1	0.75	stable	Stable
gam	RvY_06438-1	0.75	stable	Stable
gam	RvY_06449-1	0.75	stable	Stable
gam	RvY_06453-1	0.75	stable	Stable
gam	RvY_06454-1	0.75	stable	Stable
gam	RvY_06467-1	0.75	stable	Stable
gam	RvY_06468	0.75	stable	Stable
gam	RvY_06476	0.75	stable	Stable
gam	RvY_06482-1	0.75	stable	Stable
gam	RvY_06483-1	0.75	stable	Stable
gam	RvY_06502-1	0.75	stable	Stable
gam	RvY_06533-1	0.75	stable	Stable
gam	RvY_06554-1	0.75	stable	Stable
gam	RvY_06555-1	0.75	stable	Stable
gam	RvY_06578	0.75	stable	Stable
gam	RvY_06584-1	0.75	stable	Stable
gam	RvY_06589-1	0.75	stable	Stable
gam	RvY_06597-1	0.75	stable	Stable
gam	RvY_06608-1	0.75	stable	Stable
gam	RvY_06613-1	0.75	stable	Stable
gam	RvY_06615-1	0.75	stable	Stable
gam	RvY_06620-1	0.75	stable	Stable
gam	RvY_06623-1	0.75	stable	Stable
gam	RvY_06627-1	0.75	stable	Stable
gam	RvY_06629-1	0.75	stable	Stable
gam	RvY_06643	0.75	stable	Stable
gam	RvY_06645-1	0.75	stable	Stable
gam	RvY_06658-1	0.75	stable	Stable
gam	RvY_06675-1	0.75	stable	Stable
gam	RvY_06685-1	0.75	stable	Stable
gam	RvY_06690-1	0.75	stable	Stable
gam	RvY_06702-1	0.75	stable	Stable
gam	RvY_06713-1	0.75	stable	Stable
gam	RvY_06720	0.75	stable	Stable
gam	RvY_06729-1	0.75	stable	Stable
gam	RvY_06733-1	0.75	stable	Stable
gam	RvY_06734-1	0.75	stable	Stable
gam	RvY_06740-1	0.75	stable	Stable
gam	RvY_06744-1	0.75	stable	Stable
gam	RvY_06764-1	0.75	stable	Stable
gam	RvY_06794-1	0.75	stable	Stable
gam	RvY_06796-1	0.75	stable	Stable
gam	RvY_06801-1	0.75	stable	Stable
gam	RvY_06802-1	0.75	stable	Stable
gam	RvY_06804-1	0.75	stable	Stable
gam	RvY_06805-1	0.75	stable	Stable
gam	RvY_06821-1	0.75	stable	Stable
gam	RvY_06823-1	0.75	stable	Stable
gam	RvY_06828-1	0.75	stable	Stable
gam	RvY_06843	0.75	stable	Stable
gam	RvY_06845-1	0.75	stable	Stable
gam	RvY_06863-1	0.75	stable	Stable
gam	RvY_06869-1	0.75	stable	Stable
gam	RvY_06870	0.75	stable	Stable
gam	RvY_06871	0.75	stable	Stable
gam	RvY_06873-1	0.75	stable	Stable
gam	RvY_06874-1	0.75	stable	Stable
gam	RvY_06882	0.75	stable	Stable
gam	RvY_06911-1	0.75	stable	Stable
gam	RvY_06931-1	0.75	stable	Stable
gam	RvY_06940-1	0.75	stable	Stable
gam	RvY_06950	0.75	stable	Stable
gam	RvY_06953-1	0.75	stable	Stable
gam	RvY_06960	0.75	stable	Stable
gam	RvY_06963-1	0.75	stable	Stable
gam	RvY_06967	0.75	stable	Stable
gam	RvY_06976	0.75	stable	Stable
gam	RvY_06983-1	0.75	stable	Stable
gam	RvY_06984-1	0.75	stable	Stable
gam	RvY_06986-1	0.75	stable	Stable
gam	RvY_06992-1	0.75	stable	Stable
gam	RvY_06997	0.75	stable	Stable
gam	RvY_06999-1	0.75	stable	Stable
gam	RvY_07004-1	0.75	stable	Stable
gam	RvY_07006	0.75	stable	Stable
gam	RvY_07015-1	0.75	stable	Stable
gam	RvY_07019-1	0.75	stable	Stable
gam	RvY_07022-1	0.75	stable	Stable
gam	RvY_07026-1	0.75	stable	Stable
gam	RvY_07030-1	0.75	stable	Stable
gam	RvY_07031-1	0.75	stable	Stable
gam	RvY_07033-1	0.75	stable	Stable
gam	RvY_07038-1	0.75	stable	Stable
gam	RvY_07039-1	0.75	stable	Stable
gam	RvY_07051-1	0.75	stable	Stable
gam	RvY_07053	0.75	stable	Stable
gam	RvY_07057-1	0.75	stable	Stable
gam	RvY_07058	0.75	stable	Stable
gam	RvY_07062	0.75	stable	Stable
gam	RvY_07067-1	0.75	stable	Stable
gam	RvY_07068	0.75	stable	Stable
gam	RvY_07069-1	0.75	stable	Stable
gam	RvY_07072-1	0.75	stable	Stable
gam	RvY_07086-1	0.75	stable	Stable
gam	RvY_07091-1	0.75	stable	Stable
gam	RvY_07103	0.75	stable	Stable
gam	RvY_07110	0.75	stable	Stable
gam	RvY_07115-1	0.75	stable	Stable
gam	RvY_07116-1	0.75	stable	Stable
gam	RvY_07117-1	0.75	stable	Stable
gam	RvY_07133-1	0.75	stable	Stable
gam	RvY_07140-1	0.75	stable	Stable
gam	RvY_07167-1	0.75	stable	Stable
gam	RvY_07175-1	0.75	stable	Stable
gam	RvY_07186	0.75	stable	Stable
gam	RvY_07190-1	0.75	stable	Stable
gam	RvY_07195-1	0.75	stable	Stable
gam	RvY_07196-1	0.75	stable	Stable
gam	RvY_07209	0.75	stable	Stable
gam	RvY_07219	0.75	stable	Stable
gam	RvY_07226-1	0.75	stable	Stable
gam	RvY_07228-1	0.75	stable	Stable
gam	RvY_07232-1	0.75	stable	Stable
gam	RvY_07234-1	0.75	stable	Stable
gam	RvY_07239-1	0.75	stable	Stable
gam	RvY_07240-1	0.75	stable	Stable
gam	RvY_07247-1	0.75	stable	Stable
gam	RvY_07251-1	0.75	stable	Stable
gam	RvY_07263-1	0.75	stable	Stable
gam	RvY_07267-1	0.75	stable	Stable
gam	RvY_07274-1	0.75	stable	Stable
gam	RvY_07276-1	0.75	stable	Stable
gam	RvY_07278-1	0.75	stable	Stable
gam	RvY_07286-1	0.75	stable	Stable
gam	RvY_07294-1	0.75	stable	Stable
gam	RvY_07295-1	0.75	stable	Stable
gam	RvY_07296-1	0.75	stable	Stable
gam	RvY_07307	0.75	stable	Stable
gam	RvY_07309	0.75	stable	Stable
gam	RvY_07312-1	0.75	stable	Stable
gam	RvY_07313-1	0.75	stable	Stable
gam	RvY_07323-1	0.75	stable	Stable
gam	RvY_07325-1	0.75	stable	Stable
gam	RvY_07327	0.75	stable	Stable
gam	RvY_07328-1	0.75	stable	Stable
gam	RvY_07343-1	0.75	stable	Stable
gam	RvY_07344-1	0.75	stable	Stable
gam	RvY_07347-1	0.75	stable	Stable
gam	RvY_07348-1	0.75	stable	Stable
gam	RvY_07360	0.75	stable	Stable
gam	RvY_07361-1	0.75	stable	Stable
gam	RvY_07362-1	0.75	stable	Stable
gam	RvY_07363	0.75	stable	Stable
gam	RvY_07365-1	0.75	stable	Stable
gam	RvY_07369-1	0.75	stable	Stable
gam	RvY_07372	0.75	stable	Stable
gam	RvY_07373-1	0.75	stable	Stable
gam	RvY_07376-1	0.75	stable	Stable
gam	RvY_07377	0.75	stable	Stable
gam	RvY_07378-1	0.75	stable	Stable
gam	RvY_07381-1	0.75	stable	Stable
gam	RvY_07397	0.75	stable	Stable
gam	RvY_07403-1	0.75	stable	Stable
gam	RvY_07412	0.75	stable	Stable
gam	RvY_07421-1	0.75	stable	Stable
gam	RvY_07424-1	0.75	stable	Stable
gam	RvY_07433-1	0.75	stable	Stable
gam	RvY_07442-1	0.75	stable	Stable
gam	RvY_07443-1	0.75	stable	Stable
gam	RvY_07449	0.75	stable	Stable
gam	RvY_07450-1	0.75	stable	Stable
gam	RvY_07462	0.75	stable	Stable
gam	RvY_07466-1	0.75	stable	Stable
gam	RvY_07473	0.75	stable	Stable
gam	RvY_07474-1	0.75	stable	Stable
gam	RvY_07483-1	0.75	stable	Stable
