gene_set_id	gene_set_family	condition	stability_region	dominant_state	signal_class	enrichment_type	kegg_term	query_size	background_size	query_overlap_count	background_term_count	query_fraction	background_fraction	enrichment_ratio	p_value	adjusted_p_value	significant	contributing_feature_ids	all_feature_count	annotated_feature_count	review_rank	contributing_feature_count	term_description	review_status
DES__Highly_Stable__up__Highly_Stable_Up	main_class	DES	Highly Stable	up	Highly Stable Up	PATHWAY	map03030	183	4680	11	42	0.06010928961748633	0.00897435897435897	6.697892271662764	3.595085147852244e-7	2.971937055557855e-5	TRUE	RvY_01155-1;RvY_03283-1;RvY_05316-1;RvY_05631-1;RvY_05778-1;RvY_10167-1;RvY_12979-1;RvY_13200-1;RvY_16566-1;RvY_17583-1;RvY_17603-1	678	619	6	11	NA	REQUIRES_AUTHOR_REVIEW
DES__Highly_Stable__up__Highly_Stable_Up	main_class	DES	Highly Stable	up	Highly Stable Up	PATHWAY	ko04113	183	4680	11	63	0.06010928961748633	0.01346153846153846	4.465261514441842	2.5196650153698657e-5	0.00156219230952931	TRUE	RvY_00624-1;RvY_00997-1;RvY_02491-1;RvY_04820-1;RvY_04868-1;RvY_05778-1;RvY_06566-1;RvY_08257-1;RvY_08372-1;RvY_09335-1;RvY_17583-1	678	619	7	11	NA	REQUIRES_AUTHOR_REVIEW
DES__Highly_Stable__up__Highly_Stable_Up	main_class	DES	Highly Stable	up	Highly Stable Up	PATHWAY	map04113	183	4680	11	63	0.06010928961748633	0.01346153846153846	4.465261514441842	2.5196650153698657e-5	0.00156219230952931	TRUE	RvY_00624-1;RvY_00997-1;RvY_02491-1;RvY_04820-1;RvY_04868-1;RvY_05778-1;RvY_06566-1;RvY_08257-1;RvY_08372-1;RvY_09335-1;RvY_17583-1	678	619	8	11	NA	REQUIRES_AUTHOR_REVIEW
DES__Highly_Stable__up__Highly_Stable_Up	main_class	DES	Highly Stable	up	Highly Stable Up	PATHWAY	ko00791	183	4680	3	3	0.01639344262295082	6.41025641025641e-4	25.57377049180328	5.884938611060375e-5	0.00291892955108594	TRUE	RvY_05981;RvY_05982-1;RvY_05983-1	678	619	9	3	NA	REQUIRES_AUTHOR_REVIEW
DES__Highly_Stable__up__Highly_Stable_Up	main_class	DES	Highly Stable	up	Highly Stable Up	PATHWAY	map00791	183	4680	3	3	0.01639344262295082	6.41025641025641e-4	25.57377049180328	5.884938611060375e-5	0.00291892955108594	TRUE	RvY_05981;RvY_05982-1;RvY_05983-1	678	619	10	3	NA	REQUIRES_AUTHOR_REVIEW
DES__Low_Stability__tied__Low_Stability	main_class	DES	Low Stability	tied	Low Stability	PATHWAY	ko04512	1801	4680	18	23	0.00999444752915047	0.00491452991452991	2.0336528015836612	1.1630543996374804e-4	0.044312372626188	TRUE	RvY_00479-1;RvY_00998-1;RvY_02814-1;RvY_03785-1;RvY_03818-1;RvY_05040-1;RvY_05496-1;RvY_05668-1;RvY_05742-1;RvY_08941-1;RvY_09170-1;RvY_09937-1;RvY_10813;RvY_11139-1;RvY_11383-1;RvY_16633-1;RvY_17099;RvY_18197	5837	5249	1	18	NA	REQUIRES_AUTHOR_REVIEW
DES__Low_Stability__tied__Low_Stability	main_class	DES	Low Stability	tied	Low Stability	PATHWAY	map04512	1801	4680	18	23	0.00999444752915047	0.00491452991452991	2.0336528015836612	1.1630543996374804e-4	0.044312372626188	TRUE	RvY_00479-1;RvY_00998-1;RvY_02814-1;RvY_03785-1;RvY_03818-1;RvY_05040-1;RvY_05496-1;RvY_05668-1;RvY_05742-1;RvY_08941-1;RvY_09170-1;RvY_09937-1;RvY_10813;RvY_11139-1;RvY_11383-1;RvY_16633-1;RvY_17099;RvY_18197	5837	5249	2	18	NA	REQUIRES_AUTHOR_REVIEW
GAM__Highly_Stable__constant__Highly_Stable_Constant	main_class	GAM	Highly Stable	constant	Highly Stable Constant	PATHWAY	ko01200	1627	4680	65	99	0.03995082974800246	0.02115384615384615	1.8885846789964795	2.4703875521994127e-10	9.066322316571847e-8	TRUE	RvY_00769-1;RvY_00938-1;RvY_01162-1;RvY_01536-1;RvY_02171-1;RvY_03408-1;RvY_03701-1;RvY_03753-1;RvY_03920-1;RvY_04713-1;RvY_04736-1;RvY_05049-1;RvY_05082-1;RvY_05085-1;RvY_05257-1;RvY_05294-1;RvY_05319-1;RvY_05552-1;RvY_06411-1;RvY_06585-1;RvY_06912-1;RvY_07161;RvY_07229-1;RvY_07409-1;RvY_07410-1;RvY_07522;RvY_07637-1;RvY_08128-1;RvY_09008-1;RvY_09226-1;RvY_09238-1;RvY_09463-1;RvY_09532-1;RvY_09600-1;RvY_09845-1;RvY_09961-1;RvY_10014-1;RvY_10068-1;RvY_10140-1;RvY_10924-1;RvY_11443-1;RvY_12172-1;RvY_12666-1;RvY_13295-1;RvY_13703-1;RvY_13880;RvY_13882-1;RvY_14572;RvY_14905-1;RvY_15021-1;RvY_15381-1;RvY_15410-1;RvY_15938-1;RvY_15940-1;RvY_16284-1;RvY_16840-1;RvY_16940-1;RvY_17432-1;RvY_17552-1;RvY_18507-1;RvY_18697-1;RvY_18926-1;RvY_18960-1;RvY_18962-1;RvY_19000-1	5447	4841	1	65	NA	REQUIRES_AUTHOR_REVIEW
GAM__Highly_Stable__constant__Highly_Stable_Constant	main_class	GAM	Highly Stable	constant	Highly Stable Constant	PATHWAY	map01200	1627	4680	65	99	0.03995082974800246	0.02115384615384615	1.8885846789964795	2.4703875521994127e-10	9.066322316571847e-8	TRUE	RvY_00769-1;RvY_00938-1;RvY_01162-1;RvY_01536-1;RvY_02171-1;RvY_03408-1;RvY_03701-1;RvY_03753-1;RvY_03920-1;RvY_04713-1;RvY_04736-1;RvY_05049-1;RvY_05082-1;RvY_05085-1;RvY_05257-1;RvY_05294-1;RvY_05319-1;RvY_05552-1;RvY_06411-1;RvY_06585-1;RvY_06912-1;RvY_07161;RvY_07229-1;RvY_07409-1;RvY_07410-1;RvY_07522;RvY_07637-1;RvY_08128-1;RvY_09008-1;RvY_09226-1;RvY_09238-1;RvY_09463-1;RvY_09532-1;RvY_09600-1;RvY_09845-1;RvY_09961-1;RvY_10014-1;RvY_10068-1;RvY_10140-1;RvY_10924-1;RvY_11443-1;RvY_12172-1;RvY_12666-1;RvY_13295-1;RvY_13703-1;RvY_13880;RvY_13882-1;RvY_14572;RvY_14905-1;RvY_15021-1;RvY_15381-1;RvY_15410-1;RvY_15938-1;RvY_15940-1;RvY_16284-1;RvY_16840-1;RvY_16940-1;RvY_17432-1;RvY_17552-1;RvY_18507-1;RvY_18697-1;RvY_18926-1;RvY_18960-1;RvY_18962-1;RvY_19000-1	5447	4841	2	65	NA	REQUIRES_AUTHOR_REVIEW
GAM__Highly_Stable__constant__Highly_Stable_Constant	main_class	GAM	Highly Stable	constant	Highly Stable Constant	PATHWAY	ko01130	1627	4680	108	207	0.06637984019668101	0.04423076923076923	1.5007616044467011	1.12001415754649e-7	2.055225979097809e-5	TRUE	RvY_00769-1;RvY_00938-1;RvY_01162-1;RvY_01536-1;RvY_01555-1;RvY_01647-1;RvY_01663-1;RvY_02076;RvY_02171-1;RvY_03201-1;RvY_03408-1;RvY_03701-1;RvY_03753-1;RvY_03861-1;RvY_03920-1;RvY_03927-1;RvY_04382-1;RvY_04713-1;RvY_04736-1;RvY_04795-1;RvY_04866-1;RvY_05049-1;RvY_05082-1;RvY_05085-1;RvY_05257-1;RvY_05294-1;RvY_05319-1;RvY_05468-1;RvY_05552-1;RvY_05967-1;RvY_06411-1;RvY_06585-1;RvY_06912-1;RvY_07118-1;RvY_07229-1;RvY_07409-1;RvY_07410-1;RvY_07430;RvY_07522;RvY_07636-1;RvY_07637-1;RvY_07719-1;RvY_07726-1;RvY_07732-1;RvY_08128-1;RvY_09008-1;RvY_09018-1;RvY_09067-1;RvY_09238-1;RvY_09463-1;RvY_09532-1;RvY_09845-1;RvY_09961-1;RvY_10014-1;RvY_10068-1;RvY_10140-1;RvY_10163-1;RvY_10210-1;RvY_10496-1;RvY_10518-1;RvY_10924-1;RvY_11237-1;RvY_11443-1;RvY_12172-1;RvY_12435-1;RvY_12666-1;RvY_12758-1;RvY_13520-1;RvY_13576-1;RvY_13880;RvY_14486-1;RvY_14508-1;RvY_14572;RvY_14722-1;RvY_14860-1;RvY_14905-1;RvY_14948-1;RvY_15021-1;RvY_15410-1;RvY_15522;RvY_15566;RvY_15725-1;RvY_15762-1;RvY_15938-1;RvY_16284-1;RvY_16464;RvY_16840-1;RvY_16940-1;RvY_17093-1;RvY_17432-1;RvY_17462-1;RvY_17552-1;RvY_17648;RvY_17844-1;RvY_18117-1;RvY_18346;RvY_18382-1;RvY_18507-1;RvY_18587-1;RvY_18676-1;RvY_18697-1;RvY_18926-1;RvY_18960-1;RvY_18962-1;RvY_18968-1;RvY_19000-1;RvY_19258-1;RvY_19303-1	5447	4841	3	108	NA	REQUIRES_AUTHOR_REVIEW
GAM__Highly_Stable__constant__Highly_Stable_Constant	main_class	GAM	Highly Stable	constant	Highly Stable Constant	PATHWAY	map01130	1627	4680	108	207	0.06637984019668101	0.04423076923076923	1.5007616044467011	1.12001415754649e-7	2.055225979097809e-5	TRUE	RvY_00769-1;RvY_00938-1;RvY_01162-1;RvY_01536-1;RvY_01555-1;RvY_01647-1;RvY_01663-1;RvY_02076;RvY_02171-1;RvY_03201-1;RvY_03408-1;RvY_03701-1;RvY_03753-1;RvY_03861-1;RvY_03920-1;RvY_03927-1;RvY_04382-1;RvY_04713-1;RvY_04736-1;RvY_04795-1;RvY_04866-1;RvY_05049-1;RvY_05082-1;RvY_05085-1;RvY_05257-1;RvY_05294-1;RvY_05319-1;RvY_05468-1;RvY_05552-1;RvY_05967-1;RvY_06411-1;RvY_06585-1;RvY_06912-1;RvY_07118-1;RvY_07229-1;RvY_07409-1;RvY_07410-1;RvY_07430;RvY_07522;RvY_07636-1;RvY_07637-1;RvY_07719-1;RvY_07726-1;RvY_07732-1;RvY_08128-1;RvY_09008-1;RvY_09018-1;RvY_09067-1;RvY_09238-1;RvY_09463-1;RvY_09532-1;RvY_09845-1;RvY_09961-1;RvY_10014-1;RvY_10068-1;RvY_10140-1;RvY_10163-1;RvY_10210-1;RvY_10496-1;RvY_10518-1;RvY_10924-1;RvY_11237-1;RvY_11443-1;RvY_12172-1;RvY_12435-1;RvY_12666-1;RvY_12758-1;RvY_13520-1;RvY_13576-1;RvY_13880;RvY_14486-1;RvY_14508-1;RvY_14572;RvY_14722-1;RvY_14860-1;RvY_14905-1;RvY_14948-1;RvY_15021-1;RvY_15410-1;RvY_15522;RvY_15566;RvY_15725-1;RvY_15762-1;RvY_15938-1;RvY_16284-1;RvY_16464;RvY_16840-1;RvY_16940-1;RvY_17093-1;RvY_17432-1;RvY_17462-1;RvY_17552-1;RvY_17648;RvY_17844-1;RvY_18117-1;RvY_18346;RvY_18382-1;RvY_18507-1;RvY_18587-1;RvY_18676-1;RvY_18697-1;RvY_18926-1;RvY_18960-1;RvY_18962-1;RvY_18968-1;RvY_19000-1;RvY_19258-1;RvY_19303-1	5447	4841	4	108	NA	REQUIRES_AUTHOR_REVIEW
GAM__Highly_Stable__constant__Highly_Stable_Constant	main_class	GAM	Highly Stable	constant	Highly Stable Constant	PATHWAY	ko01120	1627	4680	83	156	0.05101413644744929	0.03333333333333333	1.530424093423479	1.2168102563017543e-6	1.4885645468758126e-4	TRUE	RvY_00769-1;RvY_00938-1;RvY_01162-1;RvY_01536-1;RvY_02171-1;RvY_02926-1;RvY_03408-1;RvY_03701-1;RvY_03753-1;RvY_04713-1;RvY_04795-1;RvY_04866-1;RvY_05049-1;RvY_05082-1;RvY_05085-1;RvY_05257-1;RvY_05294-1;RvY_05319-1;RvY_05344-1;RvY_05552-1;RvY_05702;RvY_05739-1;RvY_05967-1;RvY_06585-1;RvY_06912-1;RvY_07118-1;RvY_07161;RvY_07229-1;RvY_07409-1;RvY_07410-1;RvY_07522;RvY_07637-1;RvY_07719-1;RvY_07726-1;RvY_07732-1;RvY_08128-1;RvY_08902-1;RvY_09226-1;RvY_09238-1;RvY_09532-1;RvY_09600-1;RvY_09845-1;RvY_09961-1;RvY_09967-1;RvY_10014-1;RvY_10068-1;RvY_10496-1;RvY_10924-1;RvY_11443-1;RvY_12000-1;RvY_12172-1;RvY_12619-1;RvY_12666-1;RvY_13258-1;RvY_13703-1;RvY_13880;RvY_14572;RvY_14905-1;RvY_15021-1;RvY_15410-1;RvY_15938-1;RvY_15940-1;RvY_16062;RvY_16127-1;RvY_16284-1;RvY_16353-1;RvY_16542-1;RvY_16940-1;RvY_16949;RvY_16959-1;RvY_17432-1;RvY_17552-1;RvY_17844-1;RvY_18346;RvY_18382-1;RvY_18507-1;RvY_18510-1;RvY_18697-1;RvY_18926-1;RvY_18960-1;RvY_18962-1;RvY_19000-1;RvY_19258-1	5447	4841	5	83	NA	REQUIRES_AUTHOR_REVIEW
GAM__Highly_Stable__constant__Highly_Stable_Constant	main_class	GAM	Highly Stable	constant	Highly Stable Constant	PATHWAY	map01120	1627	4680	83	156	0.05101413644744929	0.03333333333333333	1.530424093423479	1.2168102563017543e-6	1.4885645468758126e-4	TRUE	RvY_00769-1;RvY_00938-1;RvY_01162-1;RvY_01536-1;RvY_02171-1;RvY_02926-1;RvY_03408-1;RvY_03701-1;RvY_03753-1;RvY_04713-1;RvY_04795-1;RvY_04866-1;RvY_05049-1;RvY_05082-1;RvY_05085-1;RvY_05257-1;RvY_05294-1;RvY_05319-1;RvY_05344-1;RvY_05552-1;RvY_05702;RvY_05739-1;RvY_05967-1;RvY_06585-1;RvY_06912-1;RvY_07118-1;RvY_07161;RvY_07229-1;RvY_07409-1;RvY_07410-1;RvY_07522;RvY_07637-1;RvY_07719-1;RvY_07726-1;RvY_07732-1;RvY_08128-1;RvY_08902-1;RvY_09226-1;RvY_09238-1;RvY_09532-1;RvY_09600-1;RvY_09845-1;RvY_09961-1;RvY_09967-1;RvY_10014-1;RvY_10068-1;RvY_10496-1;RvY_10924-1;RvY_11443-1;RvY_12000-1;RvY_12172-1;RvY_12619-1;RvY_12666-1;RvY_13258-1;RvY_13703-1;RvY_13880;RvY_14572;RvY_14905-1;RvY_15021-1;RvY_15410-1;RvY_15938-1;RvY_15940-1;RvY_16062;RvY_16127-1;RvY_16284-1;RvY_16353-1;RvY_16542-1;RvY_16940-1;RvY_16949;RvY_16959-1;RvY_17432-1;RvY_17552-1;RvY_17844-1;RvY_18346;RvY_18382-1;RvY_18507-1;RvY_18510-1;RvY_18697-1;RvY_18926-1;RvY_18960-1;RvY_18962-1;RvY_19000-1;RvY_19258-1	5447	4841	6	83	NA	REQUIRES_AUTHOR_REVIEW
GAM__Highly_Stable__constant__Highly_Stable_Constant	main_class	GAM	Highly Stable	constant	Highly Stable Constant	PATHWAY	ko01110	1627	4680	145	315	0.08912108174554395	0.0673076923076923	1.324084643076653	1.2559596531188923e-5	0.00115234298173658	TRUE	RvY_00769-1;RvY_00938-1;RvY_00996-1;RvY_01162-1;RvY_01555-1;RvY_01647-1;RvY_01663-1;RvY_02076;RvY_02171-1;RvY_02831-1;RvY_03184-1;RvY_03189-1;RvY_03196-1;RvY_03201-1;RvY_03230-1;RvY_03408-1;RvY_03701-1;RvY_03753-1;RvY_03861-1;RvY_03920-1;RvY_03927-1;RvY_04640-1;RvY_04713-1;RvY_04736-1;RvY_04795-1;RvY_04844-1;RvY_04866-1;RvY_05049-1;RvY_05082-1;RvY_05085-1;RvY_05189-1;RvY_05257-1;RvY_05294-1;RvY_05319-1;RvY_05344-1;RvY_05468-1;RvY_05552-1;RvY_05613-1;RvY_05619-1;RvY_05686;RvY_05967-1;RvY_06411-1;RvY_06475-1;RvY_06585-1;RvY_06714-1;RvY_06912-1;RvY_07118-1;RvY_07172-1;RvY_07388-1;RvY_07409-1;RvY_07410-1;RvY_07522;RvY_07637-1;RvY_07719-1;RvY_07732-1;RvY_07792-1;RvY_08128-1;RvY_08299-1;RvY_08551-1;RvY_08794-1;RvY_08902-1;RvY_09008-1;RvY_09018-1;RvY_09082-1;RvY_09238-1;RvY_09289-1;RvY_09463-1;RvY_09532-1;RvY_09845-1;RvY_09961-1;RvY_10014-1;RvY_10068-1;RvY_10140-1;RvY_10496-1;RvY_10518-1;RvY_10536-1;RvY_10924-1;RvY_10941-1;RvY_11237-1;RvY_11285-1;RvY_11363-1;RvY_11369;RvY_11443-1;RvY_11592-1;RvY_12082-1;RvY_12083-1;RvY_12140-1;RvY_12172-1;RvY_12236-1;RvY_12434-1;RvY_12541-1;RvY_12659-1;RvY_12666-1;RvY_12758-1;RvY_12868-1;RvY_12951;RvY_12982-1;RvY_13023-1;RvY_13258-1;RvY_13520-1;RvY_13576-1;RvY_13737-1;RvY_13740-4;RvY_13880;RvY_14180-1;RvY_14190;RvY_14214-1;RvY_14413;RvY_14486-1;RvY_14572;RvY_14857;RvY_14860-1;RvY_15021-1;RvY_15410-1;RvY_15522;RvY_15566;RvY_15762-1;RvY_15812-1;RvY_15938-1;RvY_15940-1;RvY_16464;RvY_16615-1;RvY_16840-1;RvY_16940-1;RvY_16959-1;RvY_17066-1;RvY_17069-1;RvY_17093-1;RvY_17432-1;RvY_17462-1;RvY_17552-1;RvY_17844-1;RvY_17900;RvY_18382-1;RvY_18475-1;RvY_18507-1;RvY_18587-1;RvY_18697-1;RvY_18926-1;RvY_18960-1;RvY_18968-1;RvY_19000-1;RvY_19258-1;RvY_19271-1;RvY_19303-1	5447	4841	7	145	NA	REQUIRES_AUTHOR_REVIEW
GAM__Highly_Stable__constant__Highly_Stable_Constant	main_class	GAM	Highly Stable	constant	Highly Stable Constant	PATHWAY	map01110	1627	4680	145	315	0.08912108174554395	0.0673076923076923	1.324084643076653	1.2559596531188923e-5	0.00115234298173658	TRUE	RvY_00769-1;RvY_00938-1;RvY_00996-1;RvY_01162-1;RvY_01555-1;RvY_01647-1;RvY_01663-1;RvY_02076;RvY_02171-1;RvY_02831-1;RvY_03184-1;RvY_03189-1;RvY_03196-1;RvY_03201-1;RvY_03230-1;RvY_03408-1;RvY_03701-1;RvY_03753-1;RvY_03861-1;RvY_03920-1;RvY_03927-1;RvY_04640-1;RvY_04713-1;RvY_04736-1;RvY_04795-1;RvY_04844-1;RvY_04866-1;RvY_05049-1;RvY_05082-1;RvY_05085-1;RvY_05189-1;RvY_05257-1;RvY_05294-1;RvY_05319-1;RvY_05344-1;RvY_05468-1;RvY_05552-1;RvY_05613-1;RvY_05619-1;RvY_05686;RvY_05967-1;RvY_06411-1;RvY_06475-1;RvY_06585-1;RvY_06714-1;RvY_06912-1;RvY_07118-1;RvY_07172-1;RvY_07388-1;RvY_07409-1;RvY_07410-1;RvY_07522;RvY_07637-1;RvY_07719-1;RvY_07732-1;RvY_07792-1;RvY_08128-1;RvY_08299-1;RvY_08551-1;RvY_08794-1;RvY_08902-1;RvY_09008-1;RvY_09018-1;RvY_09082-1;RvY_09238-1;RvY_09289-1;RvY_09463-1;RvY_09532-1;RvY_09845-1;RvY_09961-1;RvY_10014-1;RvY_10068-1;RvY_10140-1;RvY_10496-1;RvY_10518-1;RvY_10536-1;RvY_10924-1;RvY_10941-1;RvY_11237-1;RvY_11285-1;RvY_11363-1;RvY_11369;RvY_11443-1;RvY_11592-1;RvY_12082-1;RvY_12083-1;RvY_12140-1;RvY_12172-1;RvY_12236-1;RvY_12434-1;RvY_12541-1;RvY_12659-1;RvY_12666-1;RvY_12758-1;RvY_12868-1;RvY_12951;RvY_12982-1;RvY_13023-1;RvY_13258-1;RvY_13520-1;RvY_13576-1;RvY_13737-1;RvY_13740-4;RvY_13880;RvY_14180-1;RvY_14190;RvY_14214-1;RvY_14413;RvY_14486-1;RvY_14572;RvY_14857;RvY_14860-1;RvY_15021-1;RvY_15410-1;RvY_15522;RvY_15566;RvY_15762-1;RvY_15812-1;RvY_15938-1;RvY_15940-1;RvY_16464;RvY_16615-1;RvY_16840-1;RvY_16940-1;RvY_16959-1;RvY_17066-1;RvY_17069-1;RvY_17093-1;RvY_17432-1;RvY_17462-1;RvY_17552-1;RvY_17844-1;RvY_17900;RvY_18382-1;RvY_18475-1;RvY_18507-1;RvY_18587-1;RvY_18697-1;RvY_18926-1;RvY_18960-1;RvY_18968-1;RvY_19000-1;RvY_19258-1;RvY_19271-1;RvY_19303-1	5447	4841	8	145	NA	REQUIRES_AUTHOR_REVIEW
GAM__Highly_Stable__constant__Highly_Stable_Constant	main_class	GAM	Highly Stable	constant	Highly Stable Constant	PATHWAY	ko01230	1627	4680	33	53	0.02028272894898586	0.01132478632478632	1.7910032354953551	3.6923288867089075e-5	0.00264427340960209	TRUE	RvY_00938-1;RvY_01162-1;RvY_02076;RvY_03408-1;RvY_03701-1;RvY_03753-1;RvY_04866-1;RvY_05085-1;RvY_05294-1;RvY_07161;RvY_07409-1;RvY_07410-1;RvY_08551-1;RvY_09238-1;RvY_09845-1;RvY_09961-1;RvY_10518-1;RvY_10924-1;RvY_12172-1;RvY_12435-1;RvY_12666-1;RvY_13880;RvY_14413;RvY_14508-1;RvY_15021-1;RvY_15522;RvY_17432-1;RvY_17462-1;RvY_17552-1;RvY_18510-1;RvY_18697-1;RvY_18960-1;RvY_19000-1	5447	4841	9	33	NA	REQUIRES_AUTHOR_REVIEW
GAM__Highly_Stable__constant__Highly_Stable_Constant	main_class	GAM	Highly Stable	constant	Highly Stable Constant	PATHWAY	map01230	1627	4680	33	53	0.02028272894898586	0.01132478632478632	1.7910032354953551	3.6923288867089075e-5	0.00264427340960209	TRUE	RvY_00938-1;RvY_01162-1;RvY_02076;RvY_03408-1;RvY_03701-1;RvY_03753-1;RvY_04866-1;RvY_05085-1;RvY_05294-1;RvY_07161;RvY_07409-1;RvY_07410-1;RvY_08551-1;RvY_09238-1;RvY_09845-1;RvY_09961-1;RvY_10518-1;RvY_10924-1;RvY_12172-1;RvY_12435-1;RvY_12666-1;RvY_13880;RvY_14413;RvY_14508-1;RvY_15021-1;RvY_15522;RvY_17432-1;RvY_17462-1;RvY_17552-1;RvY_18510-1;RvY_18697-1;RvY_18960-1;RvY_19000-1	5447	4841	10	33	NA	REQUIRES_AUTHOR_REVIEW
GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	PATHWAY	ko05218	108	4680	8	40	0.07407407407407407	0.00854700854700854	8.666666666666666	2.582094531510239e-6	6.171205930309471e-4	TRUE	RvY_02154-1;RvY_04321-1;RvY_06686-1;RvY_06696;RvY_06697-1;RvY_08611-1;RvY_11881;RvY_15927-1	377	318	1	8	NA	REQUIRES_AUTHOR_REVIEW
GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	PATHWAY	map05218	108	4680	8	40	0.07407407407407407	0.00854700854700854	8.666666666666666	2.582094531510239e-6	6.171205930309471e-4	TRUE	RvY_02154-1;RvY_04321-1;RvY_06686-1;RvY_06696;RvY_06697-1;RvY_08611-1;RvY_11881;RvY_15927-1	377	318	2	8	NA	REQUIRES_AUTHOR_REVIEW
GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	KO	K04362	141	7178	4	7	0.02836879432624113	9.752020061298412e-4	29.09017223910841	4.771015378530097e-6	9.7328713722014e-4	TRUE	RvY_02154-1;RvY_06686-1;RvY_08611-1;RvY_11881	377	318	3	4	NA	REQUIRES_AUTHOR_REVIEW
GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	KO	K05093	141	7178	4	10	0.02836879432624113	0.00139314572304263	20.363120567375887	2.7336759052092923e-5	0.00278834942331347	TRUE	RvY_02154-1;RvY_06686-1;RvY_08611-1;RvY_11881	377	318	4	4	NA	REQUIRES_AUTHOR_REVIEW
GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	PATHWAY	ko04974	108	4680	10	90	0.0925925925925926	0.01923076923076923	4.814814814814814	3.4449388274968555e-5	0.00334655475145164	TRUE	RvY_00418-3;RvY_00889-1;RvY_01322-1;RvY_01727-1;RvY_06842-1;RvY_07760-1;RvY_10366-1;RvY_10521;RvY_15139-1;RvY_16604-1	377	318	5	10	NA	REQUIRES_AUTHOR_REVIEW
GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	PATHWAY	map04974	108	4680	10	90	0.0925925925925926	0.01923076923076923	4.814814814814814	3.4449388274968555e-5	0.00334655475145164	TRUE	RvY_00418-3;RvY_00889-1;RvY_01322-1;RvY_01727-1;RvY_06842-1;RvY_07760-1;RvY_10366-1;RvY_10521;RvY_15139-1;RvY_16604-1	377	318	6	10	NA	REQUIRES_AUTHOR_REVIEW
GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	PATHWAY	ko05224	108	4680	9	74	0.08333333333333333	0.01581196581196581	5.27027027027027	4.2006963407342805e-5	0.00334655475145164	TRUE	RvY_02154-1;RvY_04321-1;RvY_04384-1;RvY_06686-1;RvY_06696;RvY_06697-1;RvY_08611-1;RvY_11881;RvY_12385-1	377	318	7	9	NA	REQUIRES_AUTHOR_REVIEW
GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	PATHWAY	map05224	108	4680	9	74	0.08333333333333333	0.01581196581196581	5.27027027027027	4.2006963407342805e-5	0.00334655475145164	TRUE	RvY_02154-1;RvY_04321-1;RvY_04384-1;RvY_06686-1;RvY_06696;RvY_06697-1;RvY_08611-1;RvY_11881;RvY_12385-1	377	318	8	9	NA	REQUIRES_AUTHOR_REVIEW
GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	KO	K05096	141	7178	3	5	0.02127659574468085	6.965728615213151e-4	30.54468085106383	7.209711653147425e-5	0.00367695294310518	TRUE	RvY_06686-1;RvY_08611-1;RvY_11881	377	318	9	3	NA	REQUIRES_AUTHOR_REVIEW
GAM__Highly_Stable__down__Highly_Stable_Down	main_class	GAM	Highly Stable	down	Highly Stable Down	KO	K05098	141	7178	3	5	0.02127659574468085	6.965728615213151e-4	30.54468085106383	7.209711653147425e-5	0.00367695294310518	TRUE	RvY_06686-1;RvY_08611-1;RvY_11881	377	318	10	3	NA	REQUIRES_AUTHOR_REVIEW
GAM__Highly_Stable__up__Highly_Stable_Up	main_class	GAM	Highly Stable	up	Highly Stable Up	KO	K10798	26	7178	2	5	0.07692307692307693	6.965728615213151e-4	110.43076923076924	1.2533121293719333e-4	0.00438659245280176	TRUE	RvY_08263;RvY_18641	45	42	1	2	NA	REQUIRES_AUTHOR_REVIEW
GAM__Highly_Stable__up__Highly_Stable_Up	main_class	GAM	Highly Stable	up	Highly Stable Up	KO	K01946	26	7178	1	1	0.03846153846153846	1.3931457230426304e-4	276.0769230769231	0.00362217887991078	0.00633881303984387	TRUE	RvY_18111-1	45	42	2	1	NA	REQUIRES_AUTHOR_REVIEW
GAM__Highly_Stable__up__Highly_Stable_Up	main_class	GAM	Highly Stable	up	Highly Stable Up	KO	K04494	26	7178	1	1	0.03846153846153846	1.3931457230426304e-4	276.0769230769231	0.00362217887991078	0.00633881303984387	TRUE	RvY_17530-1	45	42	3	1	NA	REQUIRES_AUTHOR_REVIEW
GAM__Highly_Stable__up__Highly_Stable_Up	main_class	GAM	Highly Stable	up	Highly Stable Up	KO	K05641	26	7178	1	1	0.03846153846153846	1.3931457230426304e-4	276.0769230769231	0.00362217887991078	0.00633881303984387	TRUE	RvY_09881	45	42	4	1	NA	REQUIRES_AUTHOR_REVIEW
